,LGA,repDS,hh_itn,ci_l,ci_u,Number.of.Participants,X2010,kill_rate,simday
276,Njaba,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.698775482,0.665096273,152
277,Nkwerre,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.748539507,0.689212875,152
278,Nwangele,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.746338308,0.688210872,152
279,Oyo East,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.42326207,0.478579172,152
280,Oguta,Oru West,0.293760221,0.189931646,0.397588797,795,0.432749817,0.486182213,152
281,Ohaji/Egbema,Oru West,0.293760221,0.189931646,0.397588797,795,0.426411316,0.481108219,152
282,Okigwe,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.687523046,0.65921275,152
283,Orlu,Oru West,0.293760221,0.189931646,0.397588797,795,0.75396807,0.69165881,152
284,Orsu,Oru West,0.293760221,0.189931646,0.397588797,795,0.7153534,0.673473214,152
285,Oru East,Oru West,0.293760221,0.189931646,0.397588797,795,0.570658021,0.58869867,152
286,Oru West,Oru West,0.293760221,0.189931646,0.397588797,795,0.48189407,0.524636763,152
287,Owerri-Municipal,Oru West,0.293760221,0.189931646,0.397588797,795,0.557162613,0.579491334,152
288,Tofa,Taura,0.505273595,0.405472957,0.605074232,1417,0.78682214,0.705708717,152
289,Owerri North,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.644676232,0.635339287,152
290,Owerri West,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.47959729,0.522879615,152
291,Unuimo,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.703828633,0.667686322,152
292,Auyo,Taura,0.505273595,0.405472957,0.605074232,1417,0.795067408,0.70903588,152
293,Babura,Babura,0.283283314,0.107488875,0.459077753,800,0.81800777,0.71788591,152
294,Biriniwa,Taura,0.505273595,0.405472957,0.605074232,1417,0.849911024,0.729232968,152
295,Malam Madori,Taura,0.505273595,0.405472957,0.605074232,1417,0.832407763,0.723142897,152
296,Birni Kudu,Takali,0.362970189,0.187005512,0.538934865,1208,0.809906746,0.714828208,152
297,Buji,Takali,0.362970189,0.187005512,0.538934865,1208,0.837252023,0.724860935,152
298,Jahun,Taura,0.505273595,0.405472957,0.605074232,1417,0.826293698,0.720938443,152
299,Dutse,Takali,0.362970189,0.187005512,0.538934865,1208,0.782873367,0.704087406,152
300,Gagarawa,Taura,0.505273595,0.405472957,0.605074232,1417,0.842477154,0.726686008,152
301,Kafin Hausa,Taura,0.505273595,0.405472957,0.605074232,1417,0.837861447,0.725075293,152
302,Garki,Babura,0.283283314,0.107488875,0.459077753,800,0.806855385,0.713657486,152
303,Gumel,Babura,0.283283314,0.107488875,0.459077753,800,0.845740175,0.727811103,152
304,Guri,Taura,0.505273595,0.405472957,0.605074232,1417,0.816695673,0.717395609,152
305,Gwaram,Takali,0.362970189,0.187005512,0.538934865,1208,0.830878899,0.722595448,152
306,Gwiwa,Babura,0.283283314,0.107488875,0.459077753,800,0.796973181,0.709793779,152
307,Hadejia,Taura,0.505273595,0.405472957,0.605074232,1417,0.824829638,0.720404549,152
308,Kaugama,Taura,0.505273595,0.405472957,0.605074232,1417,0.82929437,0.722025404,152
309,Kazaure,Babura,0.283283314,0.107488875,0.459077753,800,0.813662556,0.7162549,152
310,Kiri Kasamma,Taura,0.505273595,0.405472957,0.605074232,1417,0.809593887,0.714708653,152
311,Tsanyawa,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.798011067,0.710204785,152
312,Miga,Taura,0.505273595,0.405472957,0.605074232,1417,0.839277402,0.725571814,152
313,Ringim,Taura,0.505273595,0.405472957,0.605074232,1417,0.797357054,0.709945938,152
314,Roni,Babura,0.283283314,0.107488875,0.459077753,800,0.790842728,0.707340919,152
315,Taura,Taura,0.505273595,0.405472957,0.605074232,1417,0.835883659,0.724378185,152
316,Yankwashi,Babura,0.283283314,0.107488875,0.459077753,800,0.804635469,0.712799185,152
317,kiyawa,Takali,0.362970189,0.187005512,0.538934865,1208,0.764485956,0.696296503,152
318,Dutsi,Rimi,0.059920907,0.034208814,0.085633,828,0.781469691,0.703506696,152
319,Birnin-Gwari,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.585336478,0.598474764,152
320,Kajuru,Soba,0.370476429,0.250720431,0.490232428,1039,0.608487466,0.613372501,152
321,Chikun,Soba,0.370476429,0.250720431,0.490232428,1039,0.610430948,0.614593521,152
322,Giwa,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.690444801,0.660755846,152
323,Koko/Besse,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.461923759,0.509218302,152
324,Igabi,Soba,0.370476429,0.250720431,0.490232428,1039,0.621671193,0.621564016,152
325,Ikara,Soba,0.370476429,0.250720431,0.490232428,1039,0.810398022,0.715015721,152
326,Jaba,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.593595904,0.603863844,152
327,Ogori/Mangongo,Owan East,0.15109558,0.006229804,0.295961357,1840,0.552565604,0.576308212,152
328,Jema'a,Soba,0.370476429,0.250720431,0.490232428,1039,0.643297947,0.634532708,152
329,Kachia,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.585831891,0.5988003,152
330,Kaduna North,Soba,0.370476429,0.250720431,0.490232428,1039,0.619522313,0.620243504,152
331,Kudan,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.779081497,0.702513388,152
332,Kagarko,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.628440257,0.625686121,152
333,Kaura,Soba,0.370476429,0.250720431,0.490232428,1039,0.688938782,0.659961808,152
334,Kauru,Soba,0.370476429,0.250720431,0.490232428,1039,0.586972837,0.599548909,152
335,Kubau,Soba,0.370476429,0.250720431,0.490232428,1039,0.748940255,0.689394663,152
336,Lere,Soba,0.370476429,0.250720431,0.490232428,1039,0.645529076,0.635837174,152
337,Markafi,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.792000179,0.707807337,152
338,Sabon-Gari,Soba,0.370476429,0.250720431,0.490232428,1039,0.753146937,0.691291129,152
339,Sanga,Soba,0.370476429,0.250720431,0.490232428,1039,0.532813438,0.562369465,152
340,Soba,Soba,0.370476429,0.250720431,0.490232428,1039,0.7559987,0.692564567,152
341,Zango-Kataf,Soba,0.370476429,0.250720431,0.490232428,1039,0.561549145,0.582506713,152
342,Zaria,Soba,0.370476429,0.250720431,0.490232428,1039,0.700548728,0.66600884,152
343,Kaduna South,Soba,0.370476429,0.250720431,0.490232428,1039,0.70538791,0.668479046,152
344,Bichi,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.787571799,0.706014469,152
345,Ajingi,Taura,0.505273595,0.405472957,0.605074232,1417,0.76423705,0.696188287,152
346,Albasu,Takali,0.362970189,0.187005512,0.538934865,1208,0.804275859,0.712659623,152
347,Bagwai,Babura,0.283283314,0.107488875,0.459077753,800,0.789533394,0.706811434,152
348,Bebeji,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.834699363,0.723958756,152
349,Dambatta,Babura,0.283283314,0.107488875,0.459077753,800,0.789695266,0.706877001,152
350,Dawakin Kudu,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.80293017,0.712136075,152
351,Dawakin Tofa,Taura,0.505273595,0.405472957,0.605074232,1417,0.794390454,0.708765663,152
352,Doguwa,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.773929702,0.700347809,152
353,Gabasawa,Taura,0.505273595,0.405472957,0.605074232,1417,0.792787124,0.70812357,152
354,Garko,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.780447188,0.70308223,152
355,Garum Mallam,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.853099876,0.73030785,152
356,Gaya,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.799364116,0.71073875,152
357,Gezawa,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.808477167,0.714281019,152
358,Gwale,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.762262136,0.69532703,152
359,Gwarzo,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.838398486,0.725263863,152
360,Kabo,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.823227922,0.719817779,152
361,Kano Municipal,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.768774673,0.698149479,152
362,Karaye,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.852595031,0.730138381,152
363,Kibiya,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.841576084,0.72637334,152
364,Kiru,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.846911108,0.728212116,152
365,Kumbotso,Taura,0.505273595,0.405472957,0.605074232,1417,0.789001495,0.706595772,152
366,Yagba West,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.490619883,0.531272001,152
367,Kunchi,Babura,0.283283314,0.107488875,0.459077753,800,0.796645027,0.709663573,152
368,Kura,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.780242509,0.702997116,152
369,Madobi,Taura,0.505273595,0.405472957,0.605074232,1417,0.84294978,0.726849664,152
370,Makoda,Babura,0.283283314,0.107488875,0.459077753,800,0.783560148,0.704370693,152
371,Ekiti,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.529174752,0.559756667,152
372,Minjibir,Taura,0.505273595,0.405472957,0.605074232,1417,0.7852882,0.705081058,152
373,Nasarawa1,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.786086291,0.705407963,152
374,Rano,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.837929556,0.725099225,152
375,Rimin Gado,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.805428191,0.713106318,152
376,Bindawa,Rimi,0.059920907,0.034208814,0.085633,828,0.835457212,0.724227328,152
377,Rogo,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.81167434,0.715501612,152
378,Shanono,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.82532529,0.720585558,152
379,Sumaila,Takali,0.362970189,0.187005512,0.538934865,1208,0.768250331,0.697924109,152
380,Takali,Takali,0.362970189,0.187005512,0.538934865,1208,0.823455021,0.719901144,152
381,Tarauni,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.776373684,0.701379044,152
382,Tudun Wada,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.827438247,0.721354196,152
383,Ungogo,Taura,0.505273595,0.405472957,0.605074232,1417,0.788990135,0.706591162,152
384,Warawa,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.818315843,0.718000754,152
385,Wudil,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.776935276,0.701615012,152
386,Daura,Babura,0.283283314,0.107488875,0.459077753,800,0.777262298,0.701752248,152
387,Bakori,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.757355321,0.693166908,152
388,Batagarawa,Rimi,0.059920907,0.034208814,0.085633,828,0.796201967,0.709487579,152
389,Batsari,Rimi,0.059920907,0.034208814,0.085633,828,0.81889638,0.718216884,152
390,Charanchi,Rimi,0.059920907,0.034208814,0.085633,828,0.823551641,0.719936596,152
391,Dan Musa,Rimi,0.059920907,0.034208814,0.085633,828,0.844269979,0.727305563,152
392,Dandume,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.696742935,0.664045377,152
393,Danja,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.75233525,0.690926875,152
394,Dutsin-Ma,Rimi,0.059920907,0.034208814,0.085633,828,0.787497466,0.705984181,152
395,Faskari,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.761404333,0.694951488,152
396,Funtua,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.721427798,0.676456325,152
397,Asa,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.37578475,0.439941425,152
398,Ingawa,Rimi,0.059920907,0.034208814,0.085633,828,0.812705806,0.71589296,152
399,Kafur,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.793094655,0.708246957,152
400,Kankara,Rimi,0.059920907,0.034208814,0.085633,828,0.819883408,0.718583494,152
401,Kankia,Rimi,0.059920907,0.034208814,0.085633,828,0.818804836,0.718182827,152
402,Katsina,Rimi,0.059920907,0.034208814,0.085633,828,0.80369659,0.712434506,152
403,Kurfi,Rimi,0.059920907,0.034208814,0.085633,828,0.81218807,0.715696675,152
404,Kusada,Rimi,0.059920907,0.034208814,0.085633,828,0.818691543,0.718140667,152
405,Malumfashi,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.818998502,0.718254864,152
406,Mani,Rimi,0.059920907,0.034208814,0.085633,828,0.799020895,0.7106035,152
407,Matazuu,Rimi,0.059920907,0.034208814,0.085633,828,0.838718926,0.725376233,152
408,Birnin Kebbi,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.726064243,0.678702288,152
409,Musawa,Gwarzo,0.335972498,0.205244859,0.466700138,1793,0.844055621,0.727231665,152
410,Rimi,Rimi,0.059920907,0.034208814,0.085633,828,0.808519537,0.71429727,152
411,Sabuwa,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.698992308,0.665208072,152
412,Safana,Babura,0.283283314,0.107488875,0.459077753,800,0.798036309,0.710214766,152
413,Sandamu,Rimi,0.059920907,0.034208814,0.085633,828,0.804702834,0.712825312,152
414,Aleiro,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.701430145,0.666460967,152
415,Argungu,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.72300956,0.677225563,152
416,Augie,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.737904205,0.684316752,152
417,Bunza,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.685809651,0.658302803,152
418,Fakai,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.611983565,0.61556564,152
419,Gwandu,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.74799644,0.688966215,152
420,Jega,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.682958543,0.65678039,152
421,Kalgo,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.70324282,0.667387708,152
422,Iseyin,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.359976311,0.426933435,152
423,Maiyama,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.629516079,0.626335989,152
424,Ngaski,Owan East,0.15109558,0.006229804,0.295961357,1840,0.356891307,0.42439077,152
425,Sakaba,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.651950382,0.639556391,152
426,Shanga,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.535494769,0.564286017,152
427,Suru,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.562649466,0.583259694,152
428,Wasagu/Danko,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.674931499,0.652438751,152
429,Yauri,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.440608166,0.492440867,152
430,Zuru,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.630047299,0.626656348,152
431,Adavi,Owan East,0.15109558,0.006229804,0.295961357,1840,0.515214054,0.54960731,152
432,Ajaokuta,Owan East,0.15109558,0.006229804,0.295961357,1840,0.511076797,0.546562553,152
433,Ankpa,Owan East,0.15109558,0.006229804,0.295961357,1840,0.645946896,0.636080761,152
434,Bassa1,Keana,0.071524932,0.039302292,0.103747573,1810,0.642811494,0.634247461,152
435,Dekina,Owan East,0.15109558,0.006229804,0.295961357,1840,0.614670649,0.617241053,152
436,Edu,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.366897542,0.432633644,152
437,Ibaji,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.656236756,0.642010008,152
438,Idah,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.544761062,0.570850829,152
439,Igalamela-Odolu,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.600400471,0.60824214,152
440,Ijumu,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.471452556,0.516614048,152
441,Kabba/Bunu,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.534736239,0.563744601,152
442,Kogi,Keana,0.071524932,0.039302292,0.103747573,1810,0.602556144,0.609617483,152
443,Lokoja,Keana,0.071524932,0.039302292,0.103747573,1810,0.531361207,0.561328318,152
444,Mopa-Muro,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.510508693,0.546143176,152
445,Ofu,Owan East,0.15109558,0.006229804,0.295961357,1840,0.554278021,0.577496688,152
446,Okehi,Owan East,0.15109558,0.006229804,0.295961357,1840,0.516719379,0.550711005,152
447,Okene,Owan East,0.15109558,0.006229804,0.295961357,1840,0.476780523,0.520718755,152
448,Olamabolo,Owan East,0.15109558,0.006229804,0.295961357,1840,0.612340374,0.615788624,152
449,Omala,Keana,0.071524932,0.039302292,0.103747573,1810,0.708991669,0.670299457,152
450,Yagba East,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.484259584,0.526441915,152
451,Ifelodun1,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.396826608,0.457166767,152
452,Ilorin East,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.336406941,0.40749385,152
453,Ilorin South,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.347346668,0.416519202,152
454,Ilorin West,Owan East,0.15109558,0.006229804,0.295961357,1840,0.353512967,0.421605309,152
455,Irepodun1,Owan East,0.15109558,0.006229804,0.295961357,1840,0.457906807,0.50608041,152
456,Itesiwaju,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.373574082,0.438125069,152
457,Isin,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.431223279,0.484962253,152
458,Kaiama,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.262407647,0.347000571,152
459,Moro,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.304654959,0.381356396,152
460,Offa,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.445070714,0.495978252,152
461,Oke-Ero,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.527521741,0.558565198,152
462,Kajola,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.356314106,0.423914934,152
463,Oyun,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.446690042,0.497258738,152
464,Pategi,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.466012731,0.512400335,152
465,Agege,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.364653945,0.430786593,152
466,Ajeromi-Ifelodun,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.41372183,0.470887349,152
467,Alimosho,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.407452732,0.465809886,152
468,Apapa,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.418469578,0.474720756,152
469,Epe,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.431145251,0.48489986,152
470,Ifako-Ijaye,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.320770442,0.394604122,152
471,Ikeja,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.369129131,0.434470009,152
472,Mushin,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.399538904,0.459376992,152
473,Kokona,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.622777618,0.62224169,152
474,Ojo,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.31887418,0.393042844,152
475,Oshodi-Isolo,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.433505833,0.486785905,152
476,Surulere1,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.405154705,0.463944464,152
477,Akwanga,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.51454217,0.549113975,152
478,Obi2,Keana,0.071524932,0.039302292,0.103747573,1810,0.669497763,0.649453326,152
479,Awe,Keana,0.071524932,0.039302292,0.103747573,1810,0.730008607,0.680591961,152
480,Doma,Keana,0.071524932,0.039302292,0.103747573,1810,0.641664152,0.633573499,152
481,Karu,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.610442554,0.614600798,152
482,Keana,Keana,0.071524932,0.039302292,0.103747573,1810,0.61532547,0.617647988,152
483,Keffi,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.56006171,0.581486647,152
484,Lafia,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.644822838,0.63542494,152
485,Nasarawa2,Keana,0.071524932,0.039302292,0.103747573,1810,0.60045589,0.608277568,152
486,Nasarawa-Eggon,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.552440096,0.576220978,152
487,Chanchaga,Keana,0.071524932,0.039302292,0.103747573,1810,0.513066918,0.548029221,152
488,Toto,Keana,0.071524932,0.039302292,0.103747573,1810,0.627689132,0.625231533,152
489,Wamba,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.505997302,0.542801948,152
490,Agaie,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.617855692,0.619215401,152
491,Agwara,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.298212424,0.376076806,152
492,Bida,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.600788236,0.608489955,152
493,Bosso,Keana,0.071524932,0.039302292,0.103747573,1810,0.5001752,0.538461811,152
494,Edati,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.539319041,0.567006442,152
495,Gbako,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.457521966,0.50577918,152
496,Gurara,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.657345811,0.642641065,152
497,Katcha,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.590574912,0.601902168,152
498,Kontagora,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.551539433,0.575594463,152
499,Lapai,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.578836733,0.594176927,152
500,Lavun,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.427304593,0.481824622,152
501,Magama,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.402257587,0.46158969,152
502,Mariga,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.591444533,0.602467976,152
503,Mashegu,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.403559169,0.462648025,152
504,Pailoro,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.645505512,0.63582343,152
505,Lagelu,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.405156857,0.463946212,152
506,Mokwa,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.393914016,0.454790434,152
507,Muya,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.687323169,0.659106791,152
508,Abeokuta South,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.321118375,0.394890649,152
509,Ijebu North,Owan East,0.15109558,0.006229804,0.295961357,1840,0.42139529,0.477077605,152
510,Rafi,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.540601628,0.567915349,152
511,Rijau,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.544529135,0.570687639,152
512,Ado-Odo/Ota,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.301524648,0.378789748,152
513,Ijebu North East,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.459402902,0.50725046,152
514,Shiroro,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.611439475,0.615225313,152
515,Suleja,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.600766969,0.608476368,152
516,Tafa,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.607774521,0.612923422,152
517,Wushishi,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.533649264,0.5629677,152
518,Abeokuta North,Owan East,0.15109558,0.006229804,0.295961357,1840,0.33878981,0.409459622,152
519,Egbado South,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.34368932,0.413501862,152
520,Ewekoro,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.396542354,0.456934978,152
521,Ifo,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.349060052,0.417932629,152
522,Ijebu East,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.517715443,0.551440091,152
523,Ijebu ode,Owan East,0.15109558,0.006229804,0.295961357,1840,0.449731621,0.49965925,152
524,Ikenne,Owan East,0.15109558,0.006229804,0.295961357,1840,0.328195751,0.400722249,152
525,Obafemi-Owode,Owan East,0.15109558,0.006229804,0.295961357,1840,0.335032235,0.40635987,152
526,Odeda,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.329037384,0.401416096,152
527,Odogbolu,Owan East,0.15109558,0.006229804,0.295961357,1840,0.372689434,0.437397931,152
528,Ogun waterside,Owan East,0.15109558,0.006229804,0.295961357,1840,0.471324029,0.516514753,152
529,Remo North,Owan East,0.15109558,0.006229804,0.295961357,1840,0.345553011,0.415039455,152
530,Shagamu,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.374687546,0.439040056,152
531,Akoko North East,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.569928176,0.58820604,152
532,Akoko North West,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.515195022,0.549593342,152
533,Akoko South East,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.550780028,0.575065515,152
534,Akoko South West,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.537349088,0.56560703,152
535,Akure North,Owan East,0.15109558,0.006229804,0.295961357,1840,0.52979864,0.560205628,152
536,Ifedayo,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.549828989,0.574402195,152
537,Akure South,Owan East,0.15109558,0.006229804,0.295961357,1840,0.49621802,0.535494169,152
538,Ese-Odo,Owan East,0.15109558,0.006229804,0.295961357,1840,0.263665943,0.34801293,152
539,Idanre,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.493445319,0.533406434,152
540,Ifedore,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.554215878,0.577453615,152
541,Ile-Oluji-Okeigbo,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.520259113,0.553297528,152
542,Irele,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.542400038,0.569186838,152
543,Odigbo,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.527478093,0.558533699,152
544,Ifelodun2,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.490711634,0.531341422,152
545,Okitipupa,Owan East,0.15109558,0.006229804,0.295961357,1840,0.480733672,0.523749546,152
546,Ondo East,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.516941172,0.550873434,152
547,Ondo West,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.502072885,0.5398799,152
548,Ose,Owan East,0.15109558,0.006229804,0.295961357,1840,0.579935803,0.59490716,152
549,Owo,Owan East,0.15109558,0.006229804,0.295961357,1840,0.514144736,0.548821949,152
550,Aiyedade,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.485984521,0.527755268,152
551,Aiyedire,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.486615134,0.528234782,152
552,Atakumosa East,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.526183413,0.557598503,152
553,Orolu,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.565658331,0.585311737,152
554,Atakumosa West,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.521241645,0.554013272,152
555,Boluwaduro,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.544453681,0.570634535,152
556,Boripe,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.49323895,0.533250773,152
557,Ede North,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.557336554,0.579611315,152
558,Ede South,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.519889593,0.553028096,152
