"year","State","scenario","indicator","count","trend","age"
2018,"Zamfara","NGA projection scenario 0","U5_incidence_percent_change",-17.58,"Incidence per 1000","U5"
2018,"Zamfara","NGA projection scenario 0","death_percent_change",-24.45,"Deaths per 1000","all_ages"
2018,"Zamfara","NGA projection scenario 0","U5_death_percent_change",-28.79,"Deaths per 1000","U5"
2019,"Zamfara","NGA projection scenario 0","PfPR_percent_change",12.69,"Prevalence","all_ages"
2019,"Zamfara","NGA projection scenario 0","U5_PfPR_percent_change",-4.39,"Prevalence","U5"
2019,"Zamfara","NGA projection scenario 0","incidence_percent_change",17.26,"Incidence per 1000","all_ages"
2019,"Zamfara","NGA projection scenario 0","U5_incidence_percent_change",-0.8,"Incidence per 1000","U5"
2019,"Zamfara","NGA projection scenario 0","death_percent_change",-16.06,"Deaths per 1000","all_ages"
2019,"Zamfara","NGA projection scenario 0","U5_death_percent_change",-17.57,"Deaths per 1000","U5"
2020,"Abia","NGA projection scenario 1","PfPR_percent_change",-15.58,"Prevalence","all_ages"
2020,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-20.18,"Prevalence","U5"
2020,"Abia","NGA projection scenario 1","incidence_percent_change",8.34,"Incidence per 1000","all_ages"
2020,"Abia","NGA projection scenario 1","U5_incidence_percent_change",2.41,"Incidence per 1000","U5"
2020,"Abia","NGA projection scenario 1","death_percent_change",-4.42,"Deaths per 1000","all_ages"
2020,"Abia","NGA projection scenario 1","U5_death_percent_change",-11.45,"Deaths per 1000","U5"
2021,"Abia","NGA projection scenario 1","PfPR_percent_change",-15.89,"Prevalence","all_ages"
2021,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-22.32,"Prevalence","U5"
2021,"Abia","NGA projection scenario 1","incidence_percent_change",10.91,"Incidence per 1000","all_ages"
2021,"Abia","NGA projection scenario 1","U5_incidence_percent_change",2.78,"Incidence per 1000","U5"
2021,"Abia","NGA projection scenario 1","death_percent_change",-7.33,"Deaths per 1000","all_ages"
2021,"Abia","NGA projection scenario 1","U5_death_percent_change",-16.61,"Deaths per 1000","U5"
2022,"Abia","NGA projection scenario 1","PfPR_percent_change",-11.08,"Prevalence","all_ages"
2022,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-16.27,"Prevalence","U5"
2022,"Abia","NGA projection scenario 1","incidence_percent_change",16.93,"Incidence per 1000","all_ages"
2022,"Abia","NGA projection scenario 1","U5_incidence_percent_change",8.43,"Incidence per 1000","U5"
2022,"Abia","NGA projection scenario 1","death_percent_change",-3.42,"Deaths per 1000","all_ages"
2022,"Abia","NGA projection scenario 1","U5_death_percent_change",-14.67,"Deaths per 1000","U5"
2023,"Abia","NGA projection scenario 1","PfPR_percent_change",-11.09,"Prevalence","all_ages"
2023,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-18.37,"Prevalence","U5"
2023,"Abia","NGA projection scenario 1","incidence_percent_change",16.1,"Incidence per 1000","all_ages"
2023,"Abia","NGA projection scenario 1","U5_incidence_percent_change",5.23,"Incidence per 1000","U5"
2023,"Abia","NGA projection scenario 1","death_percent_change",10.14,"Deaths per 1000","all_ages"
2023,"Abia","NGA projection scenario 1","U5_death_percent_change",7.71,"Deaths per 1000","U5"
2024,"Abia","NGA projection scenario 1","PfPR_percent_change",-9.68,"Prevalence","all_ages"
2024,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-16.45,"Prevalence","U5"
2024,"Abia","NGA projection scenario 1","incidence_percent_change",20.44,"Incidence per 1000","all_ages"
2024,"Abia","NGA projection scenario 1","U5_incidence_percent_change",9.92,"Incidence per 1000","U5"
2024,"Abia","NGA projection scenario 1","death_percent_change",13.13,"Deaths per 1000","all_ages"
2024,"Abia","NGA projection scenario 1","U5_death_percent_change",3.79,"Deaths per 1000","U5"
2025,"Abia","NGA projection scenario 1","PfPR_percent_change",-6.46,"Prevalence","all_ages"
2025,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-12.45,"Prevalence","U5"
2025,"Abia","NGA projection scenario 1","incidence_percent_change",24.33,"Incidence per 1000","all_ages"
2025,"Abia","NGA projection scenario 1","U5_incidence_percent_change",13.79,"Incidence per 1000","U5"
2025,"Abia","NGA projection scenario 1","death_percent_change",-0.52,"Deaths per 1000","all_ages"
2025,"Abia","NGA projection scenario 1","U5_death_percent_change",-11.71,"Deaths per 1000","U5"
2026,"Abia","NGA projection scenario 1","PfPR_percent_change",-7.91,"Prevalence","all_ages"
2026,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-14.91,"Prevalence","U5"
2026,"Abia","NGA projection scenario 1","incidence_percent_change",21.15,"Incidence per 1000","all_ages"
2026,"Abia","NGA projection scenario 1","U5_incidence_percent_change",9.85,"Incidence per 1000","U5"
2026,"Abia","NGA projection scenario 1","death_percent_change",15.76,"Deaths per 1000","all_ages"
2026,"Abia","NGA projection scenario 1","U5_death_percent_change",4.65,"Deaths per 1000","U5"
2027,"Abia","NGA projection scenario 1","PfPR_percent_change",-7.71,"Prevalence","all_ages"
2027,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-14.93,"Prevalence","U5"
2027,"Abia","NGA projection scenario 1","incidence_percent_change",23.9,"Incidence per 1000","all_ages"
2027,"Abia","NGA projection scenario 1","U5_incidence_percent_change",11.37,"Incidence per 1000","U5"
2027,"Abia","NGA projection scenario 1","death_percent_change",-6.41,"Deaths per 1000","all_ages"
2027,"Abia","NGA projection scenario 1","U5_death_percent_change",-12.96,"Deaths per 1000","U5"
2028,"Abia","NGA projection scenario 1","PfPR_percent_change",-4.08,"Prevalence","all_ages"
2028,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-10.39,"Prevalence","U5"
2028,"Abia","NGA projection scenario 1","incidence_percent_change",27.41,"Incidence per 1000","all_ages"
2028,"Abia","NGA projection scenario 1","U5_incidence_percent_change",16.72,"Incidence per 1000","U5"
2028,"Abia","NGA projection scenario 1","death_percent_change",13.19,"Deaths per 1000","all_ages"
2028,"Abia","NGA projection scenario 1","U5_death_percent_change",6.41,"Deaths per 1000","U5"
2029,"Abia","NGA projection scenario 1","PfPR_percent_change",-6.11,"Prevalence","all_ages"
2029,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-12.84,"Prevalence","U5"
2029,"Abia","NGA projection scenario 1","incidence_percent_change",23.02,"Incidence per 1000","all_ages"
2029,"Abia","NGA projection scenario 1","U5_incidence_percent_change",12.24,"Incidence per 1000","U5"
2029,"Abia","NGA projection scenario 1","death_percent_change",-4.36,"Deaths per 1000","all_ages"
2029,"Abia","NGA projection scenario 1","U5_death_percent_change",-11.48,"Deaths per 1000","U5"
2030,"Abia","NGA projection scenario 1","PfPR_percent_change",-6.51,"Prevalence","all_ages"
2030,"Abia","NGA projection scenario 1","U5_PfPR_percent_change",-14.29,"Prevalence","U5"
2030,"Abia","NGA projection scenario 1","incidence_percent_change",25.05,"Incidence per 1000","all_ages"
2030,"Abia","NGA projection scenario 1","U5_incidence_percent_change",13.4,"Incidence per 1000","U5"
2030,"Abia","NGA projection scenario 1","death_percent_change",9.35,"Deaths per 1000","all_ages"
2030,"Abia","NGA projection scenario 1","U5_death_percent_change",-1.24,"Deaths per 1000","U5"
2020,"Adamawa","NGA projection scenario 1","PfPR_percent_change",-8,"Prevalence","all_ages"
2020,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",-4.82,"Prevalence","U5"
2020,"Adamawa","NGA projection scenario 1","incidence_percent_change",7.48,"Incidence per 1000","all_ages"
2020,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",11.86,"Incidence per 1000","U5"
2020,"Adamawa","NGA projection scenario 1","death_percent_change",10.32,"Deaths per 1000","all_ages"
2020,"Adamawa","NGA projection scenario 1","U5_death_percent_change",7.98,"Deaths per 1000","U5"
2021,"Adamawa","NGA projection scenario 1","PfPR_percent_change",-10.27,"Prevalence","all_ages"
2021,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",-8.04,"Prevalence","U5"
2021,"Adamawa","NGA projection scenario 1","incidence_percent_change",9.45,"Incidence per 1000","all_ages"
2021,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",12.95,"Incidence per 1000","U5"
2021,"Adamawa","NGA projection scenario 1","death_percent_change",15.65,"Deaths per 1000","all_ages"
2021,"Adamawa","NGA projection scenario 1","U5_death_percent_change",12.45,"Deaths per 1000","U5"
2022,"Adamawa","NGA projection scenario 1","PfPR_percent_change",-2.55,"Prevalence","all_ages"
2022,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",1.93,"Prevalence","U5"
2022,"Adamawa","NGA projection scenario 1","incidence_percent_change",18.81,"Incidence per 1000","all_ages"
2022,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",22.97,"Incidence per 1000","U5"
2022,"Adamawa","NGA projection scenario 1","death_percent_change",24.86,"Deaths per 1000","all_ages"
2022,"Adamawa","NGA projection scenario 1","U5_death_percent_change",26.99,"Deaths per 1000","U5"
2023,"Adamawa","NGA projection scenario 1","PfPR_percent_change",-5.93,"Prevalence","all_ages"
2023,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",-2.03,"Prevalence","U5"
2023,"Adamawa","NGA projection scenario 1","incidence_percent_change",12.28,"Incidence per 1000","all_ages"
2023,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",14.38,"Incidence per 1000","U5"
2023,"Adamawa","NGA projection scenario 1","death_percent_change",11.06,"Deaths per 1000","all_ages"
2023,"Adamawa","NGA projection scenario 1","U5_death_percent_change",7.36,"Deaths per 1000","U5"
2024,"Adamawa","NGA projection scenario 1","PfPR_percent_change",-6.43,"Prevalence","all_ages"
2024,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",-4.58,"Prevalence","U5"
2024,"Adamawa","NGA projection scenario 1","incidence_percent_change",17.19,"Incidence per 1000","all_ages"
2024,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",18.39,"Incidence per 1000","U5"
2024,"Adamawa","NGA projection scenario 1","death_percent_change",13.92,"Deaths per 1000","all_ages"
2024,"Adamawa","NGA projection scenario 1","U5_death_percent_change",9.78,"Deaths per 1000","U5"
2025,"Adamawa","NGA projection scenario 1","PfPR_percent_change",1.61,"Prevalence","all_ages"
2025,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",7.03,"Prevalence","U5"
2025,"Adamawa","NGA projection scenario 1","incidence_percent_change",26.81,"Incidence per 1000","all_ages"
2025,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",29.62,"Incidence per 1000","U5"
2025,"Adamawa","NGA projection scenario 1","death_percent_change",36.68,"Deaths per 1000","all_ages"
2025,"Adamawa","NGA projection scenario 1","U5_death_percent_change",30.44,"Deaths per 1000","U5"
2026,"Adamawa","NGA projection scenario 1","PfPR_percent_change",-3.27,"Prevalence","all_ages"
2026,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",-0.55,"Prevalence","U5"
2026,"Adamawa","NGA projection scenario 1","incidence_percent_change",17.1,"Incidence per 1000","all_ages"
2026,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",16.56,"Incidence per 1000","U5"
2026,"Adamawa","NGA projection scenario 1","death_percent_change",17.14,"Deaths per 1000","all_ages"
2026,"Adamawa","NGA projection scenario 1","U5_death_percent_change",14.27,"Deaths per 1000","U5"
2027,"Adamawa","NGA projection scenario 1","PfPR_percent_change",-4.91,"Prevalence","all_ages"
2027,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",-4.27,"Prevalence","U5"
2027,"Adamawa","NGA projection scenario 1","incidence_percent_change",20.61,"Incidence per 1000","all_ages"
2027,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",19.78,"Incidence per 1000","U5"
2027,"Adamawa","NGA projection scenario 1","death_percent_change",18.14,"Deaths per 1000","all_ages"
2027,"Adamawa","NGA projection scenario 1","U5_death_percent_change",12.43,"Deaths per 1000","U5"
2028,"Adamawa","NGA projection scenario 1","PfPR_percent_change",3.8,"Prevalence","all_ages"
2028,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",8.16,"Prevalence","U5"
2028,"Adamawa","NGA projection scenario 1","incidence_percent_change",31.24,"Incidence per 1000","all_ages"
2028,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",32.19,"Incidence per 1000","U5"
2028,"Adamawa","NGA projection scenario 1","death_percent_change",42.63,"Deaths per 1000","all_ages"
2028,"Adamawa","NGA projection scenario 1","U5_death_percent_change",44.84,"Deaths per 1000","U5"
2029,"Adamawa","NGA projection scenario 1","PfPR_percent_change",-1.39,"Prevalence","all_ages"
2029,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",1.2,"Prevalence","U5"
2029,"Adamawa","NGA projection scenario 1","incidence_percent_change",20.69,"Incidence per 1000","all_ages"
2029,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",18.86,"Incidence per 1000","U5"
2029,"Adamawa","NGA projection scenario 1","death_percent_change",19.92,"Deaths per 1000","all_ages"
2029,"Adamawa","NGA projection scenario 1","U5_death_percent_change",16.82,"Deaths per 1000","U5"
2030,"Adamawa","NGA projection scenario 1","PfPR_percent_change",-1.64,"Prevalence","all_ages"
2030,"Adamawa","NGA projection scenario 1","U5_PfPR_percent_change",-0.76,"Prevalence","U5"
2030,"Adamawa","NGA projection scenario 1","incidence_percent_change",25.68,"Incidence per 1000","all_ages"
2030,"Adamawa","NGA projection scenario 1","U5_incidence_percent_change",23.33,"Incidence per 1000","U5"
2030,"Adamawa","NGA projection scenario 1","death_percent_change",24.93,"Deaths per 1000","all_ages"
2030,"Adamawa","NGA projection scenario 1","U5_death_percent_change",24.45,"Deaths per 1000","U5"
2020,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-13.59,"Prevalence","all_ages"
2020,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-21.17,"Prevalence","U5"
2020,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",16.28,"Incidence per 1000","all_ages"
2020,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",5.28,"Incidence per 1000","U5"
2020,"Akwa Ibom","NGA projection scenario 1","death_percent_change",7.7,"Deaths per 1000","all_ages"
2020,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",-1.36,"Deaths per 1000","U5"
2021,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-15.33,"Prevalence","all_ages"
2021,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-23.12,"Prevalence","U5"
2021,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",13.46,"Incidence per 1000","all_ages"
2021,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",1.67,"Incidence per 1000","U5"
2021,"Akwa Ibom","NGA projection scenario 1","death_percent_change",1.98,"Deaths per 1000","all_ages"
2021,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",-0.57,"Deaths per 1000","U5"
2022,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-15.23,"Prevalence","all_ages"
2022,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-23.72,"Prevalence","U5"
2022,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",16,"Incidence per 1000","all_ages"
2022,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",2.95,"Incidence per 1000","U5"
2022,"Akwa Ibom","NGA projection scenario 1","death_percent_change",5.03,"Deaths per 1000","all_ages"
2022,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",-0.31,"Deaths per 1000","U5"
2023,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-9.81,"Prevalence","all_ages"
2023,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-18.02,"Prevalence","U5"
2023,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",24.03,"Incidence per 1000","all_ages"
2023,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",10.92,"Incidence per 1000","U5"
2023,"Akwa Ibom","NGA projection scenario 1","death_percent_change",6.9,"Deaths per 1000","all_ages"
2023,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",-2.58,"Deaths per 1000","U5"
2024,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-10.84,"Prevalence","all_ages"
2024,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-19.85,"Prevalence","U5"
2024,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",20.9,"Incidence per 1000","all_ages"
2024,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",6.99,"Incidence per 1000","U5"
2024,"Akwa Ibom","NGA projection scenario 1","death_percent_change",-1.45,"Deaths per 1000","all_ages"
2024,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",-5.39,"Deaths per 1000","U5"
2025,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-11.23,"Prevalence","all_ages"
2025,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-20.78,"Prevalence","U5"
2025,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",22.7,"Incidence per 1000","all_ages"
2025,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",7.43,"Incidence per 1000","U5"
2025,"Akwa Ibom","NGA projection scenario 1","death_percent_change",5.39,"Deaths per 1000","all_ages"
2025,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",6.77,"Deaths per 1000","U5"
2026,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-6.87,"Prevalence","all_ages"
2026,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-15.6,"Prevalence","U5"
2026,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",28.59,"Incidence per 1000","all_ages"
2026,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",12.61,"Incidence per 1000","U5"
2026,"Akwa Ibom","NGA projection scenario 1","death_percent_change",10.25,"Deaths per 1000","all_ages"
2026,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",8.32,"Deaths per 1000","U5"
2027,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-8.07,"Prevalence","all_ages"
2027,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-18.11,"Prevalence","U5"
2027,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",25.22,"Incidence per 1000","all_ages"
2027,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",9.2,"Incidence per 1000","U5"
2027,"Akwa Ibom","NGA projection scenario 1","death_percent_change",3.3,"Deaths per 1000","all_ages"
2027,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",4.13,"Deaths per 1000","U5"
2028,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-9.76,"Prevalence","all_ages"
2028,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-21.25,"Prevalence","U5"
2028,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",25.49,"Incidence per 1000","all_ages"
2028,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",7.96,"Incidence per 1000","U5"
2028,"Akwa Ibom","NGA projection scenario 1","death_percent_change",10.52,"Deaths per 1000","all_ages"
2028,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",7.58,"Deaths per 1000","U5"
2029,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-4.75,"Prevalence","all_ages"
2029,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-14.5,"Prevalence","U5"
2029,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",31.48,"Incidence per 1000","all_ages"
2029,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",14.9,"Incidence per 1000","U5"
2029,"Akwa Ibom","NGA projection scenario 1","death_percent_change",12.95,"Deaths per 1000","all_ages"
2029,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",3.59,"Deaths per 1000","U5"
2030,"Akwa Ibom","NGA projection scenario 1","PfPR_percent_change",-6.84,"Prevalence","all_ages"
2030,"Akwa Ibom","NGA projection scenario 1","U5_PfPR_percent_change",-16.66,"Prevalence","U5"
2030,"Akwa Ibom","NGA projection scenario 1","incidence_percent_change",26.93,"Incidence per 1000","all_ages"
2030,"Akwa Ibom","NGA projection scenario 1","U5_incidence_percent_change",10.87,"Incidence per 1000","U5"
2030,"Akwa Ibom","NGA projection scenario 1","death_percent_change",4.66,"Deaths per 1000","all_ages"
2030,"Akwa Ibom","NGA projection scenario 1","U5_death_percent_change",8.98,"Deaths per 1000","U5"
2020,"Anambra","NGA projection scenario 1","PfPR_percent_change",-32.7,"Prevalence","all_ages"
2020,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-39.78,"Prevalence","U5"
2020,"Anambra","NGA projection scenario 1","incidence_percent_change",-7.25,"Incidence per 1000","all_ages"
2020,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",-17.17,"Incidence per 1000","U5"
2020,"Anambra","NGA projection scenario 1","death_percent_change",-20.46,"Deaths per 1000","all_ages"
2020,"Anambra","NGA projection scenario 1","U5_death_percent_change",-18.2,"Deaths per 1000","U5"
2021,"Anambra","NGA projection scenario 1","PfPR_percent_change",-40.38,"Prevalence","all_ages"
2021,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-45.82,"Prevalence","U5"
2021,"Anambra","NGA projection scenario 1","incidence_percent_change",-16.85,"Incidence per 1000","all_ages"
2021,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",-25.49,"Incidence per 1000","U5"
2021,"Anambra","NGA projection scenario 1","death_percent_change",-23.68,"Deaths per 1000","all_ages"
2021,"Anambra","NGA projection scenario 1","U5_death_percent_change",-26.1,"Deaths per 1000","U5"
2022,"Anambra","NGA projection scenario 1","PfPR_percent_change",-36.16,"Prevalence","all_ages"
2022,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-41.74,"Prevalence","U5"
2022,"Anambra","NGA projection scenario 1","incidence_percent_change",-9.71,"Incidence per 1000","all_ages"
2022,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",-20.21,"Incidence per 1000","U5"
2022,"Anambra","NGA projection scenario 1","death_percent_change",-25.01,"Deaths per 1000","all_ages"
2022,"Anambra","NGA projection scenario 1","U5_death_percent_change",-26.08,"Deaths per 1000","U5"
2023,"Anambra","NGA projection scenario 1","PfPR_percent_change",-32.99,"Prevalence","all_ages"
2023,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-39.34,"Prevalence","U5"
2023,"Anambra","NGA projection scenario 1","incidence_percent_change",-5.28,"Incidence per 1000","all_ages"
2023,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",-18.76,"Incidence per 1000","U5"
2023,"Anambra","NGA projection scenario 1","death_percent_change",-15.93,"Deaths per 1000","all_ages"
2023,"Anambra","NGA projection scenario 1","U5_death_percent_change",-21.29,"Deaths per 1000","U5"
2024,"Anambra","NGA projection scenario 1","PfPR_percent_change",-32.47,"Prevalence","all_ages"
2024,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-40.03,"Prevalence","U5"
2024,"Anambra","NGA projection scenario 1","incidence_percent_change",-2.5,"Incidence per 1000","all_ages"
2024,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",-18.87,"Incidence per 1000","U5"
2024,"Anambra","NGA projection scenario 1","death_percent_change",-21.78,"Deaths per 1000","all_ages"
2024,"Anambra","NGA projection scenario 1","U5_death_percent_change",-36.29,"Deaths per 1000","U5"
2025,"Anambra","NGA projection scenario 1","PfPR_percent_change",-26.32,"Prevalence","all_ages"
2025,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-34.68,"Prevalence","U5"
2025,"Anambra","NGA projection scenario 1","incidence_percent_change",8.14,"Incidence per 1000","all_ages"
2025,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",-10.73,"Incidence per 1000","U5"
2025,"Anambra","NGA projection scenario 1","death_percent_change",-10.31,"Deaths per 1000","all_ages"
2025,"Anambra","NGA projection scenario 1","U5_death_percent_change",-15.02,"Deaths per 1000","U5"
2026,"Anambra","NGA projection scenario 1","PfPR_percent_change",-23.77,"Prevalence","all_ages"
2026,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-33.74,"Prevalence","U5"
2026,"Anambra","NGA projection scenario 1","incidence_percent_change",12.51,"Incidence per 1000","all_ages"
2026,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",-8.55,"Incidence per 1000","U5"
2026,"Anambra","NGA projection scenario 1","death_percent_change",-3.76,"Deaths per 1000","all_ages"
2026,"Anambra","NGA projection scenario 1","U5_death_percent_change",-18.23,"Deaths per 1000","U5"
2027,"Anambra","NGA projection scenario 1","PfPR_percent_change",-22.81,"Prevalence","all_ages"
2027,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-34.48,"Prevalence","U5"
2027,"Anambra","NGA projection scenario 1","incidence_percent_change",16.88,"Incidence per 1000","all_ages"
2027,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",-7.47,"Incidence per 1000","U5"
2027,"Anambra","NGA projection scenario 1","death_percent_change",6.74,"Deaths per 1000","all_ages"
2027,"Anambra","NGA projection scenario 1","U5_death_percent_change",-0.15,"Deaths per 1000","U5"
2028,"Anambra","NGA projection scenario 1","PfPR_percent_change",-16.79,"Prevalence","all_ages"
2028,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-28.89,"Prevalence","U5"
2028,"Anambra","NGA projection scenario 1","incidence_percent_change",27.58,"Incidence per 1000","all_ages"
2028,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",0.63,"Incidence per 1000","U5"
2028,"Anambra","NGA projection scenario 1","death_percent_change",13.41,"Deaths per 1000","all_ages"
2028,"Anambra","NGA projection scenario 1","U5_death_percent_change",5.05,"Deaths per 1000","U5"
2029,"Anambra","NGA projection scenario 1","PfPR_percent_change",-16.49,"Prevalence","all_ages"
2029,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-28.58,"Prevalence","U5"
2029,"Anambra","NGA projection scenario 1","incidence_percent_change",27.46,"Incidence per 1000","all_ages"
2029,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",0.91,"Incidence per 1000","U5"
2029,"Anambra","NGA projection scenario 1","death_percent_change",0.7,"Deaths per 1000","all_ages"
2029,"Anambra","NGA projection scenario 1","U5_death_percent_change",-20.08,"Deaths per 1000","U5"
2030,"Anambra","NGA projection scenario 1","PfPR_percent_change",-17.76,"Prevalence","all_ages"
2030,"Anambra","NGA projection scenario 1","U5_PfPR_percent_change",-31.66,"Prevalence","U5"
2030,"Anambra","NGA projection scenario 1","incidence_percent_change",27.07,"Incidence per 1000","all_ages"
2030,"Anambra","NGA projection scenario 1","U5_incidence_percent_change",-2.83,"Incidence per 1000","U5"
2030,"Anambra","NGA projection scenario 1","death_percent_change",-2.93,"Deaths per 1000","all_ages"
2030,"Anambra","NGA projection scenario 1","U5_death_percent_change",-13.41,"Deaths per 1000","U5"
2020,"Bauchi","NGA projection scenario 1","PfPR_percent_change",16.42,"Prevalence","all_ages"
2020,"Bauchi","NGA projection scenario 1","U5_PfPR_percent_change",28.6,"Prevalence","U5"
2020,"Bauchi","NGA projection scenario 1","incidence_percent_change",38.4,"Incidence per 1000","all_ages"
2020,"Bauchi","NGA projection scenario 1","U5_incidence_percent_change",45.89,"Incidence per 1000","U5"
2020,"Bauchi","NGA projection scenario 1","death_percent_change",72.18,"Deaths per 1000","all_ages"
2020,"Bauchi","NGA projection scenario 1","U5_death_percent_change",78.01,"Deaths per 1000","U5"
2021,"Bauchi","NGA projection scenario 1","PfPR_percent_change",10.7,"Prevalence","all_ages"
2021,"Bauchi","NGA projection scenario 1","U5_PfPR_percent_change",20.04,"Prevalence","U5"
