LGA,Archetype,Habitat_Multiplier
Ona-Ara,Akinyele,4.710790033772254
Orelope,Oke-Ero,4.421645065843908
Ori Ire,Oke-Ero,4.421645065843908
Oyo East,Akinyele,4.710790033772254
Oyo West,Akinyele,4.710790033772254
Saki East,Oke-Ero,4.421645065843908
Saki West,Akinyele,4.710790033772254
Surulere2,Oke-Ero,4.421645065843908
Barikin Ladi,Soba,0.2151630505258526
Bassa2,Soba,0.2151630505258526
Bokkos,Giwa,15.850514481670404
Jos East,Soba,0.2151630505258526
Jos North,Soba,0.2151630505258526
Jos South,Soba,0.2151630505258526
Kanam,Alkaleri,2.380589913740794
Kanke,Alkaleri,2.380589913740794
Langtang North,Alkaleri,2.380589913740794
Langtang South,Keana,0.3755227709651473
Mangu,Darazo,5.872149408029068
Mikang,Alkaleri,2.380589913740794
Pankshin,Alkaleri,2.380589913740794
Qua'an Pan,Keana,0.3755227709651473
Riyom,Soba,0.2151630505258526
Shendam,Keana,0.3755227709651473
Wase,Alkaleri,2.380589913740794
Abua-Odual,Ahoada West,1.0934952329718437
Ahoada East,Ahoada West,1.0934952329718437
Ahoada West,Ahoada West,1.0934952329718437
Akuku Toru,Ahoada West,1.0934952329718437
Andoni,Nsit Ubium,1.5863132275812326
Asari-Toru,Ahoada West,1.0934952329718437
Bonny,Nsit Ubium,1.5863132275812326
Degema,Ahoada West,1.0934952329718437
Eleme,Ahoada West,1.0934952329718437
Emohua,Ahoada West,1.0934952329718437
Etche,Ngor-Okpala,12.222708660637345
Gokana,Nsit Ubium,1.5863132275812326
Ikwerre,Oru West,1.503630647308597
Khana,Nsit Ubium,1.5863132275812326
Obia-Akpor,Ahoada West,1.0934952329718437
Ogba-Egbema-Ndoni,Ahoada West,1.0934952329718437
Ogu-Bolo,Nsit Ubium,1.5863132275812326
Okrika,Nsit Ubium,1.5863132275812326
Omumma,Ngor-Okpala,12.222708660637345
Opobo-Nkoro,Nsit Ubium,1.5863132275812326
Oyigbo,Nsit Ubium,1.5863132275812326
Port-Harcourt,Ahoada West,1.0934952329718437
Tai,Nsit Ubium,1.5863132275812326
Binji,Gawabawa,9.966957992942602
Bodinga,Gawabawa,9.966957992942602
Dange-Shnsi,Gawabawa,9.966957992942602
Gada,Gawabawa,9.966957992942602
Gawabawa,Gawabawa,9.966957992942602
Goronyo,Gawabawa,9.966957992942602
Gudu,Gawabawa,9.966957992942602
Illela,Gawabawa,9.966957992942602
Isa,Rimi,10.375247382700804
Kebbe,Birnin Kebbi,22.20773974487427
Kware,Gawabawa,9.966957992942602
Rabah,Gawabawa,9.966957992942602
Sabon Birni,Gawabawa,9.966957992942602
Shagari,Birnin Kebbi,22.20773974487427
Silame,Gawabawa,9.966957992942602
Sokoto North,Gawabawa,9.966957992942602
Sokoto South,Birnin Kebbi,22.20773974487427
Tambuwal,Birnin Kebbi,22.20773974487427
Tangaza,Gawabawa,9.966957992942602
Tureta,Birnin Kebbi,22.20773974487427
Wamako,Gawabawa,9.966957992942602
Wurno,Gawabawa,9.966957992942602
Yabo,Gawabawa,9.966957992942602
Ardo-Kola,Keana,0.3755227709651473
Bali,Keana,0.3755227709651473
Donga,Keana,0.3755227709651473
Gashaka,Oru West,1.503630647308597
Gassol,Keana,0.3755227709651473
Ibi,Keana,0.3755227709651473
Jalingo,Keana,0.3755227709651473
Karin-Lamido,Alkaleri,2.380589913740794
Kurmi,Oru West,1.503630647308597
Lau,Alkaleri,2.380589913740794
Sardauna,Oru West,1.503630647308597
Takum,Keana,0.3755227709651473
Ussa,Oru West,1.503630647308597
Wukari,Keana,0.3755227709651473
Yorro,Alkaleri,2.380589913740794
Zing,Alkaleri,2.380589913740794
Bade,Taura,0.31238536111853804
Bursari,Taura,0.31238536111853804
Damaturu,Darazo,5.872149408029068
Fika,Darazo,5.872149408029068
Fune,Darazo,5.872149408029068
Geidam,Babura,1.6307984750649283
Gujba,Darazo,5.872149408029068
Gulani,Alkaleri,2.380589913740794
Jakusko,Taura,0.31238536111853804
Karasuwa,Taura,0.31238536111853804
Machina,Taura,0.31238536111853804
Nangere,Darazo,5.872149408029068
Nguru,Taura,0.31238536111853804
Potiskum,Darazo,5.872149408029068
Tarmua,Rimi,10.375247382700804
Yunusari,Babura,1.6307984750649283
Yusufari,Taura,0.31238536111853804
Anka,Darazo,5.872149408029068
Bakura,Darazo,5.872149408029068
Birnin Magaji,Rimi,10.375247382700804
Bukkuyum,Alkaleri,2.380589913740794
Bungudu,Takali,10.838873439641814
Gummi,Birnin Kebbi,22.20773974487427
Gusau,Darazo,5.872149408029068
Kaura-Namoda,Rimi,10.375247382700804
Maradun,Darazo,5.872149408029068
Maru,Giwa,15.850514481670404
Shinkafi,Rimi,10.375247382700804
Talata Mafara,Darazo,5.872149408029068
Tsafe,Takali,10.838873439641814
Zurmi,Rimi,10.375247382700804
