LGA,Archetype,Habitat_Multiplier
Ibarapa North,Oke-Ero,3.5250744032478036
Ido,Akinyele,3.7555898584922986
Irepo,Oke-Ero,3.5250744032478036
Iseyin,Akinyele,3.7555898584922986
Itesiwaju,Akinyele,3.7555898584922986
Iwajowa,Oke-Ero,3.5250744032478036
Kajola,Akinyele,3.7555898584922986
Lagelu,Akinyele,3.7555898584922986
Ogbomosho North,Akinyele,3.7555898584922986
Ogbomosho South,Akinyele,3.7555898584922986
Ogo Oluwa,Oke-Ero,3.5250744032478036
Olorunsogo,Oke-Ero,3.5250744032478036
Oluyole,Oke-Ero,3.5250744032478036
Ona-Ara,Akinyele,3.7555898584922986
Orelope,Oke-Ero,3.5250744032478036
Ori Ire,Oke-Ero,3.5250744032478036
Oyo East,Akinyele,3.7555898584922986
Oyo West,Akinyele,3.7555898584922986
Saki East,Oke-Ero,3.5250744032478036
Saki West,Akinyele,3.7555898584922986
Surulere2,Oke-Ero,3.5250744032478036
Barikin Ladi,Soba,0.17286054045163954
Bassa2,Soba,0.17286054045163954
Bokkos,Giwa,12.681704377359994
Jos East,Soba,0.17286054045163954
Jos North,Soba,0.17286054045163954
Jos South,Soba,0.17286054045163954
Kanam,Alkaleri,1.6810244793379772
Kanke,Alkaleri,1.6810244793379772
Langtang North,Alkaleri,1.6810244793379772
Langtang South,Keana,0.5289590485301446
Mangu,Darazo,3.3028092532223194
Mikang,Alkaleri,1.6810244793379772
Pankshin,Alkaleri,1.6810244793379772
Qua'an Pan,Keana,0.5289590485301446
Riyom,Soba,0.17286054045163954
Shendam,Keana,0.5289590485301446
Wase,Alkaleri,1.6810244793379772
Abua-Odual,Ahoada West,1.3863792175465242
Ahoada East,Ahoada West,1.3863792175465242
Ahoada West,Ahoada West,1.3863792175465242
Akuku Toru,Ahoada West,1.3863792175465242
Andoni,Nsit Ubium,0.9798485432183092
Asari-Toru,Ahoada West,1.3863792175465242
Bonny,Nsit Ubium,0.9798485432183092
Degema,Ahoada West,1.3863792175465242
Eleme,Ahoada West,1.3863792175465242
Emohua,Ahoada West,1.3863792175465242
Etche,Ngor-Okpala,12.222708660637345
Gokana,Nsit Ubium,0.9798485432183092
Ikwerre,Oru West,0.6552592499051878
Khana,Nsit Ubium,0.9798485432183092
Obia-Akpor,Ahoada West,1.3863792175465242
Ogba-Egbema-Ndoni,Ahoada West,1.3863792175465242
Ogu-Bolo,Nsit Ubium,0.9798485432183092
Okrika,Nsit Ubium,0.9798485432183092
Omumma,Ngor-Okpala,12.222708660637345
Opobo-Nkoro,Nsit Ubium,0.9798485432183092
Oyigbo,Nsit Ubium,0.9798485432183092
Port-Harcourt,Ahoada West,1.3863792175465242
Tai,Nsit Ubium,0.9798485432183092
Binji,Gawabawa,6.94448640599974
Bodinga,Gawabawa,6.94448640599974
Dange-Shnsi,Gawabawa,6.94448640599974
Gada,Gawabawa,6.94448640599974
Gawabawa,Gawabawa,6.94448640599974
Goronyo,Gawabawa,6.94448640599974
Gudu,Gawabawa,6.94448640599974
Illela,Gawabawa,6.94448640599974
Isa,Rimi,14.497631872993884
Kebbe,Birnin Kebbi,14.114749645607073
Kware,Gawabawa,6.94448640599974
Rabah,Gawabawa,6.94448640599974
Sabon Birni,Gawabawa,6.94448640599974
Shagari,Birnin Kebbi,14.114749645607073
Silame,Gawabawa,6.94448640599974
Sokoto North,Gawabawa,6.94448640599974
Sokoto South,Birnin Kebbi,14.114749645607073
Tambuwal,Birnin Kebbi,14.114749645607073
Tangaza,Gawabawa,6.94448640599974
Tureta,Birnin Kebbi,14.114749645607073
Wamako,Gawabawa,6.94448640599974
Wurno,Gawabawa,6.94448640599974
Yabo,Gawabawa,6.94448640599974
Ardo-Kola,Keana,0.5289590485301446
Bali,Keana,0.5289590485301446
Donga,Keana,0.5289590485301446
Gashaka,Oru West,0.6552592499051878
Gassol,Keana,0.5289590485301446
Ibi,Keana,0.5289590485301446
Jalingo,Keana,0.5289590485301446
Karin-Lamido,Alkaleri,1.6810244793379772
Kurmi,Oru West,0.6552592499051878
Lau,Alkaleri,1.6810244793379772
Sardauna,Oru West,0.6552592499051878
Takum,Keana,0.5289590485301446
Ussa,Oru West,0.6552592499051878
Wukari,Keana,0.5289590485301446
Yorro,Alkaleri,1.6810244793379772
Zing,Alkaleri,1.6810244793379772
Bade,Taura,0.2502560963015474
Bursari,Taura,0.2502560963015474
Damaturu,Darazo,3.3028092532223194
Fika,Darazo,3.3028092532223194
Fune,Darazo,3.3028092532223194
Geidam,Babura,1.3024457190386238
Gujba,Darazo,3.3028092532223194
Gulani,Alkaleri,1.6810244793379772
Jakusko,Taura,0.2502560963015474
Karasuwa,Taura,0.2502560963015474
Machina,Taura,0.2502560963015474
Nangere,Darazo,3.3028092532223194
Nguru,Taura,0.2502560963015474
Potiskum,Darazo,3.3028092532223194
Tarmua,Rimi,14.497631872993884
Yunusari,Babura,1.3024457190386238
Yusufari,Taura,0.2502560963015474
Anka,Darazo,3.3028092532223194
Bakura,Darazo,3.3028092532223194
Birnin Magaji,Rimi,14.497631872993884
Bukkuyum,Alkaleri,1.6810244793379772
Bungudu,Takali,8.68747030317599
Gummi,Birnin Kebbi,14.114749645607073
Gusau,Darazo,3.3028092532223194
Kaura-Namoda,Rimi,14.497631872993884
Maradun,Darazo,3.3028092532223194
Maru,Giwa,12.681704377359994
Shinkafi,Rimi,14.497631872993884
Talata Mafara,Darazo,3.3028092532223194
Tsafe,Takali,8.68747030317599
Zurmi,Rimi,14.497631872993884
