LGA,Archetype,Habitat_Multiplier
Ogbomosho North,Akinyele,3.3532842001669176
Ogbomosho South,Akinyele,3.3532842001669176
Ogo Oluwa,Oke-Ero,1.423986684221446
Olorunsogo,Oke-Ero,1.423986684221446
Oluyole,Oke-Ero,1.423986684221446
Ona-Ara,Akinyele,3.3532842001669176
Orelope,Oke-Ero,1.423986684221446
Ori Ire,Oke-Ero,1.423986684221446
Oyo East,Akinyele,3.3532842001669176
Oyo West,Akinyele,3.3532842001669176
Saki East,Oke-Ero,1.423986684221446
Saki West,Akinyele,3.3532842001669176
Surulere2,Oke-Ero,1.423986684221446
Barikin Ladi,Soba,0.2151630505258526
Bassa2,Soba,0.2151630505258526
Bokkos,Giwa,11.343439421709766
Jos East,Soba,0.2151630505258526
Jos North,Soba,0.2151630505258526
Jos South,Soba,0.2151630505258526
Kanam,Alkaleri,1.333010806262109
Kanke,Alkaleri,1.333010806262109
Langtang North,Alkaleri,1.333010806262109
Langtang South,Keana,0.5929489558525329
Mangu,Darazo,10.440245265927585
Mikang,Alkaleri,1.333010806262109
Pankshin,Alkaleri,1.333010806262109
Qua'an Pan,Keana,0.5929489558525329
Riyom,Soba,0.2151630505258526
Shendam,Keana,0.5929489558525329
Wase,Alkaleri,1.333010806262109
Abua-Odual,Ahoada West,4.033436218244916
Ahoada East,Ahoada West,4.033436218244916
Ahoada West,Ahoada West,4.033436218244916
Akuku Toru,Ahoada West,4.033436218244916
Andoni,Nsit Ubium,0.8686632584245287
Asari-Toru,Ahoada West,4.033436218244916
Bonny,Nsit Ubium,0.8686632584245287
Degema,Ahoada West,4.033436218244916
Eleme,Ahoada West,4.033436218244916
Emohua,Ahoada West,4.033436218244916
Etche,Ngor-Okpala,16.490853602635607
Gokana,Nsit Ubium,0.8686632584245287
Ikwerre,Oru West,0.5819431863904744
Khana,Nsit Ubium,0.8686632584245287
Obia-Akpor,Ahoada West,4.033436218244916
Ogba-Egbema-Ndoni,Ahoada West,4.033436218244916
Ogu-Bolo,Nsit Ubium,0.8686632584245287
Okrika,Nsit Ubium,0.8686632584245287
Omumma,Ngor-Okpala,16.490853602635607
Opobo-Nkoro,Nsit Ubium,0.8686632584245287
Oyigbo,Nsit Ubium,0.8686632584245287
Port-Harcourt,Ahoada West,4.033436218244916
Tai,Nsit Ubium,0.8686632584245287
Binji,Gawabawa,9.966957992942602
Bodinga,Gawabawa,9.966957992942602
Dange-Shnsi,Gawabawa,9.966957992942602
Gada,Gawabawa,9.966957992942602
Gawabawa,Gawabawa,9.966957992942602
Goronyo,Gawabawa,9.966957992942602
Gudu,Gawabawa,9.966957992942602
Illela,Gawabawa,9.966957992942602
Isa,Rimi,7.425058050533194
Kebbe,Birnin Kebbi,5.090999153707124
Kware,Gawabawa,9.966957992942602
Rabah,Gawabawa,9.966957992942602
Sabon Birni,Gawabawa,9.966957992942602
Shagari,Birnin Kebbi,5.090999153707124
Silame,Gawabawa,9.966957992942602
Sokoto North,Gawabawa,9.966957992942602
Sokoto South,Birnin Kebbi,5.090999153707124
Tambuwal,Birnin Kebbi,5.090999153707124
Tangaza,Gawabawa,9.966957992942602
Tureta,Birnin Kebbi,5.090999153707124
Wamako,Gawabawa,9.966957992942602
Wurno,Gawabawa,9.966957992942602
Yabo,Gawabawa,9.966957992942602
Ardo-Kola,Keana,0.5929489558525329
Bali,Keana,0.5929489558525329
Donga,Keana,0.5929489558525329
Gashaka,Oru West,0.5819431863904744
Gassol,Keana,0.5929489558525329
Ibi,Keana,0.5929489558525329
Jalingo,Keana,0.5929489558525329
Karin-Lamido,Alkaleri,1.333010806262109
Kurmi,Oru West,0.5819431863904744
Lau,Alkaleri,1.333010806262109
Sardauna,Oru West,0.5819431863904744
Takum,Keana,0.5929489558525329
Ussa,Oru West,0.5819431863904744
Wukari,Keana,0.5929489558525329
Yorro,Alkaleri,1.333010806262109
Zing,Alkaleri,1.333010806262109
Bade,Taura,0.3490146668947872
Bursari,Taura,0.3490146668947872
Damaturu,Darazo,10.440245265927585
Fika,Darazo,10.440245265927585
Fune,Darazo,10.440245265927585
Geidam,Babura,2.2848689335274925
Gujba,Darazo,10.440245265927585
Gulani,Alkaleri,1.333010806262109
Jakusko,Taura,0.3490146668947872
Karasuwa,Taura,0.3490146668947872
Machina,Taura,0.3490146668947872
Nangere,Darazo,10.440245265927585
Nguru,Taura,0.3490146668947872
Potiskum,Darazo,10.440245265927585
Tarmua,Rimi,7.425058050533194
Yunusari,Babura,2.2848689335274925
Yusufari,Taura,0.3490146668947872
Anka,Darazo,10.440245265927585
Bakura,Darazo,10.440245265927585
Birnin Magaji,Rimi,7.425058050533194
Bukkuyum,Alkaleri,1.333010806262109
Bungudu,Takali,23.512672139555324
Gummi,Birnin Kebbi,5.090999153707124
Gusau,Darazo,10.440245265927585
Kaura-Namoda,Rimi,7.425058050533194
Maradun,Darazo,10.440245265927585
Maru,Giwa,11.343439421709766
Shinkafi,Rimi,7.425058050533194
Talata Mafara,Darazo,10.440245265927585
Tsafe,Takali,23.512672139555324
Zurmi,Rimi,7.425058050533194
