"year","State","scenario","indicator","count","trend","age"
2025,"Yobe","NGA projection scenario 1","U5_PfPR_percent_change",-5.39,"Prevalence","U5"
2025,"Yobe","NGA projection scenario 1","incidence_percent_change",-7.53,"Incidence per 1000","all_ages"
2025,"Yobe","NGA projection scenario 1","U5_incidence_percent_change",-9.41,"Incidence per 1000","U5"
2025,"Yobe","NGA projection scenario 1","death_percent_change",-8.88,"Deaths per 1000","all_ages"
2025,"Yobe","NGA projection scenario 1","U5_death_percent_change",-12,"Deaths per 1000","U5"
2030,"Yobe","NGA projection scenario 1","PfPR_percent_change",2.71,"Prevalence","all_ages"
2030,"Yobe","NGA projection scenario 1","U5_PfPR_percent_change",2.41,"Prevalence","U5"
2030,"Yobe","NGA projection scenario 1","incidence_percent_change",2.15,"Incidence per 1000","all_ages"
2030,"Yobe","NGA projection scenario 1","U5_incidence_percent_change",0.51,"Incidence per 1000","U5"
2030,"Yobe","NGA projection scenario 1","death_percent_change",7.71,"Deaths per 1000","all_ages"
2030,"Yobe","NGA projection scenario 1","U5_death_percent_change",1.84,"Deaths per 1000","U5"
2020,"Zamfara","NGA projection scenario 1","PfPR_percent_change",0,"Prevalence","all_ages"
2020,"Zamfara","NGA projection scenario 1","U5_PfPR_percent_change",0,"Prevalence","U5"
2020,"Zamfara","NGA projection scenario 1","incidence_percent_change",0,"Incidence per 1000","all_ages"
2020,"Zamfara","NGA projection scenario 1","U5_incidence_percent_change",0,"Incidence per 1000","U5"
2020,"Zamfara","NGA projection scenario 1","death_percent_change",0,"Deaths per 1000","all_ages"
2020,"Zamfara","NGA projection scenario 1","U5_death_percent_change",0,"Deaths per 1000","U5"
2025,"Zamfara","NGA projection scenario 1","PfPR_percent_change",11.37,"Prevalence","all_ages"
2025,"Zamfara","NGA projection scenario 1","U5_PfPR_percent_change",7.8,"Prevalence","U5"
2025,"Zamfara","NGA projection scenario 1","incidence_percent_change",14.8,"Incidence per 1000","all_ages"
2025,"Zamfara","NGA projection scenario 1","U5_incidence_percent_change",8.17,"Incidence per 1000","U5"
2025,"Zamfara","NGA projection scenario 1","death_percent_change",6.16,"Deaths per 1000","all_ages"
2025,"Zamfara","NGA projection scenario 1","U5_death_percent_change",11.48,"Deaths per 1000","U5"
2030,"Zamfara","NGA projection scenario 1","PfPR_percent_change",5.18,"Prevalence","all_ages"
2030,"Zamfara","NGA projection scenario 1","U5_PfPR_percent_change",-1.16,"Prevalence","U5"
2030,"Zamfara","NGA projection scenario 1","incidence_percent_change",10.47,"Incidence per 1000","all_ages"
2030,"Zamfara","NGA projection scenario 1","U5_incidence_percent_change",3.01,"Incidence per 1000","U5"
2030,"Zamfara","NGA projection scenario 1","death_percent_change",-7.41,"Deaths per 1000","all_ages"
2030,"Zamfara","NGA projection scenario 1","U5_death_percent_change",-9.66,"Deaths per 1000","U5"
2020,"Abia","NGA projection scenario 2","PfPR_percent_change",-20.75,"Prevalence","all_ages"
2020,"Abia","NGA projection scenario 2","U5_PfPR_percent_change",-26.49,"Prevalence","U5"
2020,"Abia","NGA projection scenario 2","incidence_percent_change",-23.06,"Incidence per 1000","all_ages"
2020,"Abia","NGA projection scenario 2","U5_incidence_percent_change",-25.69,"Incidence per 1000","U5"
2020,"Abia","NGA projection scenario 2","death_percent_change",-32.71,"Deaths per 1000","all_ages"
2020,"Abia","NGA projection scenario 2","U5_death_percent_change",-46.04,"Deaths per 1000","U5"
2025,"Abia","NGA projection scenario 2","PfPR_percent_change",-71.09,"Prevalence","all_ages"
2025,"Abia","NGA projection scenario 2","U5_PfPR_percent_change",-83.71,"Prevalence","U5"
2025,"Abia","NGA projection scenario 2","incidence_percent_change",-55.91,"Incidence per 1000","all_ages"
2025,"Abia","NGA projection scenario 2","U5_incidence_percent_change",-68.3,"Incidence per 1000","U5"
2025,"Abia","NGA projection scenario 2","death_percent_change",-67.04,"Deaths per 1000","all_ages"
2025,"Abia","NGA projection scenario 2","U5_death_percent_change",-78.66,"Deaths per 1000","U5"
2030,"Abia","NGA projection scenario 2","PfPR_percent_change",-83.45,"Prevalence","all_ages"
2030,"Abia","NGA projection scenario 2","U5_PfPR_percent_change",-92.6,"Prevalence","U5"
2030,"Abia","NGA projection scenario 2","incidence_percent_change",-67.02,"Incidence per 1000","all_ages"
2030,"Abia","NGA projection scenario 2","U5_incidence_percent_change",-82.22,"Incidence per 1000","U5"
2030,"Abia","NGA projection scenario 2","death_percent_change",-74.84,"Deaths per 1000","all_ages"
2030,"Abia","NGA projection scenario 2","U5_death_percent_change",-87.84,"Deaths per 1000","U5"
2020,"Adamawa","NGA projection scenario 2","PfPR_percent_change",-25.63,"Prevalence","all_ages"
2020,"Adamawa","NGA projection scenario 2","U5_PfPR_percent_change",-37.42,"Prevalence","U5"
2020,"Adamawa","NGA projection scenario 2","incidence_percent_change",-31.66,"Incidence per 1000","all_ages"
2020,"Adamawa","NGA projection scenario 2","U5_incidence_percent_change",-40.3,"Incidence per 1000","U5"
2020,"Adamawa","NGA projection scenario 2","death_percent_change",-41.17,"Deaths per 1000","all_ages"
2020,"Adamawa","NGA projection scenario 2","U5_death_percent_change",-47.32,"Deaths per 1000","U5"
2025,"Adamawa","NGA projection scenario 2","PfPR_percent_change",-52.33,"Prevalence","all_ages"
2025,"Adamawa","NGA projection scenario 2","U5_PfPR_percent_change",-73.74,"Prevalence","U5"
2025,"Adamawa","NGA projection scenario 2","incidence_percent_change",-30.61,"Incidence per 1000","all_ages"
2025,"Adamawa","NGA projection scenario 2","U5_incidence_percent_change",-55.7,"Incidence per 1000","U5"
2025,"Adamawa","NGA projection scenario 2","death_percent_change",-69.17,"Deaths per 1000","all_ages"
2025,"Adamawa","NGA projection scenario 2","U5_death_percent_change",-78.84,"Deaths per 1000","U5"
2030,"Adamawa","NGA projection scenario 2","PfPR_percent_change",-82.72,"Prevalence","all_ages"
2030,"Adamawa","NGA projection scenario 2","U5_PfPR_percent_change",-93.45,"Prevalence","U5"
2030,"Adamawa","NGA projection scenario 2","incidence_percent_change",-66.52,"Incidence per 1000","all_ages"
2030,"Adamawa","NGA projection scenario 2","U5_incidence_percent_change",-85.85,"Incidence per 1000","U5"
2030,"Adamawa","NGA projection scenario 2","death_percent_change",-82.02,"Deaths per 1000","all_ages"
2030,"Adamawa","NGA projection scenario 2","U5_death_percent_change",-91.29,"Deaths per 1000","U5"
2020,"Akwa Ibom","NGA projection scenario 2","PfPR_percent_change",-8.41,"Prevalence","all_ages"
2020,"Akwa Ibom","NGA projection scenario 2","U5_PfPR_percent_change",-14.97,"Prevalence","U5"
2020,"Akwa Ibom","NGA projection scenario 2","incidence_percent_change",-4.68,"Incidence per 1000","all_ages"
2020,"Akwa Ibom","NGA projection scenario 2","U5_incidence_percent_change",-8.17,"Incidence per 1000","U5"
2020,"Akwa Ibom","NGA projection scenario 2","death_percent_change",-21.95,"Deaths per 1000","all_ages"
2020,"Akwa Ibom","NGA projection scenario 2","U5_death_percent_change",-22.22,"Deaths per 1000","U5"
2025,"Akwa Ibom","NGA projection scenario 2","PfPR_percent_change",-84.64,"Prevalence","all_ages"
2025,"Akwa Ibom","NGA projection scenario 2","U5_PfPR_percent_change",-90.89,"Prevalence","U5"
2025,"Akwa Ibom","NGA projection scenario 2","incidence_percent_change",-79.36,"Incidence per 1000","all_ages"
2025,"Akwa Ibom","NGA projection scenario 2","U5_incidence_percent_change",-84.79,"Incidence per 1000","U5"
2025,"Akwa Ibom","NGA projection scenario 2","death_percent_change",-78.82,"Deaths per 1000","all_ages"
2025,"Akwa Ibom","NGA projection scenario 2","U5_death_percent_change",-86.52,"Deaths per 1000","U5"
2030,"Akwa Ibom","NGA projection scenario 2","PfPR_percent_change",-80.68,"Prevalence","all_ages"
2030,"Akwa Ibom","NGA projection scenario 2","U5_PfPR_percent_change",-90.68,"Prevalence","U5"
2030,"Akwa Ibom","NGA projection scenario 2","incidence_percent_change",-64.58,"Incidence per 1000","all_ages"
2030,"Akwa Ibom","NGA projection scenario 2","U5_incidence_percent_change",-80.02,"Incidence per 1000","U5"
2030,"Akwa Ibom","NGA projection scenario 2","death_percent_change",-71.98,"Deaths per 1000","all_ages"
2030,"Akwa Ibom","NGA projection scenario 2","U5_death_percent_change",-84.59,"Deaths per 1000","U5"
2020,"Anambra","NGA projection scenario 2","PfPR_percent_change",-22.73,"Prevalence","all_ages"
2020,"Anambra","NGA projection scenario 2","U5_PfPR_percent_change",-27.66,"Prevalence","U5"
2020,"Anambra","NGA projection scenario 2","incidence_percent_change",-23.59,"Incidence per 1000","all_ages"
2020,"Anambra","NGA projection scenario 2","U5_incidence_percent_change",-25.46,"Incidence per 1000","U5"
2020,"Anambra","NGA projection scenario 2","death_percent_change",-19.7,"Deaths per 1000","all_ages"
2020,"Anambra","NGA projection scenario 2","U5_death_percent_change",-27.16,"Deaths per 1000","U5"
2025,"Anambra","NGA projection scenario 2","PfPR_percent_change",-87.38,"Prevalence","all_ages"
2025,"Anambra","NGA projection scenario 2","U5_PfPR_percent_change",-91.5,"Prevalence","U5"
2025,"Anambra","NGA projection scenario 2","incidence_percent_change",-82.98,"Incidence per 1000","all_ages"
2025,"Anambra","NGA projection scenario 2","U5_incidence_percent_change",-86.22,"Incidence per 1000","U5"
2025,"Anambra","NGA projection scenario 2","death_percent_change",-83.05,"Deaths per 1000","all_ages"
2025,"Anambra","NGA projection scenario 2","U5_death_percent_change",-86.76,"Deaths per 1000","U5"
2030,"Anambra","NGA projection scenario 2","PfPR_percent_change",-94.67,"Prevalence","all_ages"
2030,"Anambra","NGA projection scenario 2","U5_PfPR_percent_change",-96.78,"Prevalence","U5"
2030,"Anambra","NGA projection scenario 2","incidence_percent_change",-90.46,"Incidence per 1000","all_ages"
2030,"Anambra","NGA projection scenario 2","U5_incidence_percent_change",-94.15,"Incidence per 1000","U5"
2030,"Anambra","NGA projection scenario 2","death_percent_change",-89.94,"Deaths per 1000","all_ages"
2030,"Anambra","NGA projection scenario 2","U5_death_percent_change",-95.97,"Deaths per 1000","U5"
2020,"Bauchi","NGA projection scenario 2","PfPR_percent_change",-12.33,"Prevalence","all_ages"
2020,"Bauchi","NGA projection scenario 2","U5_PfPR_percent_change",-37.08,"Prevalence","U5"
2020,"Bauchi","NGA projection scenario 2","incidence_percent_change",-14.61,"Incidence per 1000","all_ages"
2020,"Bauchi","NGA projection scenario 2","U5_incidence_percent_change",-35.88,"Incidence per 1000","U5"
2020,"Bauchi","NGA projection scenario 2","death_percent_change",-48.43,"Deaths per 1000","all_ages"
2020,"Bauchi","NGA projection scenario 2","U5_death_percent_change",-53.22,"Deaths per 1000","U5"
2025,"Bauchi","NGA projection scenario 2","PfPR_percent_change",-78.65,"Prevalence","all_ages"
2025,"Bauchi","NGA projection scenario 2","U5_PfPR_percent_change",-91.41,"Prevalence","U5"
2025,"Bauchi","NGA projection scenario 2","incidence_percent_change",-71.97,"Incidence per 1000","all_ages"
2025,"Bauchi","NGA projection scenario 2","U5_incidence_percent_change",-86.32,"Incidence per 1000","U5"
2025,"Bauchi","NGA projection scenario 2","death_percent_change",-85.93,"Deaths per 1000","all_ages"
2025,"Bauchi","NGA projection scenario 2","U5_death_percent_change",-92.72,"Deaths per 1000","U5"
2030,"Bauchi","NGA projection scenario 2","PfPR_percent_change",-67.38,"Prevalence","all_ages"
2030,"Bauchi","NGA projection scenario 2","U5_PfPR_percent_change",-86.67,"Prevalence","U5"
2030,"Bauchi","NGA projection scenario 2","incidence_percent_change",-40.92,"Incidence per 1000","all_ages"
2030,"Bauchi","NGA projection scenario 2","U5_incidence_percent_change",-69.37,"Incidence per 1000","U5"
2030,"Bauchi","NGA projection scenario 2","death_percent_change",-77.75,"Deaths per 1000","all_ages"
2030,"Bauchi","NGA projection scenario 2","U5_death_percent_change",-88.91,"Deaths per 1000","U5"
2020,"Bayelsa","NGA projection scenario 2","PfPR_percent_change",-20.67,"Prevalence","all_ages"
2020,"Bayelsa","NGA projection scenario 2","U5_PfPR_percent_change",-25.76,"Prevalence","U5"
2020,"Bayelsa","NGA projection scenario 2","incidence_percent_change",-20.63,"Incidence per 1000","all_ages"
2020,"Bayelsa","NGA projection scenario 2","U5_incidence_percent_change",-25.34,"Incidence per 1000","U5"
2020,"Bayelsa","NGA projection scenario 2","death_percent_change",-12.01,"Deaths per 1000","all_ages"
2020,"Bayelsa","NGA projection scenario 2","U5_death_percent_change",-14.31,"Deaths per 1000","U5"
2025,"Bayelsa","NGA projection scenario 2","PfPR_percent_change",-82.67,"Prevalence","all_ages"
2025,"Bayelsa","NGA projection scenario 2","U5_PfPR_percent_change",-87.08,"Prevalence","U5"
2025,"Bayelsa","NGA projection scenario 2","incidence_percent_change",-75.97,"Incidence per 1000","all_ages"
2025,"Bayelsa","NGA projection scenario 2","U5_incidence_percent_change",-79.45,"Incidence per 1000","U5"
2025,"Bayelsa","NGA projection scenario 2","death_percent_change",-76.5,"Deaths per 1000","all_ages"
2025,"Bayelsa","NGA projection scenario 2","U5_death_percent_change",-78.94,"Deaths per 1000","U5"
2030,"Bayelsa","NGA projection scenario 2","PfPR_percent_change",-97.56,"Prevalence","all_ages"
2030,"Bayelsa","NGA projection scenario 2","U5_PfPR_percent_change",-98.53,"Prevalence","U5"
2030,"Bayelsa","NGA projection scenario 2","incidence_percent_change",-95.23,"Incidence per 1000","all_ages"
2030,"Bayelsa","NGA projection scenario 2","U5_incidence_percent_change",-96.77,"Incidence per 1000","U5"
2030,"Bayelsa","NGA projection scenario 2","death_percent_change",-96.3,"Deaths per 1000","all_ages"
2030,"Bayelsa","NGA projection scenario 2","U5_death_percent_change",-97.03,"Deaths per 1000","U5"
2020,"Benue","NGA projection scenario 2","PfPR_percent_change",-16.03,"Prevalence","all_ages"
2020,"Benue","NGA projection scenario 2","U5_PfPR_percent_change",-34.04,"Prevalence","U5"
2020,"Benue","NGA projection scenario 2","incidence_percent_change",-18.6,"Incidence per 1000","all_ages"
2020,"Benue","NGA projection scenario 2","U5_incidence_percent_change",-32.13,"Incidence per 1000","U5"
2020,"Benue","NGA projection scenario 2","death_percent_change",-42.51,"Deaths per 1000","all_ages"
2020,"Benue","NGA projection scenario 2","U5_death_percent_change",-51.88,"Deaths per 1000","U5"
2025,"Benue","NGA projection scenario 2","PfPR_percent_change",-45.14,"Prevalence","all_ages"
2025,"Benue","NGA projection scenario 2","U5_PfPR_percent_change",-69.26,"Prevalence","U5"
2025,"Benue","NGA projection scenario 2","incidence_percent_change",-24.55,"Incidence per 1000","all_ages"
2025,"Benue","NGA projection scenario 2","U5_incidence_percent_change",-49.85,"Incidence per 1000","U5"
2025,"Benue","NGA projection scenario 2","death_percent_change",-60.2,"Deaths per 1000","all_ages"
2025,"Benue","NGA projection scenario 2","U5_death_percent_change",-74.45,"Deaths per 1000","U5"
2030,"Benue","NGA projection scenario 2","PfPR_percent_change",-73.91,"Prevalence","all_ages"
2030,"Benue","NGA projection scenario 2","U5_PfPR_percent_change",-89.32,"Prevalence","U5"
2030,"Benue","NGA projection scenario 2","incidence_percent_change",-52.44,"Incidence per 1000","all_ages"
2030,"Benue","NGA projection scenario 2","U5_incidence_percent_change",-76.19,"Incidence per 1000","U5"
2030,"Benue","NGA projection scenario 2","death_percent_change",-73.72,"Deaths per 1000","all_ages"
2030,"Benue","NGA projection scenario 2","U5_death_percent_change",-86.95,"Deaths per 1000","U5"
2020,"Borno","NGA projection scenario 2","PfPR_percent_change",-22.93,"Prevalence","all_ages"
2020,"Borno","NGA projection scenario 2","U5_PfPR_percent_change",-34.27,"Prevalence","U5"
2020,"Borno","NGA projection scenario 2","incidence_percent_change",-27.75,"Incidence per 1000","all_ages"
2020,"Borno","NGA projection scenario 2","U5_incidence_percent_change",-35.87,"Incidence per 1000","U5"
2020,"Borno","NGA projection scenario 2","death_percent_change",-33.95,"Deaths per 1000","all_ages"
2020,"Borno","NGA projection scenario 2","U5_death_percent_change",-39.63,"Deaths per 1000","U5"
2025,"Borno","NGA projection scenario 2","PfPR_percent_change",-54.05,"Prevalence","all_ages"
2025,"Borno","NGA projection scenario 2","U5_PfPR_percent_change",-72.24,"Prevalence","U5"
2025,"Borno","NGA projection scenario 2","incidence_percent_change",-36.08,"Incidence per 1000","all_ages"
2025,"Borno","NGA projection scenario 2","U5_incidence_percent_change",-55.28,"Incidence per 1000","U5"
2025,"Borno","NGA projection scenario 2","death_percent_change",-68.64,"Deaths per 1000","all_ages"
2025,"Borno","NGA projection scenario 2","U5_death_percent_change",-80.41,"Deaths per 1000","U5"
2030,"Borno","NGA projection scenario 2","PfPR_percent_change",-85.69,"Prevalence","all_ages"
2030,"Borno","NGA projection scenario 2","U5_PfPR_percent_change",-94.52,"Prevalence","U5"
2030,"Borno","NGA projection scenario 2","incidence_percent_change",-73.07,"Incidence per 1000","all_ages"
2030,"Borno","NGA projection scenario 2","U5_incidence_percent_change",-87.51,"Incidence per 1000","U5"
2030,"Borno","NGA projection scenario 2","death_percent_change",-82.73,"Deaths per 1000","all_ages"
2030,"Borno","NGA projection scenario 2","U5_death_percent_change",-92.01,"Deaths per 1000","U5"
2020,"Cross River","NGA projection scenario 2","PfPR_percent_change",-8.16,"Prevalence","all_ages"
2020,"Cross River","NGA projection scenario 2","U5_PfPR_percent_change",-20.01,"Prevalence","U5"
2020,"Cross River","NGA projection scenario 2","incidence_percent_change",-6.88,"Incidence per 1000","all_ages"
2020,"Cross River","NGA projection scenario 2","U5_incidence_percent_change",-15.04,"Incidence per 1000","U5"
2020,"Cross River","NGA projection scenario 2","death_percent_change",-24.97,"Deaths per 1000","all_ages"
2020,"Cross River","NGA projection scenario 2","U5_death_percent_change",-30.77,"Deaths per 1000","U5"
2025,"Cross River","NGA projection scenario 2","PfPR_percent_change",-70.14,"Prevalence","all_ages"
2025,"Cross River","NGA projection scenario 2","U5_PfPR_percent_change",-84.05,"Prevalence","U5"
2025,"Cross River","NGA projection scenario 2","incidence_percent_change",-60.7,"Incidence per 1000","all_ages"
2025,"Cross River","NGA projection scenario 2","U5_incidence_percent_change",-73.15,"Incidence per 1000","U5"
2025,"Cross River","NGA projection scenario 2","death_percent_change",-71.01,"Deaths per 1000","all_ages"
2025,"Cross River","NGA projection scenario 2","U5_death_percent_change",-80.32,"Deaths per 1000","U5"
2030,"Cross River","NGA projection scenario 2","PfPR_percent_change",-57.73,"Prevalence","all_ages"
2030,"Cross River","NGA projection scenario 2","U5_PfPR_percent_change",-78.53,"Prevalence","U5"
2030,"Cross River","NGA projection scenario 2","incidence_percent_change",-30.51,"Incidence per 1000","all_ages"
2030,"Cross River","NGA projection scenario 2","U5_incidence_percent_change",-57.76,"Incidence per 1000","U5"
2030,"Cross River","NGA projection scenario 2","death_percent_change",-67.93,"Deaths per 1000","all_ages"
2030,"Cross River","NGA projection scenario 2","U5_death_percent_change",-84.58,"Deaths per 1000","U5"
2020,"Delta","NGA projection scenario 2","PfPR_percent_change",-10.34,"Prevalence","all_ages"
2020,"Delta","NGA projection scenario 2","U5_PfPR_percent_change",-15.82,"Prevalence","U5"
2020,"Delta","NGA projection scenario 2","incidence_percent_change",-7.34,"Incidence per 1000","all_ages"
2020,"Delta","NGA projection scenario 2","U5_incidence_percent_change",-9.88,"Incidence per 1000","U5"
2020,"Delta","NGA projection scenario 2","death_percent_change",-8.15,"Deaths per 1000","all_ages"
2020,"Delta","NGA projection scenario 2","U5_death_percent_change",-4.02,"Deaths per 1000","U5"
2025,"Delta","NGA projection scenario 2","PfPR_percent_change",-87.21,"Prevalence","all_ages"
2025,"Delta","NGA projection scenario 2","U5_PfPR_percent_change",-90.4,"Prevalence","U5"
2025,"Delta","NGA projection scenario 2","incidence_percent_change",-83.83,"Incidence per 1000","all_ages"
2025,"Delta","NGA projection scenario 2","U5_incidence_percent_change",-85.81,"Incidence per 1000","U5"
2025,"Delta","NGA projection scenario 2","death_percent_change",-83.54,"Deaths per 1000","all_ages"
2025,"Delta","NGA projection scenario 2","U5_death_percent_change",-84.2,"Deaths per 1000","U5"
2030,"Delta","NGA projection scenario 2","PfPR_percent_change",-98.06,"Prevalence","all_ages"
2030,"Delta","NGA projection scenario 2","U5_PfPR_percent_change",-97.86,"Prevalence","U5"
2030,"Delta","NGA projection scenario 2","incidence_percent_change",-96.53,"Incidence per 1000","all_ages"
2030,"Delta","NGA projection scenario 2","U5_incidence_percent_change",-95.29,"Incidence per 1000","U5"
2030,"Delta","NGA projection scenario 2","death_percent_change",-97.17,"Deaths per 1000","all_ages"
2030,"Delta","NGA projection scenario 2","U5_death_percent_change",-98.38,"Deaths per 1000","U5"
2020,"Ebonyi","NGA projection scenario 2","PfPR_percent_change",-15.57,"Prevalence","all_ages"
2020,"Ebonyi","NGA projection scenario 2","U5_PfPR_percent_change",-23.42,"Prevalence","U5"
2020,"Ebonyi","NGA projection scenario 2","incidence_percent_change",-14.46,"Incidence per 1000","all_ages"
2020,"Ebonyi","NGA projection scenario 2","U5_incidence_percent_change",-19.29,"Incidence per 1000","U5"
2020,"Ebonyi","NGA projection scenario 2","death_percent_change",-16.72,"Deaths per 1000","all_ages"
2020,"Ebonyi","NGA projection scenario 2","U5_death_percent_change",-15.17,"Deaths per 1000","U5"
2025,"Ebonyi","NGA projection scenario 2","PfPR_percent_change",-37.97,"Prevalence","all_ages"
2025,"Ebonyi","NGA projection scenario 2","U5_PfPR_percent_change",-59.34,"Prevalence","U5"
2025,"Ebonyi","NGA projection scenario 2","incidence_percent_change",-8.72,"Incidence per 1000","all_ages"
2025,"Ebonyi","NGA projection scenario 2","U5_incidence_percent_change",-26.36,"Incidence per 1000","U5"
2025,"Ebonyi","NGA projection scenario 2","death_percent_change",-41.17,"Deaths per 1000","all_ages"
2025,"Ebonyi","NGA projection scenario 2","U5_death_percent_change",-44.58,"Deaths per 1000","U5"
2030,"Ebonyi","NGA projection scenario 2","PfPR_percent_change",-45.57,"Prevalence","all_ages"
2030,"Ebonyi","NGA projection scenario 2","U5_PfPR_percent_change",-70.22,"Prevalence","U5"
2030,"Ebonyi","NGA projection scenario 2","incidence_percent_change",-3.83,"Incidence per 1000","all_ages"
2030,"Ebonyi","NGA projection scenario 2","U5_incidence_percent_change",-37.44,"Incidence per 1000","U5"
2030,"Ebonyi","NGA projection scenario 2","death_percent_change",-31.96,"Deaths per 1000","all_ages"
2030,"Ebonyi","NGA projection scenario 2","U5_death_percent_change",-42.09,"Deaths per 1000","U5"
2020,"Edo","NGA projection scenario 2","PfPR_percent_change",-19.18,"Prevalence","all_ages"
2020,"Edo","NGA projection scenario 2","U5_PfPR_percent_change",-26.01,"Prevalence","U5"
2020,"Edo","NGA projection scenario 2","incidence_percent_change",-20.4,"Incidence per 1000","all_ages"
2020,"Edo","NGA projection scenario 2","U5_incidence_percent_change",-24.14,"Incidence per 1000","U5"
2020,"Edo","NGA projection scenario 2","death_percent_change",-25.33,"Deaths per 1000","all_ages"
2020,"Edo","NGA projection scenario 2","U5_death_percent_change",-36.94,"Deaths per 1000","U5"
2025,"Edo","NGA projection scenario 2","PfPR_percent_change",-57.74,"Prevalence","all_ages"
2025,"Edo","NGA projection scenario 2","U5_PfPR_percent_change",-66.29,"Prevalence","U5"
2025,"Edo","NGA projection scenario 2","incidence_percent_change",-43.82,"Incidence per 1000","all_ages"
2025,"Edo","NGA projection scenario 2","U5_incidence_percent_change",-42.62,"Incidence per 1000","U5"
2025,"Edo","NGA projection scenario 2","death_percent_change",-69.54,"Deaths per 1000","all_ages"
2025,"Edo","NGA projection scenario 2","U5_death_percent_change",-72.24,"Deaths per 1000","U5"
2030,"Edo","NGA projection scenario 2","PfPR_percent_change",-76.13,"Prevalence","all_ages"
2030,"Edo","NGA projection scenario 2","U5_PfPR_percent_change",-85.81,"Prevalence","U5"
2030,"Edo","NGA projection scenario 2","incidence_percent_change",-59.45,"Incidence per 1000","all_ages"
2030,"Edo","NGA projection scenario 2","U5_incidence_percent_change",-65.83,"Incidence per 1000","U5"
2030,"Edo","NGA projection scenario 2","death_percent_change",-81.77,"Deaths per 1000","all_ages"
2030,"Edo","NGA projection scenario 2","U5_death_percent_change",-86.61,"Deaths per 1000","U5"
2020,"Ekiti","NGA projection scenario 2","PfPR_percent_change",-14.3,"Prevalence","all_ages"
2020,"Ekiti","NGA projection scenario 2","U5_PfPR_percent_change",-21.31,"Prevalence","U5"
2020,"Ekiti","NGA projection scenario 2","incidence_percent_change",-13.96,"Incidence per 1000","all_ages"
2020,"Ekiti","NGA projection scenario 2","U5_incidence_percent_change",-16.97,"Incidence per 1000","U5"
2020,"Ekiti","NGA projection scenario 2","death_percent_change",-20.09,"Deaths per 1000","all_ages"
2020,"Ekiti","NGA projection scenario 2","U5_death_percent_change",-20.69,"Deaths per 1000","U5"
2025,"Ekiti","NGA projection scenario 2","PfPR_percent_change",-32.06,"Prevalence","all_ages"
2025,"Ekiti","NGA projection scenario 2","U5_PfPR_percent_change",-54.38,"Prevalence","U5"
2025,"Ekiti","NGA projection scenario 2","incidence_percent_change",-2.47,"Incidence per 1000","all_ages"
2025,"Ekiti","NGA projection scenario 2","U5_incidence_percent_change",-18.3,"Incidence per 1000","U5"
2025,"Ekiti","NGA projection scenario 2","death_percent_change",-46.37,"Deaths per 1000","all_ages"
2025,"Ekiti","NGA projection scenario 2","U5_death_percent_change",-57.51,"Deaths per 1000","U5"
2030,"Ekiti","NGA projection scenario 2","PfPR_percent_change",-54.54,"Prevalence","all_ages"
2030,"Ekiti","NGA projection scenario 2","U5_PfPR_percent_change",-78.47,"Prevalence","U5"
2030,"Ekiti","NGA projection scenario 2","incidence_percent_change",-16.32,"Incidence per 1000","all_ages"
2030,"Ekiti","NGA projection scenario 2","U5_incidence_percent_change",-46.49,"Incidence per 1000","U5"
2030,"Ekiti","NGA projection scenario 2","death_percent_change",-58.22,"Deaths per 1000","all_ages"
2030,"Ekiti","NGA projection scenario 2","U5_death_percent_change",-70.54,"Deaths per 1000","U5"
2020,"Enugu","NGA projection scenario 2","PfPR_percent_change",-24.75,"Prevalence","all_ages"
2020,"Enugu","NGA projection scenario 2","U5_PfPR_percent_change",-27.63,"Prevalence","U5"
2020,"Enugu","NGA projection scenario 2","incidence_percent_change",-26.1,"Incidence per 1000","all_ages"
2020,"Enugu","NGA projection scenario 2","U5_incidence_percent_change",-24.88,"Incidence per 1000","U5"
2020,"Enugu","NGA projection scenario 2","death_percent_change",-36.4,"Deaths per 1000","all_ages"
2020,"Enugu","NGA projection scenario 2","U5_death_percent_change",-44.6,"Deaths per 1000","U5"
2025,"Enugu","NGA projection scenario 2","PfPR_percent_change",-85.17,"Prevalence","all_ages"
2025,"Enugu","NGA projection scenario 2","U5_PfPR_percent_change",-86.97,"Prevalence","U5"
2025,"Enugu","NGA projection scenario 2","incidence_percent_change",-80.65,"Incidence per 1000","all_ages"
2025,"Enugu","NGA projection scenario 2","U5_incidence_percent_change",-77.96,"Incidence per 1000","U5"
2025,"Enugu","NGA projection scenario 2","death_percent_change",-84.72,"Deaths per 1000","all_ages"
2025,"Enugu","NGA projection scenario 2","U5_death_percent_change",-88.5,"Deaths per 1000","U5"
2030,"Enugu","NGA projection scenario 2","PfPR_percent_change",-89.92,"Prevalence","all_ages"
2030,"Enugu","NGA projection scenario 2","U5_PfPR_percent_change",-91.75,"Prevalence","U5"
2030,"Enugu","NGA projection scenario 2","incidence_percent_change",-83.78,"Incidence per 1000","all_ages"
2030,"Enugu","NGA projection scenario 2","U5_incidence_percent_change",-83.64,"Incidence per 1000","U5"
2030,"Enugu","NGA projection scenario 2","death_percent_change",-85.78,"Deaths per 1000","all_ages"
2030,"Enugu","NGA projection scenario 2","U5_death_percent_change",-90.82,"Deaths per 1000","U5"
2020,"Federal Capital Territory","NGA projection scenario 2","PfPR_percent_change",-18.98,"Prevalence","all_ages"
