"year","State","scenario","indicator","count","trend","age"
2022,"Kwara","NGA projection scenario 2","incidence_U5",1666.89,"Incidence per 1000","U5"
2022,"Kwara","NGA projection scenario 2","death_rate_mean_all_ages",0.43,"Deaths per 1000","all_ages"
2022,"Kwara","NGA projection scenario 2","death_rate_mean_U5",1.46,"Deaths per 1000","U5"
2023,"Kwara","NGA projection scenario 2","PfPR_all_ages",0.17,"Prevalence","all_ages"
2023,"Kwara","NGA projection scenario 2","PfPR_U5",0.12,"Prevalence","U5"
2023,"Kwara","NGA projection scenario 2","incidence_all_ages",963.41,"Incidence per 1000","all_ages"
2023,"Kwara","NGA projection scenario 2","incidence_U5",1458.66,"Incidence per 1000","U5"
2023,"Kwara","NGA projection scenario 2","death_rate_mean_all_ages",0.37,"Deaths per 1000","all_ages"
2023,"Kwara","NGA projection scenario 2","death_rate_mean_U5",1.22,"Deaths per 1000","U5"
2024,"Kwara","NGA projection scenario 2","PfPR_all_ages",0.13,"Prevalence","all_ages"
2024,"Kwara","NGA projection scenario 2","PfPR_U5",0.08,"Prevalence","U5"
2024,"Kwara","NGA projection scenario 2","incidence_all_ages",826.99,"Incidence per 1000","all_ages"
2024,"Kwara","NGA projection scenario 2","incidence_U5",1054.69,"Incidence per 1000","U5"
2024,"Kwara","NGA projection scenario 2","death_rate_mean_all_ages",0.27,"Deaths per 1000","all_ages"
2024,"Kwara","NGA projection scenario 2","death_rate_mean_U5",0.66,"Deaths per 1000","U5"
2025,"Kwara","NGA projection scenario 2","PfPR_all_ages",0.16,"Prevalence","all_ages"
2025,"Kwara","NGA projection scenario 2","PfPR_U5",0.09,"Prevalence","U5"
2025,"Kwara","NGA projection scenario 2","incidence_all_ages",1086.02,"Incidence per 1000","all_ages"
2025,"Kwara","NGA projection scenario 2","incidence_U5",1385.03,"Incidence per 1000","U5"
2025,"Kwara","NGA projection scenario 2","death_rate_mean_all_ages",0.32,"Deaths per 1000","all_ages"
2025,"Kwara","NGA projection scenario 2","death_rate_mean_U5",0.92,"Deaths per 1000","U5"
2026,"Kwara","NGA projection scenario 2","PfPR_all_ages",0.14,"Prevalence","all_ages"
2026,"Kwara","NGA projection scenario 2","PfPR_U5",0.08,"Prevalence","U5"
2026,"Kwara","NGA projection scenario 2","incidence_all_ages",955.54,"Incidence per 1000","all_ages"
2026,"Kwara","NGA projection scenario 2","incidence_U5",1210.27,"Incidence per 1000","U5"
2026,"Kwara","NGA projection scenario 2","death_rate_mean_all_ages",0.32,"Deaths per 1000","all_ages"
2026,"Kwara","NGA projection scenario 2","death_rate_mean_U5",0.98,"Deaths per 1000","U5"
2027,"Kwara","NGA projection scenario 2","PfPR_all_ages",0.11,"Prevalence","all_ages"
2027,"Kwara","NGA projection scenario 2","PfPR_U5",0.05,"Prevalence","U5"
2027,"Kwara","NGA projection scenario 2","incidence_all_ages",822.55,"Incidence per 1000","all_ages"
2027,"Kwara","NGA projection scenario 2","incidence_U5",897.43,"Incidence per 1000","U5"
2027,"Kwara","NGA projection scenario 2","death_rate_mean_all_ages",0.31,"Deaths per 1000","all_ages"
2027,"Kwara","NGA projection scenario 2","death_rate_mean_U5",0.82,"Deaths per 1000","U5"
2028,"Kwara","NGA projection scenario 2","PfPR_all_ages",0.15,"Prevalence","all_ages"
2028,"Kwara","NGA projection scenario 2","PfPR_U5",0.08,"Prevalence","U5"
2028,"Kwara","NGA projection scenario 2","incidence_all_ages",1259.94,"Incidence per 1000","all_ages"
2028,"Kwara","NGA projection scenario 2","incidence_U5",1384.9,"Incidence per 1000","U5"
2028,"Kwara","NGA projection scenario 2","death_rate_mean_all_ages",0.47,"Deaths per 1000","all_ages"
2028,"Kwara","NGA projection scenario 2","death_rate_mean_U5",1.21,"Deaths per 1000","U5"
2029,"Kwara","NGA projection scenario 2","PfPR_all_ages",0.15,"Prevalence","all_ages"
2029,"Kwara","NGA projection scenario 2","PfPR_U5",0.08,"Prevalence","U5"
2029,"Kwara","NGA projection scenario 2","incidence_all_ages",1198.13,"Incidence per 1000","all_ages"
2029,"Kwara","NGA projection scenario 2","incidence_U5",1372.6,"Incidence per 1000","U5"
2029,"Kwara","NGA projection scenario 2","death_rate_mean_all_ages",0.4,"Deaths per 1000","all_ages"
2029,"Kwara","NGA projection scenario 2","death_rate_mean_U5",0.84,"Deaths per 1000","U5"
2030,"Kwara","NGA projection scenario 2","PfPR_all_ages",0.13,"Prevalence","all_ages"
2030,"Kwara","NGA projection scenario 2","PfPR_U5",0.06,"Prevalence","U5"
2030,"Kwara","NGA projection scenario 2","incidence_all_ages",1119.06,"Incidence per 1000","all_ages"
2030,"Kwara","NGA projection scenario 2","incidence_U5",1085.65,"Incidence per 1000","U5"
2030,"Kwara","NGA projection scenario 2","death_rate_mean_all_ages",0.38,"Deaths per 1000","all_ages"
2030,"Kwara","NGA projection scenario 2","death_rate_mean_U5",0.77,"Deaths per 1000","U5"
2020,"Lagos","NGA projection scenario 2","PfPR_all_ages",0.12,"Prevalence","all_ages"
2020,"Lagos","NGA projection scenario 2","PfPR_U5",0.08,"Prevalence","U5"
2020,"Lagos","NGA projection scenario 2","incidence_all_ages",737.33,"Incidence per 1000","all_ages"
2020,"Lagos","NGA projection scenario 2","incidence_U5",775.3,"Incidence per 1000","U5"
2020,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.37,"Deaths per 1000","all_ages"
2020,"Lagos","NGA projection scenario 2","death_rate_mean_U5",1.14,"Deaths per 1000","U5"
2021,"Lagos","NGA projection scenario 2","PfPR_all_ages",0.06,"Prevalence","all_ages"
2021,"Lagos","NGA projection scenario 2","PfPR_U5",0.04,"Prevalence","U5"
2021,"Lagos","NGA projection scenario 2","incidence_all_ages",417.55,"Incidence per 1000","all_ages"
2021,"Lagos","NGA projection scenario 2","incidence_U5",408.67,"Incidence per 1000","U5"
2021,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.2,"Deaths per 1000","all_ages"
2021,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.51,"Deaths per 1000","U5"
2022,"Lagos","NGA projection scenario 2","PfPR_all_ages",0.07,"Prevalence","all_ages"
2022,"Lagos","NGA projection scenario 2","PfPR_U5",0.04,"Prevalence","U5"
2022,"Lagos","NGA projection scenario 2","incidence_all_ages",503.44,"Incidence per 1000","all_ages"
2022,"Lagos","NGA projection scenario 2","incidence_U5",481.12,"Incidence per 1000","U5"
2022,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.22,"Deaths per 1000","all_ages"
2022,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.63,"Deaths per 1000","U5"
2023,"Lagos","NGA projection scenario 2","PfPR_all_ages",0.06,"Prevalence","all_ages"
2023,"Lagos","NGA projection scenario 2","PfPR_U5",0.03,"Prevalence","U5"
2023,"Lagos","NGA projection scenario 2","incidence_all_ages",448.8,"Incidence per 1000","all_ages"
2023,"Lagos","NGA projection scenario 2","incidence_U5",403.85,"Incidence per 1000","U5"
2023,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.17,"Deaths per 1000","all_ages"
2023,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.4,"Deaths per 1000","U5"
2024,"Lagos","NGA projection scenario 2","PfPR_all_ages",0.02,"Prevalence","all_ages"
2024,"Lagos","NGA projection scenario 2","PfPR_U5",0.01,"Prevalence","U5"
2024,"Lagos","NGA projection scenario 2","incidence_all_ages",186.06,"Incidence per 1000","all_ages"
2024,"Lagos","NGA projection scenario 2","incidence_U5",177.55,"Incidence per 1000","U5"
2024,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.11,"Deaths per 1000","all_ages"
2024,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.34,"Deaths per 1000","U5"
2025,"Lagos","NGA projection scenario 2","PfPR_all_ages",0.02,"Prevalence","all_ages"
2025,"Lagos","NGA projection scenario 2","PfPR_U5",0.01,"Prevalence","U5"
2025,"Lagos","NGA projection scenario 2","incidence_all_ages",169.33,"Incidence per 1000","all_ages"
2025,"Lagos","NGA projection scenario 2","incidence_U5",154.49,"Incidence per 1000","U5"
2025,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.1,"Deaths per 1000","all_ages"
2025,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.25,"Deaths per 1000","U5"
2026,"Lagos","NGA projection scenario 2","PfPR_all_ages",0.01,"Prevalence","all_ages"
2026,"Lagos","NGA projection scenario 2","PfPR_U5",0.01,"Prevalence","U5"
2026,"Lagos","NGA projection scenario 2","incidence_all_ages",124.13,"Incidence per 1000","all_ages"
2026,"Lagos","NGA projection scenario 2","incidence_U5",114.22,"Incidence per 1000","U5"
2026,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.07,"Deaths per 1000","all_ages"
2026,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.21,"Deaths per 1000","U5"
2027,"Lagos","NGA projection scenario 2","PfPR_all_ages",0.01,"Prevalence","all_ages"
2027,"Lagos","NGA projection scenario 2","PfPR_U5",0,"Prevalence","U5"
2027,"Lagos","NGA projection scenario 2","incidence_all_ages",49.14,"Incidence per 1000","all_ages"
2027,"Lagos","NGA projection scenario 2","incidence_U5",52.06,"Incidence per 1000","U5"
2027,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.03,"Deaths per 1000","all_ages"
2027,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.07,"Deaths per 1000","U5"
2028,"Lagos","NGA projection scenario 2","PfPR_all_ages",0,"Prevalence","all_ages"
2028,"Lagos","NGA projection scenario 2","PfPR_U5",0,"Prevalence","U5"
2028,"Lagos","NGA projection scenario 2","incidence_all_ages",45.63,"Incidence per 1000","all_ages"
2028,"Lagos","NGA projection scenario 2","incidence_U5",51.91,"Incidence per 1000","U5"
2028,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.02,"Deaths per 1000","all_ages"
2028,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.03,"Deaths per 1000","U5"
2029,"Lagos","NGA projection scenario 2","PfPR_all_ages",0,"Prevalence","all_ages"
2029,"Lagos","NGA projection scenario 2","PfPR_U5",0,"Prevalence","U5"
2029,"Lagos","NGA projection scenario 2","incidence_all_ages",39.44,"Incidence per 1000","all_ages"
2029,"Lagos","NGA projection scenario 2","incidence_U5",42.6,"Incidence per 1000","U5"
2029,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.02,"Deaths per 1000","all_ages"
2029,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.03,"Deaths per 1000","U5"
2030,"Lagos","NGA projection scenario 2","PfPR_all_ages",0,"Prevalence","all_ages"
2030,"Lagos","NGA projection scenario 2","PfPR_U5",0,"Prevalence","U5"
2030,"Lagos","NGA projection scenario 2","incidence_all_ages",34.8,"Incidence per 1000","all_ages"
2030,"Lagos","NGA projection scenario 2","incidence_U5",39.68,"Incidence per 1000","U5"
2030,"Lagos","NGA projection scenario 2","death_rate_mean_all_ages",0.01,"Deaths per 1000","all_ages"
2030,"Lagos","NGA projection scenario 2","death_rate_mean_U5",0.04,"Deaths per 1000","U5"
2020,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.22,"Prevalence","all_ages"
2020,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.17,"Prevalence","U5"
2020,"Nasarawa","NGA projection scenario 2","incidence_all_ages",1126.38,"Incidence per 1000","all_ages"
2020,"Nasarawa","NGA projection scenario 2","incidence_U5",1596.85,"Incidence per 1000","U5"
2020,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.58,"Deaths per 1000","all_ages"
2020,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",2.07,"Deaths per 1000","U5"
2021,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.19,"Prevalence","all_ages"
2021,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.15,"Prevalence","U5"
2021,"Nasarawa","NGA projection scenario 2","incidence_all_ages",982.01,"Incidence per 1000","all_ages"
2021,"Nasarawa","NGA projection scenario 2","incidence_U5",1420.14,"Incidence per 1000","U5"
2021,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.38,"Deaths per 1000","all_ages"
2021,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",1.38,"Deaths per 1000","U5"
2022,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.13,"Prevalence","all_ages"
2022,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.08,"Prevalence","U5"
2022,"Nasarawa","NGA projection scenario 2","incidence_all_ages",709.18,"Incidence per 1000","all_ages"
2022,"Nasarawa","NGA projection scenario 2","incidence_U5",847.08,"Incidence per 1000","U5"
2022,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.27,"Deaths per 1000","all_ages"
2022,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",0.78,"Deaths per 1000","U5"
2023,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.16,"Prevalence","all_ages"
2023,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.1,"Prevalence","U5"
2023,"Nasarawa","NGA projection scenario 2","incidence_all_ages",955.63,"Incidence per 1000","all_ages"
2023,"Nasarawa","NGA projection scenario 2","incidence_U5",1174.62,"Incidence per 1000","U5"
2023,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.31,"Deaths per 1000","all_ages"
2023,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",1.02,"Deaths per 1000","U5"
2024,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.15,"Prevalence","all_ages"
2024,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.09,"Prevalence","U5"
2024,"Nasarawa","NGA projection scenario 2","incidence_all_ages",906.85,"Incidence per 1000","all_ages"
2024,"Nasarawa","NGA projection scenario 2","incidence_U5",1150.62,"Incidence per 1000","U5"
2024,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.33,"Deaths per 1000","all_ages"
2024,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",0.84,"Deaths per 1000","U5"
2025,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.09,"Prevalence","all_ages"
2025,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.05,"Prevalence","U5"
2025,"Nasarawa","NGA projection scenario 2","incidence_all_ages",592.38,"Incidence per 1000","all_ages"
2025,"Nasarawa","NGA projection scenario 2","incidence_U5",649.96,"Incidence per 1000","U5"
2025,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.24,"Deaths per 1000","all_ages"
2025,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",0.48,"Deaths per 1000","U5"
2026,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.1,"Prevalence","all_ages"
2026,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.05,"Prevalence","U5"
2026,"Nasarawa","NGA projection scenario 2","incidence_all_ages",745.11,"Incidence per 1000","all_ages"
2026,"Nasarawa","NGA projection scenario 2","incidence_U5",761.94,"Incidence per 1000","U5"
2026,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.27,"Deaths per 1000","all_ages"
2026,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",0.6,"Deaths per 1000","U5"
2027,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.09,"Prevalence","all_ages"
2027,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.04,"Prevalence","U5"
2027,"Nasarawa","NGA projection scenario 2","incidence_all_ages",684.95,"Incidence per 1000","all_ages"
2027,"Nasarawa","NGA projection scenario 2","incidence_U5",740.81,"Incidence per 1000","U5"
2027,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.22,"Deaths per 1000","all_ages"
2027,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",0.56,"Deaths per 1000","U5"
2028,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.05,"Prevalence","all_ages"
2028,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.02,"Prevalence","U5"
2028,"Nasarawa","NGA projection scenario 2","incidence_all_ages",442.75,"Incidence per 1000","all_ages"
2028,"Nasarawa","NGA projection scenario 2","incidence_U5",393.27,"Incidence per 1000","U5"
2028,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.21,"Deaths per 1000","all_ages"
2028,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",0.42,"Deaths per 1000","U5"
2029,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.07,"Prevalence","all_ages"
2029,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.03,"Prevalence","U5"
2029,"Nasarawa","NGA projection scenario 2","incidence_all_ages",651.36,"Incidence per 1000","all_ages"
2029,"Nasarawa","NGA projection scenario 2","incidence_U5",596.47,"Incidence per 1000","U5"
2029,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.22,"Deaths per 1000","all_ages"
2029,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",0.52,"Deaths per 1000","U5"
2030,"Nasarawa","NGA projection scenario 2","PfPR_all_ages",0.09,"Prevalence","all_ages"
2030,"Nasarawa","NGA projection scenario 2","PfPR_U5",0.04,"Prevalence","U5"
2030,"Nasarawa","NGA projection scenario 2","incidence_all_ages",794.15,"Incidence per 1000","all_ages"
2030,"Nasarawa","NGA projection scenario 2","incidence_U5",729.35,"Incidence per 1000","U5"
2030,"Nasarawa","NGA projection scenario 2","death_rate_mean_all_ages",0.31,"Deaths per 1000","all_ages"
2030,"Nasarawa","NGA projection scenario 2","death_rate_mean_U5",0.56,"Deaths per 1000","U5"
2020,"Niger","NGA projection scenario 2","PfPR_all_ages",0.22,"Prevalence","all_ages"
2020,"Niger","NGA projection scenario 2","PfPR_U5",0.18,"Prevalence","U5"
2020,"Niger","NGA projection scenario 2","incidence_all_ages",1100.97,"Incidence per 1000","all_ages"
2020,"Niger","NGA projection scenario 2","incidence_U5",1723.4,"Incidence per 1000","U5"
2020,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.55,"Deaths per 1000","all_ages"
2020,"Niger","NGA projection scenario 2","death_rate_mean_U5",2.25,"Deaths per 1000","U5"
2021,"Niger","NGA projection scenario 2","PfPR_all_ages",0.21,"Prevalence","all_ages"
2021,"Niger","NGA projection scenario 2","PfPR_U5",0.16,"Prevalence","U5"
2021,"Niger","NGA projection scenario 2","incidence_all_ages",1088.64,"Incidence per 1000","all_ages"
2021,"Niger","NGA projection scenario 2","incidence_U5",1690.2,"Incidence per 1000","U5"
2021,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.43,"Deaths per 1000","all_ages"
2021,"Niger","NGA projection scenario 2","death_rate_mean_U5",1.57,"Deaths per 1000","U5"
2022,"Niger","NGA projection scenario 2","PfPR_all_ages",0.17,"Prevalence","all_ages"
2022,"Niger","NGA projection scenario 2","PfPR_U5",0.13,"Prevalence","U5"
2022,"Niger","NGA projection scenario 2","incidence_all_ages",895.7,"Incidence per 1000","all_ages"
2022,"Niger","NGA projection scenario 2","incidence_U5",1377.11,"Incidence per 1000","U5"
2022,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.37,"Deaths per 1000","all_ages"
2022,"Niger","NGA projection scenario 2","death_rate_mean_U5",1.37,"Deaths per 1000","U5"
2023,"Niger","NGA projection scenario 2","PfPR_all_ages",0.11,"Prevalence","all_ages"
2023,"Niger","NGA projection scenario 2","PfPR_U5",0.07,"Prevalence","U5"
2023,"Niger","NGA projection scenario 2","incidence_all_ages",664.11,"Incidence per 1000","all_ages"
2023,"Niger","NGA projection scenario 2","incidence_U5",864.39,"Incidence per 1000","U5"
2023,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.25,"Deaths per 1000","all_ages"
2023,"Niger","NGA projection scenario 2","death_rate_mean_U5",0.7,"Deaths per 1000","U5"
2024,"Niger","NGA projection scenario 2","PfPR_all_ages",0.14,"Prevalence","all_ages"
2024,"Niger","NGA projection scenario 2","PfPR_U5",0.09,"Prevalence","U5"
2024,"Niger","NGA projection scenario 2","incidence_all_ages",901.02,"Incidence per 1000","all_ages"
2024,"Niger","NGA projection scenario 2","incidence_U5",1179.33,"Incidence per 1000","U5"
2024,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.3,"Deaths per 1000","all_ages"
2024,"Niger","NGA projection scenario 2","death_rate_mean_U5",0.82,"Deaths per 1000","U5"
2025,"Niger","NGA projection scenario 2","PfPR_all_ages",0.13,"Prevalence","all_ages"
2025,"Niger","NGA projection scenario 2","PfPR_U5",0.08,"Prevalence","U5"
2025,"Niger","NGA projection scenario 2","incidence_all_ages",836.07,"Incidence per 1000","all_ages"
2025,"Niger","NGA projection scenario 2","incidence_U5",1131.81,"Incidence per 1000","U5"
2025,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.3,"Deaths per 1000","all_ages"
2025,"Niger","NGA projection scenario 2","death_rate_mean_U5",0.83,"Deaths per 1000","U5"
2026,"Niger","NGA projection scenario 2","PfPR_all_ages",0.09,"Prevalence","all_ages"
2026,"Niger","NGA projection scenario 2","PfPR_U5",0.04,"Prevalence","U5"
2026,"Niger","NGA projection scenario 2","incidence_all_ages",620.81,"Incidence per 1000","all_ages"
2026,"Niger","NGA projection scenario 2","incidence_U5",695.34,"Incidence per 1000","U5"
2026,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.23,"Deaths per 1000","all_ages"
2026,"Niger","NGA projection scenario 2","death_rate_mean_U5",0.56,"Deaths per 1000","U5"
2027,"Niger","NGA projection scenario 2","PfPR_all_ages",0.12,"Prevalence","all_ages"
2027,"Niger","NGA projection scenario 2","PfPR_U5",0.06,"Prevalence","U5"
2027,"Niger","NGA projection scenario 2","incidence_all_ages",923.32,"Incidence per 1000","all_ages"
2027,"Niger","NGA projection scenario 2","incidence_U5",1032.54,"Incidence per 1000","U5"
2027,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.27,"Deaths per 1000","all_ages"
2027,"Niger","NGA projection scenario 2","death_rate_mean_U5",0.69,"Deaths per 1000","U5"
2028,"Niger","NGA projection scenario 2","PfPR_all_ages",0.12,"Prevalence","all_ages"
2028,"Niger","NGA projection scenario 2","PfPR_U5",0.06,"Prevalence","U5"
2028,"Niger","NGA projection scenario 2","incidence_all_ages",928.97,"Incidence per 1000","all_ages"
2028,"Niger","NGA projection scenario 2","incidence_U5",1076.71,"Incidence per 1000","U5"
2028,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.32,"Deaths per 1000","all_ages"
2028,"Niger","NGA projection scenario 2","death_rate_mean_U5",0.75,"Deaths per 1000","U5"
2029,"Niger","NGA projection scenario 2","PfPR_all_ages",0.09,"Prevalence","all_ages"
2029,"Niger","NGA projection scenario 2","PfPR_U5",0.04,"Prevalence","U5"
2029,"Niger","NGA projection scenario 2","incidence_all_ages",775.8,"Incidence per 1000","all_ages"
2029,"Niger","NGA projection scenario 2","incidence_U5",739.55,"Incidence per 1000","U5"
2029,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.25,"Deaths per 1000","all_ages"
2029,"Niger","NGA projection scenario 2","death_rate_mean_U5",0.51,"Deaths per 1000","U5"
2030,"Niger","NGA projection scenario 2","PfPR_all_ages",0.14,"Prevalence","all_ages"
2030,"Niger","NGA projection scenario 2","PfPR_U5",0.07,"Prevalence","U5"
2030,"Niger","NGA projection scenario 2","incidence_all_ages",1231.68,"Incidence per 1000","all_ages"
2030,"Niger","NGA projection scenario 2","incidence_U5",1232.33,"Incidence per 1000","U5"
2030,"Niger","NGA projection scenario 2","death_rate_mean_all_ages",0.37,"Deaths per 1000","all_ages"
2030,"Niger","NGA projection scenario 2","death_rate_mean_U5",0.84,"Deaths per 1000","U5"
2020,"Ogun","NGA projection scenario 2","PfPR_all_ages",0.17,"Prevalence","all_ages"
2020,"Ogun","NGA projection scenario 2","PfPR_U5",0.16,"Prevalence","U5"
2020,"Ogun","NGA projection scenario 2","incidence_all_ages",992.61,"Incidence per 1000","all_ages"
2020,"Ogun","NGA projection scenario 2","incidence_U5",1655.92,"Incidence per 1000","U5"
2020,"Ogun","NGA projection scenario 2","death_rate_mean_all_ages",0.56,"Deaths per 1000","all_ages"
2020,"Ogun","NGA projection scenario 2","death_rate_mean_U5",2.27,"Deaths per 1000","U5"
2021,"Ogun","NGA projection scenario 2","PfPR_all_ages",0.12,"Prevalence","all_ages"
2021,"Ogun","NGA projection scenario 2","PfPR_U5",0.11,"Prevalence","U5"
2021,"Ogun","NGA projection scenario 2","incidence_all_ages",728.32,"Incidence per 1000","all_ages"
2021,"Ogun","NGA projection scenario 2","incidence_U5",1216.87,"Incidence per 1000","U5"
2021,"Ogun","NGA projection scenario 2","death_rate_mean_all_ages",0.33,"Deaths per 1000","all_ages"
2021,"Ogun","NGA projection scenario 2","death_rate_mean_U5",1.21,"Deaths per 1000","U5"
2022,"Ogun","NGA projection scenario 2","PfPR_all_ages",0.09,"Prevalence","all_ages"
2022,"Ogun","NGA projection scenario 2","PfPR_U5",0.08,"Prevalence","U5"
2022,"Ogun","NGA projection scenario 2","incidence_all_ages",534.88,"Incidence per 1000","all_ages"
2022,"Ogun","NGA projection scenario 2","incidence_U5",969.24,"Incidence per 1000","U5"
2022,"Ogun","NGA projection scenario 2","death_rate_mean_all_ages",0.27,"Deaths per 1000","all_ages"
2022,"Ogun","NGA projection scenario 2","death_rate_mean_U5",1.06,"Deaths per 1000","U5"
2023,"Ogun","NGA projection scenario 2","PfPR_all_ages",0.09,"Prevalence","all_ages"
2023,"Ogun","NGA projection scenario 2","PfPR_U5",0.08,"Prevalence","U5"
2023,"Ogun","NGA projection scenario 2","incidence_all_ages",593.8,"Incidence per 1000","all_ages"
2023,"Ogun","NGA projection scenario 2","incidence_U5",1108.54,"Incidence per 1000","U5"
2023,"Ogun","NGA projection scenario 2","death_rate_mean_all_ages",0.25,"Deaths per 1000","all_ages"
2023,"Ogun","NGA projection scenario 2","death_rate_mean_U5",0.97,"Deaths per 1000","U5"
2024,"Ogun","NGA projection scenario 2","PfPR_all_ages",0.07,"Prevalence","all_ages"
2024,"Ogun","NGA projection scenario 2","PfPR_U5",0.06,"Prevalence","U5"
2024,"Ogun","NGA projection scenario 2","incidence_all_ages",461.02,"Incidence per 1000","all_ages"
2024,"Ogun","NGA projection scenario 2","incidence_U5",839.03,"Incidence per 1000","U5"
2024,"Ogun","NGA projection scenario 2","death_rate_mean_all_ages",0.16,"Deaths per 1000","all_ages"
2024,"Ogun","NGA projection scenario 2","death_rate_mean_U5",0.53,"Deaths per 1000","U5"
2025,"Ogun","NGA projection scenario 2","PfPR_all_ages",0.05,"Prevalence","all_ages"
2025,"Ogun","NGA projection scenario 2","PfPR_U5",0.04,"Prevalence","U5"
2025,"Ogun","NGA projection scenario 2","incidence_all_ages",410.47,"Incidence per 1000","all_ages"
2025,"Ogun","NGA projection scenario 2","incidence_U5",711.96,"Incidence per 1000","U5"
2025,"Ogun","NGA projection scenario 2","death_rate_mean_all_ages",0.12,"Deaths per 1000","all_ages"
2025,"Ogun","NGA projection scenario 2","death_rate_mean_U5",0.39,"Deaths per 1000","U5"
2026,"Ogun","NGA projection scenario 2","PfPR_all_ages",0.07,"Prevalence","all_ages"
2026,"Ogun","NGA projection scenario 2","PfPR_U5",0.04,"Prevalence","U5"
2026,"Ogun","NGA projection scenario 2","incidence_all_ages",536.15,"Incidence per 1000","all_ages"
2026,"Ogun","NGA projection scenario 2","incidence_U5",902.51,"Incidence per 1000","U5"
2026,"Ogun","NGA projection scenario 2","death_rate_mean_all_ages",0.15,"Deaths per 1000","all_ages"
2026,"Ogun","NGA projection scenario 2","death_rate_mean_U5",0.39,"Deaths per 1000","U5"
