"","X.1","X","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","mortality","llins_plan","kill_rate","block_initial","simday"
"4453",445,445,"Ijero","Oke-Ero",2029,"Ijero",0.8,0.8,0.8,0.8,4,"july",0.264220599,"PBO(2021)",0.712935452,0.65,3471
"879",879,879,"Ijumu","Oke-Ero",2020,"Ijumu",0.8,0.8,0.8,0.8,1,"july",0.312708323,"PBO(2021)",0.727239315,0.65,186
"8791",879,879,"Ijumu","Oke-Ero",2023,"Ijumu",0.8,0.8,0.8,0.8,2,"july",0.312708323,"PBO(2021)",0.727239315,0.65,1281
"8792",879,879,"Ijumu","Oke-Ero",2026,"Ijumu",0.8,0.8,0.8,0.8,3,"july",0.312708323,"PBO(2021)",0.727239315,0.65,2376
"8793",879,879,"Ijumu","Oke-Ero",2029,"Ijumu",0.8,0.8,0.8,0.8,4,"july",0.312708323,"PBO(2021)",0.727239315,0.65,3471
"79",79,79,"Ika","Ngor-Okpala",2021,"Ika",0.8,0.8,0.8,0.8,1,"june",0.281330517,"Standard 2020",0.36230356,0.53,527
"792",79,79,"Ika","Ngor-Okpala",2024,"Ika",0.8,0.8,0.8,0.8,2,"june",0.281330517,"Standard 2020",0.36230356,0.53,1622
"794",79,79,"Ika","Ngor-Okpala",2027,"Ika",0.8,0.8,0.8,0.8,3,"june",0.281330517,"Standard 2020",0.36230356,0.53,2717
"796",79,79,"Ika","Ngor-Okpala",2030,"Ika",0.8,0.8,0.8,0.8,4,"june",0.281330517,"Standard 2020",0.36230356,0.53,3812
"327",327,327,"Ika North East","Uzo-Uwani",2022,"Ika North East",0.8,0.8,0.8,0.8,1,"june",0.388201078,"PBO(2021)",0.739011823,0.65,892
"3271",327,327,"Ika North East","Uzo-Uwani",2025,"Ika North East",0.8,0.8,0.8,0.8,2,"june",0.388201078,"PBO(2021)",0.739011823,0.65,1987
"3272",327,327,"Ika North East","Uzo-Uwani",2028,"Ika North East",0.8,0.8,0.8,0.8,3,"june",0.388201078,"PBO(2021)",0.739011823,0.65,3082
"329",329,329,"Ika South","Uzo-Uwani",2022,"Ika South",0.8,0.8,0.8,0.8,1,"june",0.37137411,"PBO(2021)",0.737086908,0.65,892
"3291",329,329,"Ika South","Uzo-Uwani",2025,"Ika South",0.8,0.8,0.8,0.8,2,"june",0.37137411,"PBO(2021)",0.737086908,0.65,1987
"3292",329,329,"Ika South","Uzo-Uwani",2028,"Ika South",0.8,0.8,0.8,0.8,3,"june",0.37137411,"PBO(2021)",0.737086908,0.65,3082
"649",649,649,"Ikara","Soba",2022,"Ikara",0.8,0.8,0.8,0.8,1,"july",0.757882326,"PBO(2021)",0.751491984,0.905145185,916
"6491",649,649,"Ikara","Soba",2025,"Ikara",0.8,0.8,0.8,0.8,2,"july",0.757882326,"PBO(2021)",0.751491984,0.905145185,2011
"6492",649,649,"Ikara","Soba",2028,"Ikara",0.8,0.8,0.8,0.8,3,"july",0.757882326,"PBO(2021)",0.751491984,0.905145185,3106
"539",539,539,"Ikeduru","Ngor-Okpala",2020,"Ikeduru",0.8,0.8,0.8,0.8,1,"june",0.402638622,"PBO(2021)",0.740439976,0.65,162
"5391",539,539,"Ikeduru","Ngor-Okpala",2023,"Ikeduru",0.8,0.8,0.8,0.8,2,"june",0.402638622,"PBO(2021)",0.740439976,0.65,1257
"5392",539,539,"Ikeduru","Ngor-Okpala",2026,"Ikeduru",0.8,0.8,0.8,0.8,3,"june",0.402638622,"PBO(2021)",0.740439976,0.65,2352
"5393",539,539,"Ikeduru","Ngor-Okpala",2029,"Ikeduru",0.8,0.8,0.8,0.8,4,"june",0.402638622,"PBO(2021)",0.740439976,0.65,3447
"941",941,941,"Ikeja","Uzo-Uwani",2020,"Ikeja",0.8,0.8,0.8,0.8,1,"june",0.481253048,"PBO(2021)",0.745718207,0.65,162
"9411",941,941,"Ikeja","Uzo-Uwani",2023,"Ikeja",0.8,0.8,0.8,0.8,2,"june",0.481253048,"PBO(2021)",0.745718207,0.65,1257
"9412",941,941,"Ikeja","Uzo-Uwani",2026,"Ikeja",0.8,0.8,0.8,0.8,3,"june",0.481253048,"PBO(2021)",0.745718207,0.65,2352
"9413",941,941,"Ikeja","Uzo-Uwani",2029,"Ikeja",0.8,0.8,0.8,0.8,4,"june",0.481253048,"PBO(2021)",0.745718207,0.65,3447
"1047",1047,1047,"Ikenne","Owan East",2021,"Ikenne",0.8,0.8,0.8,0.8,1,"march",0.382682373,"PBO(2021)",0.738413711,0.65,435
"10471",1047,1047,"Ikenne","Owan East",2024,"Ikenne",0.8,0.8,0.8,0.8,2,"march",0.382682373,"PBO(2021)",0.738413711,0.65,1530
"10472",1047,1047,"Ikenne","Owan East",2027,"Ikenne",0.8,0.8,0.8,0.8,3,"march",0.382682373,"PBO(2021)",0.738413711,0.65,2625
"10473",1047,1047,"Ikenne","Owan East",2030,"Ikenne",0.8,0.8,0.8,0.8,4,"march",0.382682373,"PBO(2021)",0.738413711,0.65,3720
"447",447,447,"Ikere","Owan East",2020,"Ikere",0.8,0.8,0.8,0.8,1,"march",0.456857423,"PBO(2021)",0.744434569,0.65,70
"4471",447,447,"Ikere","Owan East",2023,"Ikere",0.8,0.8,0.8,0.8,2,"march",0.456857423,"PBO(2021)",0.744434569,0.65,1165
"4472",447,447,"Ikere","Owan East",2026,"Ikere",0.8,0.8,0.8,0.8,3,"march",0.456857423,"PBO(2021)",0.744434569,0.65,2260
"4473",447,447,"Ikere","Owan East",2029,"Ikere",0.8,0.8,0.8,0.8,4,"march",0.456857423,"PBO(2021)",0.744434569,0.65,3355
"449",449,449,"Ikole","Oke-Ero",2020,"Ikole",0.8,0.8,0.8,0.8,1,"july",0.320812672,"PBO(2021)",0.72897548,0.65,186
"4491",449,449,"Ikole","Oke-Ero",2023,"Ikole",0.8,0.8,0.8,0.8,2,"july",0.320812672,"PBO(2021)",0.72897548,0.65,1281
"4492",449,449,"Ikole","Oke-Ero",2026,"Ikole",0.8,0.8,0.8,0.8,3,"july",0.320812672,"PBO(2021)",0.72897548,0.65,2376
"4493",449,449,"Ikole","Oke-Ero",2029,"Ikole",0.8,0.8,0.8,0.8,4,"july",0.320812672,"PBO(2021)",0.72897548,0.65,3471
"301",301,301,"Ikom","Obubra",2021,"Ikom",0.8,0.8,0.8,0.8,1,"june",0.470923114,"Standard 2020",0.51620494,0.53,527
"3011",301,301,"Ikom","Obubra",2024,"Ikom",0.8,0.8,0.8,0.8,2,"june",0.470923114,"Standard 2020",0.51620494,0.53,1622
"3012",301,301,"Ikom","Obubra",2027,"Ikom",0.8,0.8,0.8,0.8,3,"june",0.470923114,"Standard 2020",0.51620494,0.53,2717
"3013",301,301,"Ikom","Obubra",2030,"Ikom",0.8,0.8,0.8,0.8,4,"june",0.470923114,"Standard 2020",0.51620494,0.53,3812
"81",81,81,"Ikono","Ngor-Okpala",2021,"Ikono",0.8,0.8,0.8,0.8,1,"june",0.3504186,"Standard 2020",0.419053252,0.53,527
"812",81,81,"Ikono","Ngor-Okpala",2024,"Ikono",0.8,0.8,0.8,0.8,2,"june",0.3504186,"Standard 2020",0.419053252,0.53,1622
"814",81,81,"Ikono","Ngor-Okpala",2027,"Ikono",0.8,0.8,0.8,0.8,3,"june",0.3504186,"Standard 2020",0.419053252,0.53,2717
"816",81,81,"Ikono","Ngor-Okpala",2030,"Ikono",0.8,0.8,0.8,0.8,4,"june",0.3504186,"Standard 2020",0.419053252,0.53,3812
"1541",1541,1541,"Ikorodu","Uzo-Uwani",2020,"Ikorodu",0.8,0.8,0.8,0.8,1,"june",0.461778972,"PBO(2021)",0.74471435,0.65,162
"15411",1541,1541,"Ikorodu","Uzo-Uwani",2023,"Ikorodu",0.8,0.8,0.8,0.8,2,"june",0.461778972,"PBO(2021)",0.74471435,0.65,1257
"15412",1541,1541,"Ikorodu","Uzo-Uwani",2026,"Ikorodu",0.8,0.8,0.8,0.8,3,"june",0.461778972,"PBO(2021)",0.74471435,0.65,2352
"15413",1541,1541,"Ikorodu","Uzo-Uwani",2029,"Ikorodu",0.8,0.8,0.8,0.8,4,"june",0.461778972,"PBO(2021)",0.74471435,0.65,3447
"83",83,83,"Ikot Abasi","Nsit Ubium",2021,"Ikot Abasi",0.8,0.8,0.8,0.8,1,"june",0.194063012,"Standard 2020",0.293529351,0.53,527
"832",83,83,"Ikot Abasi","Nsit Ubium",2024,"Ikot Abasi",0.8,0.8,0.8,0.8,2,"june",0.194063012,"Standard 2020",0.293529351,0.53,1622
"834",83,83,"Ikot Abasi","Nsit Ubium",2027,"Ikot Abasi",0.8,0.8,0.8,0.8,3,"june",0.194063012,"Standard 2020",0.293529351,0.53,2717
"836",83,83,"Ikot Abasi","Nsit Ubium",2030,"Ikot Abasi",0.8,0.8,0.8,0.8,4,"june",0.194063012,"Standard 2020",0.293529351,0.53,3812
"85",85,85,"Ikot Ekpene","Ngor-Okpala",2021,"Ikot Ekpene",0.8,0.8,0.8,0.8,1,"june",0.356519334,"Standard 2020",0.424084125,0.53,527
"852",85,85,"Ikot Ekpene","Ngor-Okpala",2024,"Ikot Ekpene",0.8,0.8,0.8,0.8,2,"june",0.356519334,"Standard 2020",0.424084125,0.53,1622
"854",85,85,"Ikot Ekpene","Ngor-Okpala",2027,"Ikot Ekpene",0.8,0.8,0.8,0.8,3,"june",0.356519334,"Standard 2020",0.424084125,0.53,2717
"856",85,85,"Ikot Ekpene","Ngor-Okpala",2030,"Ikot Ekpene",0.8,0.8,0.8,0.8,4,"june",0.356519334,"Standard 2020",0.424084125,0.53,3812
"409",409,409,"Ikpoba-Okha","Uzo-Uwani",2020,"Ikpoba-Okha",0.8,0.8,0.8,0.8,1,"june",0.323305427,"PBO(2021)",0.729480418,0.65,162
"4091",409,409,"Ikpoba-Okha","Uzo-Uwani",2023,"Ikpoba-Okha",0.8,0.8,0.8,0.8,2,"june",0.323305427,"PBO(2021)",0.729480418,0.65,1257
"4092",409,409,"Ikpoba-Okha","Uzo-Uwani",2026,"Ikpoba-Okha",0.8,0.8,0.8,0.8,3,"june",0.323305427,"PBO(2021)",0.729480418,0.65,2352
"4093",409,409,"Ikpoba-Okha","Uzo-Uwani",2029,"Ikpoba-Okha",0.8,0.8,0.8,0.8,4,"june",0.323305427,"PBO(2021)",0.729480418,0.65,3447
"1255",1255,1255,"Ikwerre","Oru West",2020,"Ikwerre",0.8,0.8,0.8,0.8,1,"june",0.244599108,"PBO(2021)",0.704495644,0.65,162
"12551",1255,1255,"Ikwerre","Oru West",2023,"Ikwerre",0.8,0.8,0.8,0.8,2,"june",0.244599108,"PBO(2021)",0.704495644,0.65,1257
"12552",1255,1255,"Ikwerre","Oru West",2026,"Ikwerre",0.8,0.8,0.8,0.8,3,"june",0.244599108,"PBO(2021)",0.704495644,0.65,2352
"12553",1255,1255,"Ikwerre","Oru West",2029,"Ikwerre",0.8,0.8,0.8,0.8,4,"june",0.244599108,"PBO(2021)",0.704495644,0.65,3447
"377",377,377,"Ikwo","Obubra",2020,"Ikwo",0.8,0.8,0.8,0.8,1,"june",0.39899006,"Standard 2020",0.45892996,0.53,162
"3771",377,377,"Ikwo","Obubra",2023,"Ikwo",0.8,0.8,0.8,0.8,2,"june",0.39899006,"Standard 2020",0.45892996,0.53,1257
"3772",377,377,"Ikwo","Obubra",2026,"Ikwo",0.8,0.8,0.8,0.8,3,"june",0.39899006,"Standard 2020",0.45892996,0.53,2352
"3773",377,377,"Ikwo","Obubra",2029,"Ikwo",0.8,0.8,0.8,0.8,4,"june",0.39899006,"Standard 2020",0.45892996,0.53,3447
"9",9,9,"Ikwuano","Ngor-Okpala",2020,"Ikwuano",0.8,0.8,0.8,0.8,1,"june",0.469780688,"PBO(2021)",0.74514594,0.65,162
"92",9,9,"Ikwuano","Ngor-Okpala",2023,"Ikwuano",0.8,0.8,0.8,0.8,2,"june",0.469780688,"PBO(2021)",0.74514594,0.65,1257
"94",9,9,"Ikwuano","Ngor-Okpala",2026,"Ikwuano",0.8,0.8,0.8,0.8,3,"june",0.469780688,"PBO(2021)",0.74514594,0.65,2352
"96",9,9,"Ikwuano","Ngor-Okpala",2029,"Ikwuano",0.8,0.8,0.8,0.8,4,"june",0.469780688,"PBO(2021)",0.74514594,0.65,3447
"1129",1129,1129,"Ila","Oke-Ero",2020,"Ila",0.8,0.8,0.8,0.8,1,"july",0.32967771,"PBO(2021)",0.730713208,0.65,186
"11291",1129,1129,"Ila","Oke-Ero",2023,"Ila",0.8,0.8,0.8,0.8,2,"july",0.32967771,"PBO(2021)",0.730713208,0.65,1281
"11292",1129,1129,"Ila","Oke-Ero",2026,"Ila",0.8,0.8,0.8,0.8,3,"july",0.32967771,"PBO(2021)",0.730713208,0.65,2376
"11293",1129,1129,"Ila","Oke-Ero",2029,"Ila",0.8,0.8,0.8,0.8,4,"july",0.32967771,"PBO(2021)",0.730713208,0.65,3471
"1425",1425,1425,"Ilaje","Owan East",2020,"Ilaje",0.8,0.8,0.8,0.8,1,"march",0.29492871,"PBO(2021)",0.722859572,0.65,70
"14251",1425,1425,"Ilaje","Owan East",2023,"Ilaje",0.8,0.8,0.8,0.8,2,"march",0.29492871,"PBO(2021)",0.722859572,0.65,1165
"14252",1425,1425,"Ilaje","Owan East",2026,"Ilaje",0.8,0.8,0.8,0.8,3,"march",0.29492871,"PBO(2021)",0.722859572,0.65,2260
"14253",1425,1425,"Ilaje","Owan East",2029,"Ilaje",0.8,0.8,0.8,0.8,4,"march",0.29492871,"PBO(2021)",0.722859572,0.65,3355
"1081",1081,1081,"Ile-Oluji-Okeigbo","Akinyele",2020,"Ile-Oluji-Okeigbo",0.8,0.8,0.8,0.8,1,"may",0.384384096,"PBO(2021)",0.738601432,0.65,131
"10811",1081,1081,"Ile-Oluji-Okeigbo","Akinyele",2023,"Ile-Oluji-Okeigbo",0.8,0.8,0.8,0.8,2,"may",0.384384096,"PBO(2021)",0.738601432,0.65,1226
"10812",1081,1081,"Ile-Oluji-Okeigbo","Akinyele",2026,"Ile-Oluji-Okeigbo",0.8,0.8,0.8,0.8,3,"may",0.384384096,"PBO(2021)",0.738601432,0.65,2321
"10813",1081,1081,"Ile-Oluji-Okeigbo","Akinyele",2029,"Ile-Oluji-Okeigbo",0.8,0.8,0.8,0.8,4,"may",0.384384096,"PBO(2021)",0.738601432,0.65,3416
"451",451,451,"Ilemeji","Oke-Ero",2020,"Ilemeji",0.8,0.8,0.8,0.8,1,"july",0.308389127,"PBO(2021)",0.726251209,0.65,186
"4511",451,451,"Ilemeji","Oke-Ero",2023,"Ilemeji",0.8,0.8,0.8,0.8,2,"july",0.308389127,"PBO(2021)",0.726251209,0.65,1281
"4512",451,451,"Ilemeji","Oke-Ero",2026,"Ilemeji",0.8,0.8,0.8,0.8,3,"july",0.308389127,"PBO(2021)",0.726251209,0.65,2376
"4513",451,451,"Ilemeji","Oke-Ero",2029,"Ilemeji",0.8,0.8,0.8,0.8,4,"july",0.308389127,"PBO(2021)",0.726251209,0.65,3471
"1131",1131,1131,"Ilesha East","Owan East",2020,"Ilesha East",0.8,0.8,0.8,0.8,1,"march",0.40077994,"PBO(2021)",0.740266485,0.65,70
"11311",1131,1131,"Ilesha East","Owan East",2023,"Ilesha East",0.8,0.8,0.8,0.8,2,"march",0.40077994,"PBO(2021)",0.740266485,0.65,1165
"11312",1131,1131,"Ilesha East","Owan East",2026,"Ilesha East",0.8,0.8,0.8,0.8,3,"march",0.40077994,"PBO(2021)",0.740266485,0.65,2260
"11313",1131,1131,"Ilesha East","Owan East",2029,"Ilesha East",0.8,0.8,0.8,0.8,4,"march",0.40077994,"PBO(2021)",0.740266485,0.65,3355
"1133",1133,1133,"Ilesha West","Akinyele",2020,"Ilesha West",0.8,0.8,0.8,0.8,1,"may",0.387460247,"PBO(2021)",0.738933305,0.65,131
"11331",1133,1133,"Ilesha West","Akinyele",2023,"Ilesha West",0.8,0.8,0.8,0.8,2,"may",0.387460247,"PBO(2021)",0.738933305,0.65,1226
"11332",1133,1133,"Ilesha West","Akinyele",2026,"Ilesha West",0.8,0.8,0.8,0.8,3,"may",0.387460247,"PBO(2021)",0.738933305,0.65,2321
"11333",1133,1133,"Ilesha West","Akinyele",2029,"Ilesha West",0.8,0.8,0.8,0.8,4,"may",0.387460247,"PBO(2021)",0.738933305,0.65,3416
"1289",1289,1289,"Illela","Gawabawa",2020,"Illela",0.8,0.8,0.8,0.8,1,"august",0.78404554,"PBO(2021)",0.751682958,0.916727662,223
"12891",1289,1289,"Illela","Gawabawa",2023,"Illela",0.8,0.8,0.8,0.8,2,"august",0.78404554,"PBO(2021)",0.751682958,0.916727662,1318
"12892",1289,1289,"Illela","Gawabawa",2026,"Illela",0.8,0.8,0.8,0.8,3,"august",0.78404554,"PBO(2021)",0.751682958,0.916727662,2413
"12893",1289,1289,"Illela","Gawabawa",2029,"Illela",0.8,0.8,0.8,0.8,4,"august",0.78404554,"PBO(2021)",0.751682958,0.916727662,3508
"903",903,903,"Ilorin East","Oke-Ero",2020,"Ilorin East",0.8,0.8,0.8,0.8,1,"july",0.350824888,"NewGen(2021)",0.9,0.61,186
"9031",903,903,"Ilorin East","Oke-Ero",2023,"Ilorin East",0.8,0.8,0.8,0.8,2,"july",0.350824888,"NewGen(2021)",0.9,0.61,1281
"9032",903,903,"Ilorin East","Oke-Ero",2026,"Ilorin East",0.8,0.8,0.8,0.8,3,"july",0.350824888,"NewGen(2021)",0.9,0.61,2376
"9033",903,903,"Ilorin East","Oke-Ero",2029,"Ilorin East",0.8,0.8,0.8,0.8,4,"july",0.350824888,"NewGen(2021)",0.9,0.61,3471
"905",905,905,"Ilorin South","Oke-Ero",2020,"Ilorin South",0.8,0.8,0.8,0.8,1,"july",0.316790933,"NewGen(2021)",0.9,0.61,186
"9051",905,905,"Ilorin South","Oke-Ero",2023,"Ilorin South",0.8,0.8,0.8,0.8,2,"july",0.316790933,"NewGen(2021)",0.9,0.61,1281
"9052",905,905,"Ilorin South","Oke-Ero",2026,"Ilorin South",0.8,0.8,0.8,0.8,3,"july",0.316790933,"NewGen(2021)",0.9,0.61,2376
"9053",905,905,"Ilorin South","Oke-Ero",2029,"Ilorin South",0.8,0.8,0.8,0.8,4,"july",0.316790933,"NewGen(2021)",0.9,0.61,3471
"907",907,907,"Ilorin West","Owan East",2020,"Ilorin West",0.8,0.8,0.8,0.8,1,"march",0.300629985,"NewGen(2021)",0.9,0.61,70
"9071",907,907,"Ilorin West","Owan East",2023,"Ilorin West",0.8,0.8,0.8,0.8,2,"march",0.300629985,"NewGen(2021)",0.9,0.61,1165
"9072",907,907,"Ilorin West","Owan East",2026,"Ilorin West",0.8,0.8,0.8,0.8,3,"march",0.300629985,"NewGen(2021)",0.9,0.61,2260
"9073",907,907,"Ilorin West","Owan East",2029,"Ilorin West",0.8,0.8,0.8,0.8,4,"march",0.300629985,"NewGen(2021)",0.9,0.61,3355
"1435",1435,1435,"Imeko-Afon","Oke-Ero",2021,"Imeko-Afon",0.8,0.8,0.8,0.8,1,"july",0.370192293,"PBO(2021)",0.736939847,0.65,551
"14351",1435,1435,"Imeko-Afon","Oke-Ero",2024,"Imeko-Afon",0.8,0.8,0.8,0.8,2,"july",0.370192293,"PBO(2021)",0.736939847,0.65,1646
"14352",1435,1435,"Imeko-Afon","Oke-Ero",2027,"Imeko-Afon",0.8,0.8,0.8,0.8,3,"july",0.370192293,"PBO(2021)",0.736939847,0.65,2741
"14353",1435,1435,"Imeko-Afon","Oke-Ero",2030,"Imeko-Afon",0.8,0.8,0.8,0.8,4,"july",0.370192293,"PBO(2021)",0.736939847,0.65,3836
"795",795,795,"Ingawa","Rimi",2021,"Ingawa",0.931034483,0.833333333,0.8,0.818181818,1,"march",0.687125681,"PBO(2021)",0.750812891,0.864552136,435
"7951",795,795,"Ingawa","Rimi",2024,"Ingawa",0.931034483,0.833333333,0.8,0.818181818,2,"march",0.687125681,"PBO(2021)",0.750812891,0.864552136,1530
"7952",795,795,"Ingawa","Rimi",2027,"Ingawa",0.931034483,0.833333333,0.8,0.818181818,3,"march",0.687125681,"PBO(2021)",0.750812891,0.864552136,2625
"7953",795,795,"Ingawa","Rimi",2030,"Ingawa",0.931034483,0.833333333,0.8,0.818181818,4,"march",0.687125681,"PBO(2021)",0.750812891,0.864552136,3720
"87",87,87,"Ini","Ngor-Okpala",2021,"Ini",0.8,0.8,0.8,0.8,1,"june",0.395911217,"Standard 2020",0.45642023,0.53,527
"872",87,87,"Ini","Ngor-Okpala",2024,"Ini",0.8,0.8,0.8,0.8,2,"june",0.395911217,"Standard 2020",0.45642023,0.53,1622
"874",87,87,"Ini","Ngor-Okpala",2027,"Ini",0.8,0.8,0.8,0.8,3,"june",0.395911217,"Standard 2020",0.45642023,0.53,2717
"876",87,87,"Ini","Ngor-Okpala",2030,"Ini",0.8,0.8,0.8,0.8,4,"june",0.395911217,"Standard 2020",0.45642023,0.53,3812
"1381",1381,1381,"Ipokia","Uzo-Uwani",2021,"Ipokia",0.8,0.8,0.8,0.8,1,"june",0.383971272,"PBO(2021)",0.738556166,0.65,527
"13811",1381,1381,"Ipokia","Uzo-Uwani",2024,"Ipokia",0.8,0.8,0.8,0.8,2,"june",0.383971272,"PBO(2021)",0.738556166,0.65,1622
"13812",1381,1381,"Ipokia","Uzo-Uwani",2027,"Ipokia",0.8,0.8,0.8,0.8,3,"june",0.383971272,"PBO(2021)",0.738556166,0.65,2717
"13813",1381,1381,"Ipokia","Uzo-Uwani",2030,"Ipokia",0.8,0.8,0.8,0.8,4,"june",0.383971272,"PBO(2021)",0.738556166,0.65,3812
"1083",1083,1083,"Irele","Akinyele",2020,"Irele",0.8,0.8,0.8,0.8,1,"may",0.393822894,"PBO(2021)",0.739590471,0.65,131
"10831",1083,1083,"Irele","Akinyele",2023,"Irele",0.8,0.8,0.8,0.8,2,"may",0.393822894,"PBO(2021)",0.739590471,0.65,1226
"10832",1083,1083,"Irele","Akinyele",2026,"Irele",0.8,0.8,0.8,0.8,3,"may",0.393822894,"PBO(2021)",0.739590471,0.65,2321
"10833",1083,1083,"Irele","Akinyele",2029,"Irele",0.8,0.8,0.8,0.8,4,"may",0.393822894,"PBO(2021)",0.739590471,0.65,3416
"1179",1179,1179,"Irepo","Oke-Ero",2020,"Irepo",0.8,0.8,0.8,0.8,1,"july",0.40196685,"Dual Al+PBO 2020",0.740377609,0.65,186
"11791",1179,1179,"Irepo","Oke-Ero",2023,"Irepo",0.8,0.8,0.8,0.8,2,"july",0.40196685,"Dual Al+PBO 2020",0.740377609,0.65,1281
"11792",1179,1179,"Irepo","Oke-Ero",2026,"Irepo",0.8,0.8,0.8,0.8,3,"july",0.40196685,"Dual Al+PBO 2020",0.740377609,0.65,2376
"11793",1179,1179,"Irepo","Oke-Ero",2029,"Irepo",0.8,0.8,0.8,0.8,4,"july",0.40196685,"Dual Al+PBO 2020",0.740377609,0.65,3471
"453",453,453,"Irepodun/Ifelodun","Oke-Ero",2020,"Irepodun-Ifelodun",0.8,0.8,0.8,0.8,1,"july",0.314066122,"PBO(2021)",0.727540664,0.65,186
"4531",453,453,"Irepodun/Ifelodun","Oke-Ero",2023,"Irepodun-Ifelodun",0.8,0.8,0.8,0.8,2,"july",0.314066122,"PBO(2021)",0.727540664,0.65,1281
"4532",453,453,"Irepodun/Ifelodun","Oke-Ero",2026,"Irepodun-Ifelodun",0.8,0.8,0.8,0.8,3,"july",0.314066122,"PBO(2021)",0.727540664,0.65,2376
"4533",453,453,"Irepodun/Ifelodun","Oke-Ero",2029,"Irepodun-Ifelodun",0.8,0.8,0.8,0.8,4,"july",0.314066122,"PBO(2021)",0.727540664,0.65,3471
"909",909,909,"Irepodun1","Owan East",2020,"Irepodun1",0.8,0.8,0.8,0.8,1,"march",0.354587436,"NewGen(2021)",0.9,0.61,70
"9091",909,909,"Irepodun1","Owan East",2023,"Irepodun1",0.8,0.8,0.8,0.8,2,"march",0.354587436,"NewGen(2021)",0.9,0.61,1165
"9092",909,909,"Irepodun1","Owan East",2026,"Irepodun1",0.8,0.8,0.8,0.8,3,"march",0.354587436,"NewGen(2021)",0.9,0.61,2260
"9093",909,909,"Irepodun1","Owan East",2029,"Irepodun1",0.8,0.8,0.8,0.8,4,"march",0.354587436,"NewGen(2021)",0.9,0.61,3355
"1135",1135,1135,"Irepodun2","Akinyele",2020,"Irepodun2",0.8,0.8,0.8,0.8,1,"may",0.48248331,"PBO(2021)",0.745776531,0.65,131
"11351",1135,1135,"Irepodun2","Akinyele",2023,"Irepodun2",0.8,0.8,0.8,0.8,2,"may",0.48248331,"PBO(2021)",0.745776531,0.65,1226
"11352",1135,1135,"Irepodun2","Akinyele",2026,"Irepodun2",0.8,0.8,0.8,0.8,3,"may",0.48248331,"PBO(2021)",0.745776531,0.65,2321
"11353",1135,1135,"Irepodun2","Akinyele",2029,"Irepodun2",0.8,0.8,0.8,0.8,4,"may",0.48248331,"PBO(2021)",0.745776531,0.65,3416
"1137",1137,1137,"Irewole","Akinyele",2020,"Irewole",0.8,0.8,0.8,0.8,1,"may",0.390385171,"PBO(2021)",0.739240199,0.65,131
"11371",1137,1137,"Irewole","Akinyele",2023,"Irewole",0.8,0.8,0.8,0.8,2,"may",0.390385171,"PBO(2021)",0.739240199,0.65,1226
"11372",1137,1137,"Irewole","Akinyele",2026,"Irewole",0.8,0.8,0.8,0.8,3,"may",0.390385171,"PBO(2021)",0.739240199,0.65,2321
"11373",1137,1137,"Irewole","Akinyele",2029,"Irewole",0.8,0.8,0.8,0.8,4,"may",0.390385171,"PBO(2021)",0.739240199,0.65,3416
"1291",1291,1291,"Isa","Rimi",2020,"Isa",0.8,0.8,0.8,0.8,1,"march",0.799422792,"PBO(2021)",0.751783474,0.922834645,70
"12911",1291,1291,"Isa","Rimi",2023,"Isa",0.8,0.8,0.8,0.8,2,"march",0.799422792,"PBO(2021)",0.751783474,0.922834645,1165
"12912",1291,1291,"Isa","Rimi",2026,"Isa",0.8,0.8,0.8,0.8,3,"march",0.799422792,"PBO(2021)",0.751783474,0.922834645,2260
"12913",1291,1291,"Isa","Rimi",2029,"Isa",0.8,0.8,0.8,0.8,4,"march",0.799422792,"PBO(2021)",0.751783474,0.922834645,3355
"455",455,455,"Ise/Orun","Oke-Ero",2020,"Ise-Orun",0.8,0.8,0.8,0.8,1,"july",0.409896538,"PBO(2021)",0.74109031,0.65,186
"4551",455,455,"Ise/Orun","Oke-Ero",2023,"Ise-Orun",0.8,0.8,0.8,0.8,2,"july",0.409896538,"PBO(2021)",0.74109031,0.65,1281
"4552",455,455,"Ise/Orun","Oke-Ero",2026,"Ise-Orun",0.8,0.8,0.8,0.8,3,"july",0.409896538,"PBO(2021)",0.74109031,0.65,2376
"4553",455,455,"Ise/Orun","Oke-Ero",2029,"Ise-Orun",0.8,0.8,0.8,0.8,4,"july",0.409896538,"PBO(2021)",0.74109031,0.65,3471
"843",843,843,"Iseyin","Akinyele",2020,"Iseyin",0.8,0.8,0.8,0.8,1,"may",0.381804807,"Dual Al+PBO 2020",0.738315731,0.65,131
"8431",843,843,"Iseyin","Akinyele",2023,"Iseyin",0.8,0.8,0.8,0.8,2,"may",0.381804807,"Dual Al+PBO 2020",0.738315731,0.65,1226
"8432",843,843,"Iseyin","Akinyele",2026,"Iseyin",0.8,0.8,0.8,0.8,3,"may",0.381804807,"Dual Al+PBO 2020",0.738315731,0.65,2321
"8433",843,843,"Iseyin","Akinyele",2029,"Iseyin",0.8,0.8,0.8,0.8,4,"may",0.381804807,"Dual Al+PBO 2020",0.738315731,0.65,3416
"379",379,379,"Ishielu","Owan East",2020,"Ishielu",0.8,0.8,0.8,0.8,1,"march",0.402215764,"Standard 2020",0.461555673,0.53,70
