,LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round,min_increase,scale_values,scenario
618,Offa,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
619,Offa,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
620,Offa,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
621,Offa,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
622,Offa,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
623,Offa,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
624,Offa,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
625,Offa,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
626,Offa,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
627,Offa,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
628,Ogbomosho North,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
629,Ogbomosho North,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
630,Ogbomosho North,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
631,Ogbomosho North,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
632,Ogbomosho North,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
633,Ogbomosho North,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
634,Ogbomosho North,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
635,Ogbomosho North,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
636,Ogbomosho North,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
637,Ogbomosho North,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
638,Ogbomosho North,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
639,Ogbomosho South,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
640,Ogbomosho South,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
641,Ogbomosho South,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
642,Ogbomosho South,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
643,Ogbomosho South,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
644,Ogbomosho South,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
645,Ogbomosho South,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
646,Ogbomosho South,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
647,Ogbomosho South,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
648,Ogbomosho South,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
649,Ogbomosho South,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
650,Ohimini,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
651,Ohimini,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
652,Ohimini,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
653,Ohimini,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
654,Ohimini,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
655,Ohimini,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
656,Ohimini,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
657,Ohimini,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
658,Ohimini,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
659,Ohimini,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
660,Ohimini,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
661,Okpokwu,Akinyele,0.211857143,0.211857143,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
662,Okpokwu,Akinyele,0.280857143,0.280857143,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
663,Okpokwu,Akinyele,0.349857143,0.349857143,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
664,Okpokwu,Akinyele,0.418857143,0.418857143,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
665,Okpokwu,Akinyele,0.487857143,0.487857143,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
666,Okpokwu,Akinyele,0.556857143,0.556857143,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
667,Okpokwu,Akinyele,0.625857143,0.625857143,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
668,Okpokwu,Akinyele,0.694857143,0.694857143,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
669,Okpokwu,Akinyele,0.763857143,0.763857143,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
670,Okpokwu,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
671,Okpokwu,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
672,Olamabolo,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
673,Olamabolo,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
674,Olamabolo,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
675,Olamabolo,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
676,Olamabolo,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
677,Olamabolo,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
678,Olamabolo,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
679,Olamabolo,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
680,Olamabolo,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
681,Olamabolo,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
682,Olamabolo,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
683,Olorunda,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
684,Olorunda,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
685,Olorunda,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
686,Olorunda,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
687,Olorunda,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
688,Olorunda,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
689,Olorunda,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
690,Olorunda,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
691,Olorunda,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
692,Olorunda,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
693,Olorunda,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
694,Ona-Ara,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
695,Ona-Ara,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
696,Ona-Ara,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
697,Ona-Ara,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
698,Ona-Ara,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
699,Ona-Ara,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
700,Ona-Ara,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
701,Ona-Ara,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
702,Ona-Ara,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
703,Ona-Ara,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
704,Ona-Ara,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
705,Ondo East,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
706,Ondo East,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
707,Ondo East,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
708,Ondo East,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
709,Ondo East,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
710,Ondo East,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
711,Ondo East,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
712,Ondo East,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
713,Ondo East,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
714,Ondo East,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
715,Ondo East,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
716,Ondo West,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
717,Ondo West,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
718,Ondo West,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
719,Ondo West,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
720,Ondo West,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
721,Ondo West,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
722,Ondo West,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
723,Ondo West,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
724,Ondo West,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
725,Ondo West,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
726,Ondo West,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
727,Ovia South West,Akinyele,0.211857143,0.211857143,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
728,Ovia South West,Akinyele,0.280857143,0.280857143,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
729,Ovia South West,Akinyele,0.349857143,0.349857143,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
730,Ovia South West,Akinyele,0.418857143,0.418857143,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
731,Ovia South West,Akinyele,0.487857143,0.487857143,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
732,Ovia South West,Akinyele,0.556857143,0.556857143,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
733,Ovia South West,Akinyele,0.625857143,0.625857143,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
734,Ovia South West,Akinyele,0.694857143,0.694857143,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
735,Ovia South West,Akinyele,0.763857143,0.763857143,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
736,Ovia South West,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
737,Ovia South West,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
738,Oyo East,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
739,Oyo East,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
740,Oyo East,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
741,Oyo East,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
742,Oyo East,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
743,Oyo East,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
744,Oyo East,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
745,Oyo East,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
746,Oyo East,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
747,Oyo East,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
748,Oyo East,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
749,Oyo West,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
750,Oyo West,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
751,Oyo West,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
752,Oyo West,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
753,Oyo West,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
754,Oyo West,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
755,Oyo West,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
756,Oyo West,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
757,Oyo West,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
758,Oyo West,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
759,Oyo West,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
760,Saki West,Akinyele,0.223926235,0.223926235,0.559,0,365,2020,-1,1,0.069,0.069,Scenario 2 (National malaria strategic plan)
761,Saki West,Akinyele,0.292926235,0.292926235,0.628,365,365,2021,-1,2,0.069,0.138,Scenario 2 (National malaria strategic plan)
762,Saki West,Akinyele,0.361926235,0.361926235,0.697,730,365,2022,-1,3,0.069,0.207,Scenario 2 (National malaria strategic plan)
763,Saki West,Akinyele,0.430926235,0.430926235,0.766,1095,365,2023,-1,4,0.069,0.276,Scenario 2 (National malaria strategic plan)
764,Saki West,Akinyele,0.499926235,0.499926235,0.8,1460,365,2024,-1,5,0.069,0.345,Scenario 2 (National malaria strategic plan)
765,Saki West,Akinyele,0.568926235,0.568926235,0.8,1825,365,2025,-1,6,0.069,0.414,Scenario 2 (National malaria strategic plan)
766,Saki West,Akinyele,0.637926235,0.637926235,0.8,2190,365,2026,-1,7,0.069,0.483,Scenario 2 (National malaria strategic plan)
767,Saki West,Akinyele,0.706926235,0.706926235,0.8,2555,365,2027,-1,8,0.069,0.552,Scenario 2 (National malaria strategic plan)
768,Saki West,Akinyele,0.775926235,0.775926235,0.8,2920,365,2028,-1,9,0.069,0.621,Scenario 2 (National malaria strategic plan)
769,Saki West,Akinyele,0.8,0.8,0.8,3285,365,2029,-1,10,0.069,0.69,Scenario 2 (National malaria strategic plan)
770,Saki West,Akinyele,0.8,0.8,0.8,3650,-1,2030,-1,11,0.069,0.759,Scenario 2 (National malaria strategic plan)
771,Akko,Alkaleri,0.222904448,0.222904448,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
772,Akko,Alkaleri,0.299904448,0.299904448,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
773,Akko,Alkaleri,0.376904448,0.376904448,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
774,Akko,Alkaleri,0.453904448,0.453904448,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
775,Akko,Alkaleri,0.530904448,0.530904448,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
776,Akko,Alkaleri,0.607904448,0.607904448,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
777,Akko,Alkaleri,0.684904448,0.684904448,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
778,Akko,Alkaleri,0.761904448,0.761904448,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
779,Akko,Alkaleri,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
780,Akko,Alkaleri,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
781,Akko,Alkaleri,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
782,Alkaleri,Alkaleri,0.299117546,0.299117546,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
783,Alkaleri,Alkaleri,0.376117546,0.376117546,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
784,Alkaleri,Alkaleri,0.453117546,0.453117546,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
785,Alkaleri,Alkaleri,0.530117546,0.530117546,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
786,Alkaleri,Alkaleri,0.607117546,0.607117546,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
787,Alkaleri,Alkaleri,0.684117546,0.684117546,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
788,Alkaleri,Alkaleri,0.761117546,0.761117546,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
789,Alkaleri,Alkaleri,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
790,Alkaleri,Alkaleri,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
791,Alkaleri,Alkaleri,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
792,Alkaleri,Alkaleri,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
793,Balanga,Alkaleri,0.291165347,0.291165347,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
794,Balanga,Alkaleri,0.368165347,0.368165347,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
795,Balanga,Alkaleri,0.445165347,0.445165347,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
796,Balanga,Alkaleri,0.522165347,0.522165347,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
797,Balanga,Alkaleri,0.599165347,0.599165347,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
798,Balanga,Alkaleri,0.676165347,0.676165347,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
799,Balanga,Alkaleri,0.753165347,0.753165347,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
800,Balanga,Alkaleri,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
801,Balanga,Alkaleri,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
802,Balanga,Alkaleri,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
803,Balanga,Alkaleri,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
804,Bauchi,Alkaleri,0.104077492,0.104077492,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
805,Bauchi,Alkaleri,0.181077492,0.181077492,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
806,Bauchi,Alkaleri,0.258077492,0.258077492,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
807,Bauchi,Alkaleri,0.335077492,0.335077492,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
808,Bauchi,Alkaleri,0.412077492,0.412077492,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
809,Bauchi,Alkaleri,0.489077492,0.489077492,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
810,Bauchi,Alkaleri,0.566077492,0.566077492,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
811,Bauchi,Alkaleri,0.643077492,0.643077492,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
812,Bauchi,Alkaleri,0.720077492,0.720077492,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
813,Bauchi,Alkaleri,0.797077492,0.797077492,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
814,Bauchi,Alkaleri,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
815,Bayo,Alkaleri,0.577,0.577,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
816,Bayo,Alkaleri,0.654,0.654,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
817,Bayo,Alkaleri,0.731,0.731,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
