X,LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,mortality,llins_plan,kill_rate,block_initial,simday
1257,Khana,Nsit Ubium,2029,Khana,0.8,0.8,0.8,0.8,4,june,0.213023685,PBO(2021),0.686013131,0.65,3447
725,Kibiya,Gwarzo,2022,Kibiya,0.8,0.8,0.8,0.8,1,august,0.813323711,PBO(2021),0.751867706,0.927952179,953
725,Kibiya,Gwarzo,2025,Kibiya,0.8,0.8,0.8,0.8,2,august,0.813323711,PBO(2021),0.751867706,0.927952179,2048
725,Kibiya,Gwarzo,2028,Kibiya,0.8,0.8,0.8,0.8,3,august,0.813323711,PBO(2021),0.751867706,0.927952179,3143
177,Kirfi,Alkaleri,2021,Kirfi,0.8,0.8,0.8,0.8,1,july,0.704749265,Standard 2020,0.668154735,0.832458934,551
177,Kirfi,Alkaleri,2024,Kirfi,0.8,0.8,0.8,0.8,2,july,0.704749265,Standard 2020,0.668154735,0.832458934,1646
177,Kirfi,Alkaleri,2027,Kirfi,0.8,0.8,0.8,0.8,3,july,0.704749265,Standard 2020,0.668154735,0.832458934,2741
177,Kirfi,Alkaleri,2030,Kirfi,0.8,0.8,0.8,0.8,4,july,0.704749265,Standard 2020,0.668154735,0.832458934,3836
619,Kiri Kasamma,Taura,2021,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,1,july,0.673959786,PBO(2021),0.750652885,0.855181572,551
619,Kiri Kasamma,Taura,2024,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,2,july,0.673959786,PBO(2021),0.750652885,0.855181572,1646
619,Kiri Kasamma,Taura,2027,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,3,july,0.673959786,PBO(2021),0.750652885,0.855181572,2741
619,Kiri Kasamma,Taura,2030,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,4,july,0.673959786,PBO(2021),0.750652885,0.855181572,3836
727,Kiru,Gwarzo,2022,Kiru,0.8,0.8,0.8,0.8,1,august,0.826693612,PBO(2021),0.751943284,0.932540181,953
727,Kiru,Gwarzo,2025,Kiru,0.8,0.8,0.8,0.8,2,august,0.826693612,PBO(2021),0.751943284,0.932540181,2048
727,Kiru,Gwarzo,2028,Kiru,0.8,0.8,0.8,0.8,3,august,0.826693612,PBO(2021),0.751943284,0.932540181,3143
633,Kiyawa,Takali,2021,Kiyawa,0.836363636,0.8,0.8,0.823529412,1,september,0.77870611,PBO(2021),0.751646116,0.914490448,615
633,Kiyawa,Takali,2024,Kiyawa,0.836363636,0.8,0.8,0.823529412,2,september,0.77870611,PBO(2021),0.751646116,0.914490448,1710
633,Kiyawa,Takali,2027,Kiyawa,0.836363636,0.8,0.8,0.823529412,3,september,0.77870611,PBO(2021),0.751646116,0.914490448,2805
633,Kiyawa,Takali,2030,Kiyawa,0.836363636,0.8,0.8,0.823529412,4,september,0.77870611,PBO(2021),0.751646116,0.914490448,3900
883,Kogi,Keana,2020,Kogi,0.8,0.8,0.8,0.8,1,august,0.368216183,PBO(2021),0.736690199,0.65,223
883,Kogi,Keana,2023,Kogi,0.8,0.8,0.8,0.8,2,august,0.368216183,PBO(2021),0.736690199,0.65,1318
883,Kogi,Keana,2026,Kogi,0.8,0.8,0.8,0.8,3,august,0.368216183,PBO(2021),0.736690199,0.65,2413
883,Kogi,Keana,2029,Kogi,0.8,0.8,0.8,0.8,4,august,0.368216183,PBO(2021),0.736690199,0.65,3508
645,Koko/Besse,Birnin Kebbi,2021,Koko-Besse,0.950888927,0.844308444,0.8,0.85687547,1,august,0.576157564,PBO(2021),0.748944594,0.761021008,588
645,Koko/Besse,Birnin Kebbi,2024,Koko-Besse,0.950888927,0.844308444,0.8,0.85687547,2,august,0.576157564,PBO(2021),0.748944594,0.761021008,1683
645,Koko/Besse,Birnin Kebbi,2027,Koko-Besse,0.950888927,0.844308444,0.8,0.85687547,3,august,0.576157564,PBO(2021),0.748944594,0.761021008,2778
645,Koko/Besse,Birnin Kebbi,2030,Koko-Besse,0.950888927,0.844308444,0.8,0.85687547,4,august,0.576157564,PBO(2021),0.748944594,0.761021008,3873
945,Kokona,Oke-Ero,2021,Kokona,0.8,0.8,0.8,0.8,1,july,0.460705224,PBO(2021),0.744654268,0.65,551
945,Kokona,Oke-Ero,2024,Kokona,0.8,0.8,0.8,0.8,2,july,0.460705224,PBO(2021),0.744654268,0.65,1646
945,Kokona,Oke-Ero,2027,Kokona,0.8,0.8,0.8,0.8,3,july,0.460705224,PBO(2021),0.744654268,0.65,2741
945,Kokona,Oke-Ero,2030,Kokona,0.8,0.8,0.8,0.8,4,july,0.460705224,PBO(2021),0.744654268,0.65,3836
195,Kolokuma/Opokuma,Ahoada West,2020,Kolokuma-Opokuma,0.8,0.8,0.8,0.8,1,may,0.224180225,PBO(2021),0.693359192,0.65,131
195,Kolokuma/Opokuma,Ahoada West,2023,Kolokuma-Opokuma,0.8,0.8,0.8,0.8,2,may,0.224180225,PBO(2021),0.693359192,0.65,1226
195,Kolokuma/Opokuma,Ahoada West,2026,Kolokuma-Opokuma,0.8,0.8,0.8,0.8,3,may,0.224180225,PBO(2021),0.693359192,0.65,2321
195,Kolokuma/Opokuma,Ahoada West,2029,Kolokuma-Opokuma,0.8,0.8,0.8,0.8,4,may,0.224180225,PBO(2021),0.693359192,0.65,3416
281,Konduga,Darazo,2020,Konduga,0.8,0.8,0.8,0.8,1,july,0.74032898,PBO(2021),0.751347835,0.896436989,186
281,Konduga,Darazo,2023,Konduga,0.8,0.8,0.8,0.8,2,july,0.74032898,PBO(2021),0.751347835,0.896436989,1281
281,Konduga,Darazo,2026,Konduga,0.8,0.8,0.8,0.8,3,july,0.74032898,PBO(2021),0.751347835,0.896436989,2376
281,Konduga,Darazo,2029,Konduga,0.8,0.8,0.8,0.8,4,july,0.74032898,PBO(2021),0.751347835,0.896436989,3471
223,Konshisha,Oke-Ero,2020,Konshisha,0.8,0.8,0.8,0.8,1,july,0.393916167,Standard 2020,0.45479219,0.53,186
223,Konshisha,Oke-Ero,2023,Konshisha,0.8,0.8,0.8,0.8,2,july,0.393916167,Standard 2020,0.45479219,0.53,1281
223,Konshisha,Oke-Ero,2026,Konshisha,0.8,0.8,0.8,0.8,3,july,0.393916167,Standard 2020,0.45479219,0.53,2376
223,Konshisha,Oke-Ero,2029,Konshisha,0.8,0.8,0.8,0.8,4,july,0.393916167,Standard 2020,0.45479219,0.53,3471
995,Kontagora,Oke-Ero,2022,Kontagora,0.8,0.8,0.8,0.8,1,july,0.60860437,PBO(2021),0.74963463,0.797715733,916
995,Kontagora,Oke-Ero,2025,Kontagora,0.8,0.8,0.8,0.8,2,july,0.60860437,PBO(2021),0.74963463,0.797715733,2011
995,Kontagora,Oke-Ero,2028,Kontagora,0.8,0.8,0.8,0.8,3,july,0.60860437,PBO(2021),0.74963463,0.797715733,3106
1543,Kosofe,Isoko South,2020,Kosofe,0.8,0.8,0.8,0.8,1,june,0.4609272,PBO(2021),0.744666732,0.65,162
1543,Kosofe,Isoko South,2023,Kosofe,0.8,0.8,0.8,0.8,2,june,0.4609272,PBO(2021),0.744666732,0.65,1257
1543,Kosofe,Isoko South,2026,Kosofe,0.8,0.8,0.8,0.8,3,june,0.4609272,PBO(2021),0.744666732,0.65,2352
1543,Kosofe,Isoko South,2029,Kosofe,0.8,0.8,0.8,0.8,4,june,0.4609272,PBO(2021),0.744666732,0.65,3447
669,Kubau,Soba,2022,Kubau,0.811072268,0.8,0.8,0.8,1,july,0.686299075,PBO(2021),0.75080321,0.863982776,916
669,Kubau,Soba,2025,Kubau,0.811072268,0.8,0.8,0.8,2,july,0.686299075,PBO(2021),0.75080321,0.863982776,2011
669,Kubau,Soba,2028,Kubau,0.811072268,0.8,0.8,0.8,3,july,0.686299075,PBO(2021),0.75080321,0.863982776,3106
661,Kudan,Giwa,2022,Kudan,0.8,0.8,0.8,0.8,1,august,0.715360241,PBO(2021),0.751116965,0.882581298,953
661,Kudan,Giwa,2025,Kudan,0.8,0.8,0.8,0.8,2,august,0.715360241,PBO(2021),0.751116965,0.882581298,2048
661,Kudan,Giwa,2028,Kudan,0.8,0.8,0.8,0.8,3,august,0.715360241,PBO(2021),0.751116965,0.882581298,3143
493,Kuje,Keana,2020,Kuje,0.8,0.8,0.8,0.8,1,august,0.448338859,PBO(2021),0.743922635,0.65,223
493,Kuje,Keana,2023,Kuje,0.8,0.8,0.8,0.8,2,august,0.448338859,PBO(2021),0.743922635,0.65,1318
493,Kuje,Keana,2026,Kuje,0.8,0.8,0.8,0.8,3,august,0.448338859,PBO(2021),0.743922635,0.65,2413
493,Kuje,Keana,2029,Kuje,0.8,0.8,0.8,0.8,4,august,0.448338859,PBO(2021),0.743922635,0.65,3508
1493,Kukawa,Babura,2020,Kukawa,0.8,0.8,0.8,0.8,1,may,0.639968548,PBO(2021),0.750175467,0.827755328,131
1493,Kukawa,Babura,2023,Kukawa,0.8,0.8,0.8,0.8,2,may,0.639968548,PBO(2021),0.750175467,0.827755328,1226
1493,Kukawa,Babura,2026,Kukawa,0.8,0.8,0.8,0.8,3,may,0.639968548,PBO(2021),0.750175467,0.827755328,2321
1493,Kukawa,Babura,2029,Kukawa,0.8,0.8,0.8,0.8,4,may,0.639968548,PBO(2021),0.750175467,0.827755328,3416
729,Kumbotso,Taura,2022,Kumbotso,0.8,0.8,0.8,0.8,1,july,0.728034042,PBO(2021),0.751238202,0.889841585,916
729,Kumbotso,Taura,2025,Kumbotso,0.8,0.8,0.8,0.8,2,july,0.728034042,PBO(2021),0.751238202,0.889841585,2011
729,Kumbotso,Taura,2028,Kumbotso,0.8,0.8,0.8,0.8,3,july,0.728034042,PBO(2021),0.751238202,0.889841585,3106
733,Kunchi,Babura,2022,Kunchi,0.8,0.8,0.8,0.8,1,may,0.729388444,PBO(2021),0.751250652,0.890589203,861
733,Kunchi,Babura,2025,Kunchi,0.8,0.8,0.8,0.8,2,may,0.729388444,PBO(2021),0.751250652,0.890589203,1956
733,Kunchi,Babura,2028,Kunchi,0.8,0.8,0.8,0.8,3,may,0.729388444,PBO(2021),0.751250652,0.890589203,3051
735,Kura,Gwarzo,2022,Kura,0.825,0.8,0.8,0.84375,1,august,0.796070741,PBO(2021),0.751762244,0.921544589,953
735,Kura,Gwarzo,2025,Kura,0.825,0.8,0.8,0.84375,2,august,0.796070741,PBO(2021),0.751762244,0.921544589,2048
735,Kura,Gwarzo,2028,Kura,0.825,0.8,0.8,0.84375,3,august,0.796070741,PBO(2021),0.751762244,0.921544589,3143
805,Kurfi,Rimi,2021,Kurfi,0.8,0.8,0.8,0.8,1,march,0.682045441,PBO(2021),0.750752634,0.861013305,435
805,Kurfi,Rimi,2024,Kurfi,0.8,0.8,0.8,0.8,2,march,0.682045441,PBO(2021),0.750752634,0.861013305,1530
805,Kurfi,Rimi,2027,Kurfi,0.8,0.8,0.8,0.8,3,march,0.682045441,PBO(2021),0.750752634,0.861013305,2625
805,Kurfi,Rimi,2030,Kurfi,0.8,0.8,0.8,0.8,4,march,0.682045441,PBO(2021),0.750752634,0.861013305,3720
1517,Kurmi,Oru West,2022,Kurmi,0.8,0.8,0.8,0.8,1,june,0.452232517,PBO(2021),0.74416112,0.65,892
1517,Kurmi,Oru West,2025,Kurmi,0.8,0.8,0.8,0.8,2,june,0.452232517,PBO(2021),0.74416112,0.65,1987
1517,Kurmi,Oru West,2028,Kurmi,0.8,0.8,0.8,0.8,3,june,0.452232517,PBO(2021),0.74416112,0.65,3082
807,Kusada,Rimi,2021,Kusada,0.8,0.8,0.8,0.8,1,march,0.768769267,PBO(2021),0.75157471,0.910157594,435
807,Kusada,Rimi,2024,Kusada,0.8,0.8,0.8,0.8,2,march,0.768769267,PBO(2021),0.75157471,0.910157594,1530
807,Kusada,Rimi,2027,Kusada,0.8,0.8,0.8,0.8,3,march,0.768769267,PBO(2021),0.75157471,0.910157594,2625
807,Kusada,Rimi,2030,Kusada,0.8,0.8,0.8,0.8,4,march,0.768769267,PBO(2021),0.75157471,0.910157594,3720
495,Kwali,Keana,2020,Kwali,0.8,0.8,0.8,0.8,1,august,0.476055073,PBO(2021),0.745465403,0.65,223
495,Kwali,Keana,2023,Kwali,0.8,0.8,0.8,0.8,2,august,0.476055073,PBO(2021),0.745465403,0.65,1318
495,Kwali,Keana,2026,Kwali,0.8,0.8,0.8,0.8,3,august,0.476055073,PBO(2021),0.745465403,0.65,2413
495,Kwali,Keana,2029,Kwali,0.8,0.8,0.8,0.8,4,august,0.476055073,PBO(2021),0.745465403,0.65,3508
515,Kwami,Alkaleri,2021,Kwami,0.8,0.8,0.8,0.8,1,july,0.528174359,PBO(2021),0.747593116,0.6942737,551
515,Kwami,Alkaleri,2024,Kwami,0.8,0.8,0.8,0.8,2,july,0.528174359,PBO(2021),0.747593116,0.6942737,1646
515,Kwami,Alkaleri,2027,Kwami,0.8,0.8,0.8,0.8,3,july,0.528174359,PBO(2021),0.747593116,0.6942737,2741
515,Kwami,Alkaleri,2030,Kwami,0.8,0.8,0.8,0.8,4,july,0.528174359,PBO(2021),0.747593116,0.6942737,3836
1525,Kwande,Oke-Ero,2020,Kwande,0.8,0.8,0.8,0.8,1,july,0.389530493,Standard 2020,0.451208693,0.53,186
1525,Kwande,Oke-Ero,2023,Kwande,0.8,0.8,0.8,0.8,2,july,0.389530493,Standard 2020,0.451208693,0.53,1281
1525,Kwande,Oke-Ero,2026,Kwande,0.8,0.8,0.8,0.8,3,july,0.389530493,Standard 2020,0.451208693,0.53,2376
1525,Kwande,Oke-Ero,2029,Kwande,0.8,0.8,0.8,0.8,4,july,0.389530493,Standard 2020,0.451208693,0.53,3471
1295,Kware,Gawabawa,2020,Kware,0.8,0.8,0.8,0.8,1,august,0.839844337,PBO(2021),0.752012839,0.936756207,223
1295,Kware,Gawabawa,2023,Kware,0.8,0.8,0.8,0.8,2,august,0.839844337,PBO(2021),0.752012839,0.936756207,1318
1295,Kware,Gawabawa,2026,Kware,0.8,0.8,0.8,0.8,3,august,0.839844337,PBO(2021),0.752012839,0.936756207,2413
1295,Kware,Gawabawa,2029,Kware,0.8,0.8,0.8,0.8,4,august,0.839844337,PBO(2021),0.752012839,0.936756207,3508
271,Kwaya Kusar,Alkaleri,2020,Kwaya Kusar,0.8,0.8,0.8,0.8,1,july,0.597977668,PBO(2021),0.749424913,0.786370026,186
271,Kwaya Kusar,Alkaleri,2023,Kwaya Kusar,0.8,0.8,0.8,0.8,2,july,0.597977668,PBO(2021),0.749424913,0.786370026,1281
271,Kwaya Kusar,Alkaleri,2026,Kwaya Kusar,0.8,0.8,0.8,0.8,3,july,0.597977668,PBO(2021),0.749424913,0.786370026,2376
271,Kwaya Kusar,Alkaleri,2029,Kwaya Kusar,0.8,0.8,0.8,0.8,4,july,0.597977668,PBO(2021),0.749424913,0.786370026,3471
967,Lafia,Alkaleri,2021,Lafia,0.8,0.8,0.8,0.8,1,july,0.503966925,PBO(2021),0.746709625,0.654021235,551
967,Lafia,Alkaleri,2024,Lafia,0.8,0.8,0.8,0.8,2,july,0.503966925,PBO(2021),0.746709625,0.654021235,1646
967,Lafia,Alkaleri,2027,Lafia,0.8,0.8,0.8,0.8,3,july,0.503966925,PBO(2021),0.746709625,0.654021235,2741
967,Lafia,Alkaleri,2030,Lafia,0.8,0.8,0.8,0.8,4,july,0.503966925,PBO(2021),0.746709625,0.654021235,3836
1009,Lagelu,Akinyele,2020,Lagelu,0.8,0.8,0.8,0.8,1,may,0.345490307,Dual Al+PBO 2020,0.733446008,0.65,131
1009,Lagelu,Akinyele,2023,Lagelu,0.8,0.8,0.8,0.8,2,may,0.345490307,Dual Al+PBO 2020,0.733446008,0.65,1226
1009,Lagelu,Akinyele,2026,Lagelu,0.8,0.8,0.8,0.8,3,may,0.345490307,Dual Al+PBO 2020,0.733446008,0.65,2321
1009,Lagelu,Akinyele,2029,Lagelu,0.8,0.8,0.8,0.8,4,may,0.345490307,Dual Al+PBO 2020,0.733446008,0.65,3416
1545,Lagos Island,Isoko South,2020,Lagos Island,0.8,0.8,0.8,0.8,1,june,0.470665291,PBO(2021),0.74519196,0.65,162
1545,Lagos Island,Isoko South,2023,Lagos Island,0.8,0.8,0.8,0.8,2,june,0.470665291,PBO(2021),0.74519196,0.65,1257
1545,Lagos Island,Isoko South,2026,Lagos Island,0.8,0.8,0.8,0.8,3,june,0.470665291,PBO(2021),0.74519196,0.65,2352
1545,Lagos Island,Isoko South,2029,Lagos Island,0.8,0.8,0.8,0.8,4,june,0.470665291,PBO(2021),0.74519196,0.65,3447
1547,Lagos Mainland,Isoko South,2020,Lagos Mainland,0.8,0.8,0.8,0.8,1,june,0.470933929,PBO(2021),0.745205871,0.65,162
1547,Lagos Mainland,Isoko South,2023,Lagos Mainland,0.8,0.8,0.8,0.8,2,june,0.470933929,PBO(2021),0.745205871,0.65,1257
1547,Lagos Mainland,Isoko South,2026,Lagos Mainland,0.8,0.8,0.8,0.8,3,june,0.470933929,PBO(2021),0.745205871,0.65,2352
1547,Lagos Mainland,Isoko South,2029,Lagos Mainland,0.8,0.8,0.8,0.8,4,june,0.470933929,PBO(2021),0.745205871,0.65,3447
45,Lamurde,Alkaleri,2020,Lamurde,0.8,0.8,0.8,0.8,1,july,0.429924862,PBO(2021),0.742682577,0.65,186
45,Lamurde,Alkaleri,2023,Lamurde,0.8,0.8,0.8,0.8,2,july,0.429924862,PBO(2021),0.742682577,0.65,1281
45,Lamurde,Alkaleri,2026,Lamurde,0.8,0.8,0.8,0.8,3,july,0.429924862,PBO(2021),0.742682577,0.65,2376
45,Lamurde,Alkaleri,2029,Lamurde,0.8,0.8,0.8,0.8,4,july,0.429924862,PBO(2021),0.742682577,0.65,3471
1217,Langtang North,Alkaleri,2020,Langtang North,0.8,0.8,0.8,0.8,1,july,0.48717115,Standard 2020,0.528657291,0.53,186
1217,Langtang North,Alkaleri,2023,Langtang North,0.8,0.8,0.8,0.8,2,july,0.48717115,Standard 2020,0.528657291,0.53,1281
1217,Langtang North,Alkaleri,2026,Langtang North,0.8,0.8,0.8,0.8,3,july,0.48717115,Standard 2020,0.528657291,0.53,2376
1217,Langtang North,Alkaleri,2029,Langtang North,0.8,0.8,0.8,0.8,4,july,0.48717115,Standard 2020,0.528657291,0.53,3471
1219,Langtang South,Keana,2020,Langtang South,0.8,0.8,0.8,0.8,1,august,0.543573071,Standard 2020,0.570014312,0.625537961,223
1219,Langtang South,Keana,2023,Langtang South,0.8,0.8,0.8,0.8,2,august,0.543573071,Standard 2020,0.570014312,0.625537961,1318
1219,Langtang South,Keana,2026,Langtang South,0.8,0.8,0.8,0.8,3,august,0.543573071,Standard 2020,0.570014312,0.625537961,2413
1219,Langtang South,Keana,2029,Langtang South,0.8,0.8,0.8,0.8,4,august,0.543573071,Standard 2020,0.570014312,0.625537961,3508
997,Lapai,Oke-Ero,2022,Lapai,0.8,0.8,0.8,0.8,1,july,0.420239724,PBO(2021),0.74194743,0.65,916
997,Lapai,Oke-Ero,2025,Lapai,0.8,0.8,0.8,0.8,2,july,0.420239724,PBO(2021),0.74194743,0.65,2011
997,Lapai,Oke-Ero,2028,Lapai,0.8,0.8,0.8,0.8,3,july,0.420239724,PBO(2021),0.74194743,0.65,3106
1337,Lau,Alkaleri,2022,Lau,0.8,0.8,0.8,0.8,1,july,0.456276312,PBO(2021),0.744400781,0.65,916
1337,Lau,Alkaleri,2025,Lau,0.8,0.8,0.8,0.8,2,july,0.456276312,PBO(2021),0.744400781,0.65,2011
1337,Lau,Alkaleri,2028,Lau,0.8,0.8,0.8,0.8,3,july,0.456276312,PBO(2021),0.744400781,0.65,3106
999,Lavun,Oke-Ero,2022,Lavun,0.8,0.8,0.8,0.8,1,july,0.535336764,PBO(2021),0.747825501,0.705289528,916
999,Lavun,Oke-Ero,2025,Lavun,0.8,0.8,0.8,0.8,2,july,0.535336764,PBO(2021),0.747825501,0.705289528,2011
999,Lavun,Oke-Ero,2028,Lavun,0.8,0.8,0.8,0.8,3,july,0.535336764,PBO(2021),0.747825501,0.705289528,3106
671,Lere,Soba,2022,Lere,0.864,0.8,0.8,0.8,1,july,0.49638178,PBO(2021),0.746397774,0.65,916
671,Lere,Soba,2025,Lere,0.864,0.8,0.8,0.8,2,july,0.49638178,PBO(2021),0.746397774,0.65,2011
671,Lere,Soba,2028,Lere,0.864,0.8,0.8,0.8,3,july,0.49638178,PBO(2021),0.746397774,0.65,3106
225,Logo,Keana,2020,Logo,0.8,0.8,0.8,0.8,1,august,0.41751013,Standard 2020,0.473946946,0.53,223
225,Logo,Keana,2023,Logo,0.8,0.8,0.8,0.8,2,august,0.41751013,Standard 2020,0.473946946,0.53,1318
225,Logo,Keana,2026,Logo,0.8,0.8,0.8,0.8,3,august,0.41751013,Standard 2020,0.473946946,0.53,2413
225,Logo,Keana,2029,Logo,0.8,0.8,0.8,0.8,4,august,0.41751013,Standard 2020,0.473946946,0.53,3508
885,Lokoja,Keana,2020,Lokoja,0.8,0.8,0.8,0.8,1,august,0.314676325,PBO(2021),0.727674684,0.65,223
885,Lokoja,Keana,2023,Lokoja,0.8,0.8,0.8,0.8,2,august,0.314676325,PBO(2021),0.727674684,0.65,1318
885,Lokoja,Keana,2026,Lokoja,0.8,0.8,0.8,0.8,3,august,0.314676325,PBO(2021),0.727674684,0.65,2413
885,Lokoja,Keana,2029,Lokoja,0.8,0.8,0.8,0.8,4,august,0.314676325,PBO(2021),0.727674684,0.65,3508
1477,Machina,Taura,2022,Machina,0.8,0.8,0.8,0.8,1,july,0.733696395,PBO(2021),0.751289629,0.892932048,916
1477,Machina,Taura,2025,Machina,0.8,0.8,0.8,0.8,2,july,0.733696395,PBO(2021),0.751289629,0.892932048,2011
1477,Machina,Taura,2028,Machina,0.8,0.8,0.8,0.8,3,july,0.733696395,PBO(2021),0.751289629,0.892932048,3106
1501,Madagali,Darazo,2020,Madagali,0.8,0.8,0.8,0.8,1,july,0.722065325,PBO(2021),0.75118219,0.886482676,186
1501,Madagali,Darazo,2023,Madagali,0.8,0.8,0.8,0.8,2,july,0.722065325,PBO(2021),0.75118219,0.886482676,1281
1501,Madagali,Darazo,2026,Madagali,0.8,0.8,0.8,0.8,3,july,0.722065325,PBO(2021),0.75118219,0.886482676,2376
1501,Madagali,Darazo,2029,Madagali,0.8,0.8,0.8,0.8,4,july,0.722065325,PBO(2021),0.75118219,0.886482676,3471
737,Madobi,Taura,2022,Madobi,0.8,0.8,0.8,0.8,1,july,0.853563186,PBO(2021),0.752080738,0.940862927,916
737,Madobi,Taura,2025,Madobi,0.8,0.8,0.8,0.8,2,july,0.853563186,PBO(2021),0.752080738,0.940862927,2011
737,Madobi,Taura,2028,Madobi,0.8,0.8,0.8,0.8,3,july,0.853563186,PBO(2021),0.752080738,0.940862927,3106
277,Mafa,Darazo,2020,Mafa,0.8,0.8,0.8,0.8,1,july,0.71541858,PBO(2021),0.751117543,0.88261584,186
277,Mafa,Darazo,2023,Mafa,0.8,0.8,0.8,0.8,2,july,0.71541858,PBO(2021),0.751117543,0.88261584,1281
277,Mafa,Darazo,2026,Mafa,0.8,0.8,0.8,0.8,3,july,0.71541858,PBO(2021),0.751117543,0.88261584,2376
277,Mafa,Darazo,2029,Mafa,0.8,0.8,0.8,0.8,4,july,0.71541858,PBO(2021),0.751117543,0.88261584,3471
1001,Magama,Oke-Ero,2022,Magama,0.8,0.8,0.8,0.8,1,july,0.472155733,PBO(2021),0.745268762,0.65,916
1001,Magama,Oke-Ero,2025,Magama,0.8,0.8,0.8,0.8,2,july,0.472155733,PBO(2021),0.745268762,0.65,2011
1001,Magama,Oke-Ero,2028,Magama,0.8,0.8,0.8,0.8,3,july,0.472155733,PBO(2021),0.745268762,0.65,3106
285,Magumeri,Gawabawa,2020,Magumeri,0.8,0.8,0.8,0.8,1,august,0.783011005,PBO(2021),0.7516759,0.916299033,223
285,Magumeri,Gawabawa,2023,Magumeri,0.8,0.8,0.8,0.8,2,august,0.783011005,PBO(2021),0.7516759,0.916299033,1318
285,Magumeri,Gawabawa,2026,Magumeri,0.8,0.8,0.8,0.8,3,august,0.783011005,PBO(2021),0.7516759,0.916299033,2413
285,Magumeri,Gawabawa,2029,Magumeri,0.8,0.8,0.8,0.8,4,august,0.783011005,PBO(2021),0.7516759,0.916299033,3508
1465,Mai'Adua,Rimi,2021,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,1,march,0.639919513,PBO(2021),0.750174703,0.827712113,435
1465,Mai'Adua,Rimi,2024,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,2,march,0.639919513,PBO(2021),0.750174703,0.827712113,1530
1465,Mai'Adua,Rimi,2027,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,3,march,0.639919513,PBO(2021),0.750174703,0.827712113,2625
1465,Mai'Adua,Rimi,2030,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,4,march,0.639919513,PBO(2021),0.750174703,0.827712113,3720
287,Maiduguri,Darazo,2020,Maiduguri,0.8,0.8,0.8,0.8,1,july,0.77182807,PBO(2021),0.751597095,0.911515347,186
287,Maiduguri,Darazo,2023,Maiduguri,0.8,0.8,0.8,0.8,2,july,0.77182807,PBO(2021),0.751597095,0.911515347,1281
287,Maiduguri,Darazo,2026,Maiduguri,0.8,0.8,0.8,0.8,3,july,0.77182807,PBO(2021),0.751597095,0.911515347,2376
287,Maiduguri,Darazo,2029,Maiduguri,0.8,0.8,0.8,0.8,4,july,0.77182807,PBO(2021),0.751597095,0.911515347,3471
1473,Maigatari,Babura,2021,Maigatari,0.8,0.964814107,0.954923663,0.939594887,1,may,0.68089069,PBO(2021),0.750738682,0.8601956,496
1473,Maigatari,Babura,2024,Maigatari,0.8,0.964814107,0.954923663,0.939594887,2,may,0.68089069,PBO(2021),0.750738682,0.8601956,1591
1473,Maigatari,Babura,2027,Maigatari,0.8,0.964814107,0.954923663,0.939594887,3,may,0.68089069,PBO(2021),0.750738682,0.8601956,2686
1473,Maigatari,Babura,2030,Maigatari,0.8,0.964814107,0.954923663,0.939594887,4,may,0.68089069,PBO(2021),0.750738682,0.8601956,3781
1507,Maiha,Alkaleri,2020,Maiha,0.8,0.8,0.8,0.8,1,july,0.647421068,PBO(2021),0.750288882,0.83419548,186
1507,Maiha,Alkaleri,2023,Maiha,0.8,0.8,0.8,0.8,2,july,0.647421068,PBO(2021),0.750288882,0.83419548,1281
1507,Maiha,Alkaleri,2026,Maiha,0.8,0.8,0.8,0.8,3,july,0.647421068,PBO(2021),0.750288882,0.83419548,2376
1507,Maiha,Alkaleri,2029,Maiha,0.8,0.8,0.8,0.8,4,july,0.647421068,PBO(2021),0.750288882,0.83419548,3471
845,Maiyama,Birnin Kebbi,2021,Maiyama,0.875,0.8,0.8,0.8,1,august,0.635960953,PBO(2021),0.750112248,0.824186416,588
845,Maiyama,Birnin Kebbi,2024,Maiyama,0.875,0.8,0.8,0.8,2,august,0.635960953,PBO(2021),0.750112248,0.824186416,1683
845,Maiyama,Birnin Kebbi,2027,Maiyama,0.875,0.8,0.8,0.8,3,august,0.635960953,PBO(2021),0.750112248,0.824186416,2778
845,Maiyama,Birnin Kebbi,2030,Maiyama,0.875,0.8,0.8,0.8,4,august,0.635960953,PBO(2021),0.750112248,0.824186416,3873
739,Makoda,Babura,2022,Makoda,0.8,0.8,0.8,0.8,1,may,0.698126715,PBO(2021),0.750937343,0.871897764,861
739,Makoda,Babura,2025,Makoda,0.8,0.8,0.8,0.8,2,may,0.698126715,PBO(2021),0.750937343,0.871897764,1956
739,Makoda,Babura,2028,Makoda,0.8,0.8,0.8,0.8,3,may,0.698126715,PBO(2021),0.750937343,0.871897764,3051
